@relation 'estacao'

@attribute umidade real
@attribute velocidade_vento real
@attribute chuva real
@attribute radicao_solar real
@attribute et real
@attribute classe {Frio,Normal,Quente}
 
@data
98,1.3,0.00,30,0.03,Normal
96,3.6,0.00,162,0.10,Normal
88,4.0,0.00,447,0.25,Normal
80,3.6,0.00,632,0.38,Normal
78,3.1,0.00,853,0.51,Normal
77,2.2,0.00,928,0.56,Quente
70,2.7,0.00,1069,0.66,Quente
65,1.8,0.00,908,0.61,Quente
59,2.2,0.00,820,0.56,Quente
60,3.1,0.00,806,0.56,Quente
57,3.1,0.00,593,0.46,Quente
63,3.1,0.00,347,0.30,Quente
69,1.8,0.00,28,0.05,Quente
74,0.0,0.00,2,0.00,Normal
89,0.0,0.00,0,0.03,Normal
89,0.0,0.00,0,0.00,Normal
78,0.9,0.00,0,0.03,Normal
82,0.9,0.00,0,0.03,Normal
79,0.9,0.00,0,0.03,Normal
79,0.9,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Normal
84,0.4,0.00,0,0.03,Normal
87,0.4,0.00,0,0.03,Normal
81,0.4,0.00,34,0.03,Normal
76,0.4,0.00,234,0.15,Normal
71,2.7,0.00,458,0.30,Normal
70,4.0,0.00,660,0.46,Normal
68,2.2,0.00,834,0.56,Quente
59,1.3,0.00,969,0.63,Quente
55,0.9,0.00,993,0.63,Quente
55,0.9,0.00,992,0.63,Quente
52,0.9,0.00,866,0.56,Quente
52,1.8,0.00,767,0.53,Quente
53,1.8,0.00,627,0.46,Quente
55,2.2,0.00,382,0.30,Quente
61,0.9,0.00,123,0.10,Quente
69,0.4,0.00,4,0.03,Quente
70,0.0,0.00,0,0.03,Normal
76,0.0,0.00,0,0.03,Normal
76,0.0,0.00,0,0.03,Normal
75,0.0,0.00,0,0.03,Normal
78,0.0,0.00,0,0.03,Normal
81,0.0,0.00,0,0.03,Normal
79,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
88,0.0,0.00,0,0.00,Normal
84,0.0,0.00,0,0.00,Frio
82,0.0,0.00,35,0.03,Normal
75,0.0,0.00,228,0.13,Normal
67,0.0,0.00,471,0.28,Normal
65,0.0,0.00,675,0.41,Normal
57,0.0,0.00,820,0.51,Quente
56,0.0,0.00,932,0.58,Quente
50,0.0,0.00,1066,0.66,Quente
49,0.0,0.00,1014,0.63,Quente
47,0.0,0.00,966,0.63,Quente
47,0.0,0.00,649,0.41,Quente
49,0.0,0.00,461,0.30,Quente
51,0.0,0.00,244,0.18,Quente
62,0.0,0.00,76,0.05,Quente
67,0.0,0.00,4,0.00,Quente
65,0.0,0.00,0,0.03,Normal
72,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.03,Normal
83,0.0,0.00,0,0.03,Normal
86,0.0,0.00,0,0.03,Normal
89,0.0,0.00,0,0.00,Normal
92,0.0,0.00,0,0.00,Normal
91,0.0,0.00,0,0.00,Normal
92,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
85,0.0,0.00,18,0.03,Normal
81,0.0,0.00,145,0.08,Normal
76,0.0,0.00,353,0.23,Normal
67,0.0,0.00,580,0.36,Quente
67,0.0,0.00,505,0.33,Quente
63,0.0,0.00,756,0.48,Quente
61,0.0,0.00,433,0.36,Quente
95,1.3,11.68,116,0.10,Quente
95,1.8,10.16,49,0.03,Normal
100,1.3,11.94,40,0.03,Normal
94,0.4,0.25,209,0.13,Normal
90,0.0,0.00,133,0.08,Normal
91,0.9,0.00,25,0.03,Normal
97,3.1,0.00,0,0.00,Normal
100,3.1,0.00,0,0.00,Normal
100,1.8,0.25,0,0.00,Frio
99,2.7,1.52,0,0.00,Frio
88,0.9,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
94,0.9,0.00,0,0.00,Frio
100,1.8,0.00,0,0.00,Frio
100,1.8,0.00,0,0.00,Frio
98,1.8,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
100,0.4,0.00,25,0.03,Frio
91,0.0,0.00,137,0.08,Normal
83,0.9,0.00,224,0.13,Normal
76,0.9,0.00,561,0.36,Normal
77,0.9,0.00,586,0.38,Normal
75,0.4,0.00,244,0.15,Normal
68,0.4,0.00,526,0.33,Normal
59,0.9,0.00,697,0.53,Quente
61,0.4,0.00,495,0.36,Quente
57,0.4,0.00,536,0.38,Quente
64,0.4,0.00,395,0.28,Quente
74,1.8,0.00,194,0.15,Quente
74,0.4,0.00,37,0.03,Normal
75,0.4,0.00,2,0.00,Normal
76,0.4,0.00,0,0.03,Normal
73,0.9,0.00,0,0.00,Normal
80,0.4,0.00,0,0.05,Normal
100,1.3,1.02,0,0.00,Normal
100,0.9,0.76,0,0.00,Normal
99,1.8,0.25,0,0.00,Normal
100,1.8,2.29,0,0.00,Normal
100,1.8,4.83,0,0.00,Normal
100,2.2,0.25,0,0.00,Normal
100,1.8,8.89,0,0.00,Frio
100,2.2,14.22,0,0.00,Frio
100,2.2,7.87,12,0.00,Frio
100,1.3,1.78,62,0.03,Frio
100,1.8,5.08,57,0.03,Frio
100,2.2,1.78,114,0.05,Frio
100,1.8,0.25,230,0.13,Normal
100,1.8,0.00,333,0.18,Normal
100,0.4,2.29,163,0.10,Normal
100,0.0,10.67,67,0.03,Normal
100,0.4,1.52,126,0.08,Normal
96,0.9,0.25,252,0.15,Normal
97,0.4,0.00,116,0.08,Normal
100,0.4,0.25,52,0.03,Normal
100,0.4,0.25,2,0.00,Normal
100,1.3,0.25,0,0.00,Normal
100,1.3,0.25,0,0.00,Normal
100,1.8,0.25,0,0.00,Normal
100,2.2,0.00,0,0.00,Normal
100,2.2,0.25,0,0.00,Frio
100,1.8,0.00,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.3,1.27,0,0.00,Frio
100,1.3,5.84,0,0.00,Frio
100,0.9,3.05,0,0.00,Frio
100,0.4,3.81,1,0.00,Frio
100,1.3,0.51,21,0.00,Frio
100,1.8,2.29,36,0.03,Frio
100,1.8,2.29,51,0.03,Frio
100,0.9,0.76,115,0.05,Normal
100,0.4,0.00,214,0.13,Normal
94,1.8,0.00,517,0.30,Normal
92,2.7,0.00,552,0.41,Normal
88,3.1,0.00,380,0.30,Normal
96,1.8,3.30,189,0.13,Normal
100,0.9,1.02,91,0.05,Normal
100,0.9,1.02,21,0.00,Normal
100,1.3,1.27,9,0.00,Normal
100,0.9,0.76,1,0.00,Normal
100,1.3,1.02,0,0.00,Normal
100,0.4,9.65,0,0.00,Normal
100,0.9,18.80,0,0.00,Normal
100,0.9,4.83,0,0.00,Normal
100,1.3,1.02,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.3,7.62,0,0.00,Frio
100,1.8,0.51,0,0.00,Frio
100,1.8,1.78,0,0.00,Frio
100,0.9,1.27,5,0.00,Frio
100,0.9,2.29,27,0.03,Frio
100,1.8,2.03,81,0.05,Frio
100,2.7,2.03,153,0.08,Normal
100,2.7,0.51,194,0.10,Normal
100,2.2,0.51,420,0.23,Normal
100,1.3,0.25,332,0.18,Normal
100,1.3,3.05,252,0.15,Normal
100,1.8,1.02,431,0.25,Normal
99,1.8,0.00,348,0.20,Normal
96,2.2,0.00,209,0.13,Normal
97,2.7,0.00,106,0.08,Normal
100,1.8,0.00,18,0.00,Normal
100,1.3,0.51,6,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,18,0.00,Frio
100,0.0,0.00,64,0.03,Normal
100,0.0,0.00,131,0.08,Normal
93,0.0,0.00,338,0.20,Normal
91,0.0,0.00,434,0.30,Normal
84,0.0,0.00,485,0.33,Normal
82,0.0,0.00,465,0.28,Normal
75,0.0,0.00,803,0.48,Normal
70,0.0,0.00,842,0.51,Quente
69,0.0,0.00,349,0.28,Quente
61,0.0,0.00,661,0.41,Quente
75,0.0,0.00,145,0.13,Quente
72,0.0,0.00,130,0.08,Quente
84,0.0,0.00,4,0.00,Normal
85,0.0,0.00,0,0.03,Normal
86,0.0,0.00,0,0.03,Normal
95,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,17,0.00,Normal
100,0.0,0.00,143,0.08,Normal
96,0.0,0.00,172,0.10,Normal
94,0.0,0.00,245,0.15,Normal
85,0.0,0.00,407,0.23,Normal
81,0.0,0.00,604,0.41,Normal
75,0.0,0.00,837,0.51,Quente
69,0.0,0.00,1014,0.61,Quente
70,0.0,0.00,604,0.38,Quente
68,0.0,0.00,691,0.43,Quente
68,0.0,0.00,335,0.25,Quente
65,0.0,0.00,175,0.13,Quente
73,0.0,0.00,147,0.10,Quente
77,0.0,0.00,8,0.00,Quente
83,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
90,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,45,0.03,Normal
98,0.0,0.00,191,0.10,Normal
93,0.0,0.00,225,0.13,Normal
91,0.0,0.00,261,0.18,Normal
83,0.0,0.00,567,0.38,Normal
79,0.0,0.00,441,0.36,Normal
76,0.0,0.00,414,0.28,Normal
75,0.0,0.00,365,0.30,Quente
69,0.0,0.00,668,0.46,Quente
79,0.0,0.00,521,0.36,Quente
73,0.0,0.00,552,0.36,Quente
76,0.0,0.00,342,0.23,Quente
93,0.0,0.00,43,0.03,Quente
95,0.0,0.00,2,0.00,Normal
97,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.51,0,0.00,Normal
100,0.0,1.78,0,0.00,Normal
100,0.0,2.54,0,0.00,Normal
100,0.0,0.00,7,0.00,Normal
100,0.0,2.03,30,0.03,Normal
100,0.0,0.00,118,0.08,Normal
100,0.0,0.00,266,0.15,Normal
94,0.0,0.00,322,0.20,Normal
89,0.0,0.00,526,0.36,Normal
100,0.0,3.56,366,0.25,Normal
92,0.0,0.51,606,0.38,Normal
100,0.0,21.59,49,0.03,Normal
100,0.0,0.51,49,0.03,Normal
100,0.0,0.00,165,0.10,Normal
100,0.0,0.00,138,0.08,Normal
100,0.0,0.00,40,0.03,Normal
100,0.0,0.00,6,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,2.03,0,0.00,Normal
100,0.0,5.33,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,19,0.00,Normal
100,0.0,0.00,116,0.08,Normal
92,0.0,0.00,340,0.20,Normal
77,0.0,0.00,606,0.36,Normal
80,0.0,0.00,628,0.41,Quente
72,0.0,0.00,687,0.46,Quente
65,0.0,0.00,1082,0.63,Quente
72,0.0,0.00,541,0.41,Quente
74,0.0,0.00,420,0.30,Quente
96,0.0,1.78,343,0.23,Quente
94,0.0,0.00,181,0.10,Normal
96,0.0,0.00,63,0.05,Normal
96,0.0,0.00,27,0.03,Normal
100,0.0,0.00,8,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,25,0.03,Normal
99,0.0,0.00,131,0.08,Normal
92,0.0,0.00,228,0.13,Normal
88,0.0,0.00,182,0.10,Normal
85,0.0,0.00,192,0.13,Normal
99,0.0,0.00,316,0.23,Normal
92,0.0,0.00,331,0.20,Normal
86,0.0,0.00,537,0.36,Normal
89,0.0,0.00,344,0.25,Normal
95,0.0,0.25,222,0.13,Normal
86,0.0,0.00,326,0.20,Normal
88,0.0,0.00,166,0.10,Normal
93,0.0,0.00,42,0.03,Normal
94,0.0,0.00,3,0.00,Normal
99,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,12,0.00,Normal
100,0.0,0.00,106,0.05,Normal
97,0.0,0.00,199,0.13,Normal
87,0.0,0.00,404,0.28,Normal
83,0.0,0.00,861,0.48,Normal
82,0.0,0.00,716,0.46,Quente
77,0.0,0.00,932,0.56,Quente
75,0.0,0.00,1040,0.63,Quente
69,0.0,0.00,984,0.61,Quente
70,0.0,0.00,702,0.43,Quente
67,0.0,0.00,462,0.30,Quente
68,0.0,0.00,333,0.23,Quente
75,0.0,0.00,164,0.10,Quente
91,0.0,0.00,10,0.00,Quente
91,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
91,0.0,0.00,0,0.00,Normal
92,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,30,0.03,Normal
88,0.0,0.00,199,0.13,Normal
84,0.0,0.00,427,0.25,Normal
75,0.0,0.00,650,0.41,Quente
71,0.0,0.00,826,0.53,Quente
60,0.0,0.00,947,0.58,Quente
70,0.0,0.00,840,0.56,Quente
56,0.0,0.00,972,0.61,Quente
59,0.0,0.00,650,0.43,Quente
54,0.0,0.00,831,0.51,Quente
74,0.0,0.00,271,0.20,Quente
85,0.0,0.51,98,0.08,Quente
94,0.0,0.00,21,0.03,Normal
100,3.1,10.41,10,0.00,Normal
98,0.4,0.00,0,0.00,Normal
94,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Frio
99,0.0,0.00,0,0.00,Normal
99,0.0,0.00,30,0.03,Normal
88,0.0,0.00,214,0.13,Normal
77,0.0,0.00,442,0.28,Quente
73,0.4,0.00,626,0.41,Quente
67,0.4,0.00,814,0.53,Quente
66,0.9,0.00,958,0.63,Quente
63,0.9,0.00,978,0.66,Quente
61,0.9,0.00,872,0.56,Quente
53,1.3,0.00,768,0.56,Quente
59,1.8,0.00,840,0.61,Quente
59,1.8,0.00,400,0.30,Quente
67,0.0,0.00,149,0.10,Quente
73,0.0,0.00,55,0.05,Quente
77,0.9,0.00,2,0.03,Quente
86,0.0,0.00,0,0.03,Normal
87,0.4,0.00,0,0.03,Normal
90,0.0,0.00,0,0.00,Normal
89,0.0,0.00,0,0.00,Normal
87,1.3,0.00,0,0.03,Normal
88,3.6,0.00,0,0.05,Normal
99,5.4,2.54,0,0.03,Normal
97,4.0,0.00,0,0.00,Normal
95,1.3,0.00,0,0.00,Normal
100,1.3,0.00,0,0.00,Normal
100,0.9,0.00,4,0.00,Frio
100,1.3,0.00,49,0.03,Normal
97,2.2,0.00,256,0.15,Normal
88,1.8,0.00,667,0.38,Normal
78,1.3,0.00,810,0.48,Normal
76,1.3,0.00,924,0.56,Quente
70,0.9,0.00,919,0.56,Quente
63,0.4,0.00,785,0.51,Quente
68,1.3,0.00,790,0.51,Quente
64,0.9,0.00,577,0.41,Quente
73,0.0,0.00,175,0.13,Quente
71,0.4,0.00,160,0.13,Quente
80,0.4,0.00,37,0.05,Quente
84,0.0,0.00,5,0.00,Normal
87,0.0,0.00,0,0.03,Normal
89,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,14,0.00,Normal
100,0.0,0.00,112,0.05,Normal
92,0.0,0.00,291,0.18,Normal
100,0.0,19.81,180,0.10,Normal
100,0.0,5.33,209,0.13,Normal
94,0.0,0.00,273,0.18,Normal
98,0.0,1.02,377,0.23,Normal
89,0.0,0.00,547,0.36,Normal
89,0.0,0.00,307,0.25,Normal
87,0.0,0.00,286,0.18,Normal
86,0.0,0.00,254,0.15,Normal
87,0.0,0.00,157,0.10,Normal
90,0.0,0.00,62,0.05,Normal
95,0.0,0.00,12,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,15,0.00,Normal
100,0.0,0.00,85,0.05,Normal
95,0.0,0.00,192,0.13,Normal
93,0.0,0.00,291,0.18,Normal
83,0.0,0.00,428,0.28,Normal
78,0.0,0.00,603,0.41,Normal
100,1.3,18.03,271,0.23,Quente
90,1.3,1.27,499,0.30,Normal
74,0.9,0.00,691,0.48,Quente
87,1.3,0.00,433,0.33,Quente
83,2.2,0.00,243,0.18,Normal
87,0.4,0.00,65,0.05,Normal
91,0.0,0.00,56,0.03,Normal
97,1.3,0.00,5,0.00,Normal
95,1.3,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.25,14,0.00,Normal
100,0.0,0.00,125,0.08,Normal
100,0.0,0.00,216,0.13,Normal
96,0.0,0.00,363,0.23,Normal
85,0.0,0.00,546,0.33,Normal
81,0.0,0.00,318,0.25,Normal
81,0.4,0.00,495,0.38,Quente
77,0.9,0.00,988,0.61,Quente
98,1.3,5.33,172,0.10,Quente
100,0.9,0.76,120,0.08,Normal
99,0.0,0.00,122,0.08,Normal
98,0.0,0.00,103,0.05,Normal
96,0.0,0.00,102,0.05,Normal
98,0.0,0.00,4,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,1.3,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,2.2,0.00,10,0.00,Normal
100,2.7,0.00,60,0.03,Normal
100,3.1,0.00,199,0.13,Normal
93,2.2,0.00,512,0.33,Normal
100,1.8,1.52,216,0.15,Normal
98,1.8,0.25,308,0.20,Normal
88,1.8,0.00,507,0.38,Normal
81,2.2,0.00,550,0.46,Quente
82,2.7,0.00,695,0.51,Quente
94,1.8,1.27,252,0.18,Normal
100,0.9,1.02,77,0.05,Normal
99,0.0,0.00,65,0.03,Normal
100,0.4,0.51,34,0.03,Normal
100,0.4,0.51,5,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.9,0.00,12,0.00,Normal
100,0.4,0.00,57,0.03,Normal
100,0.9,0.00,205,0.13,Normal
96,0.4,0.00,261,0.15,Normal
89,0.9,0.00,506,0.30,Normal
85,1.3,0.00,730,0.56,Quente
74,2.7,0.00,927,0.58,Quente
72,2.2,0.00,961,0.61,Quente
74,2.2,0.00,513,0.41,Quente
87,1.3,0.00,188,0.13,Quente
100,1.3,2.79,48,0.03,Normal
100,0.9,0.51,26,0.03,Normal
100,0.4,0.00,14,0.00,Normal
100,0.9,13.72,0,0.00,Normal
100,1.3,6.60,0,0.00,Normal
100,0.4,2.29,0,0.00,Normal
100,0.0,0.51,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,3,0.00,Normal
100,0.0,0.25,46,0.03,Normal
100,0.0,0.51,133,0.08,Normal
100,0.0,0.00,283,0.15,Normal
100,1.3,0.25,199,0.10,Normal
100,1.3,3.30,227,0.13,Normal
98,1.3,1.52,605,0.38,Normal
99,2.2,5.33,616,0.46,Normal
89,3.6,0.25,729,0.46,Normal
86,3.6,0.00,651,0.46,Normal
87,3.1,0.00,438,0.30,Normal
90,3.1,0.00,347,0.25,Normal
91,3.1,0.00,169,0.13,Normal
98,1.8,0.00,23,0.03,Normal
100,1.8,0.00,0,0.00,Normal
100,2.2,0.00,0,0.00,Normal
100,1.3,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,2.2,0.00,0,0.00,Normal
100,2.2,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,1.3,0.00,0,0.00,Frio
100,0.9,0.00,0,0.00,Frio
100,1.3,0.00,8,0.00,Frio
100,1.3,0.00,57,0.03,Frio
98,1.8,0.00,150,0.08,Normal
95,1.3,0.00,244,0.13,Normal
92,0.9,0.00,281,0.15,Normal
89,0.4,0.00,358,0.20,Normal
86,0.0,0.00,338,0.20,Normal
76,0.0,0.00,565,0.41,Normal
80,0.4,0.00,587,0.41,Quente
69,0.4,0.00,528,0.38,Quente
69,0.4,0.00,431,0.30,Quente
70,0.4,0.00,355,0.23,Quente
82,0.0,0.00,104,0.08,Quente
90,0.0,0.00,28,0.03,Normal
94,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,9,0.00,Normal
100,0.0,0.00,38,0.03,Normal
100,0.0,0.00,124,0.08,Normal
97,0.0,0.00,272,0.15,Normal
87,0.0,0.00,346,0.25,Normal
74,0.0,0.00,833,0.46,Normal
69,0.0,0.00,1017,0.61,Quente
68,0.0,0.00,759,0.51,Quente
65,0.0,0.00,493,0.33,Quente
75,0.0,0.00,257,0.18,Quente
80,0.0,0.00,199,0.13,Quente
85,0.0,0.00,74,0.05,Normal
92,0.0,0.00,35,0.03,Normal
95,0.0,0.00,5,0.00,Normal
97,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,24.38,6,0.00,Normal
100,0.0,9.91,20,0.00,Normal
100,0.0,11.68,28,0.03,Normal
100,0.0,2.29,83,0.05,Normal
100,0.0,0.00,132,0.08,Normal
100,0.0,0.00,402,0.23,Normal
100,0.0,0.00,165,0.10,Normal
100,0.0,0.51,113,0.08,Normal
100,0.0,1.78,100,0.05,Normal
100,0.0,6.10,108,0.05,Normal
100,0.0,1.02,139,0.08,Normal
100,0.0,1.52,24,0.03,Normal
100,0.0,1.02,4,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,1.02,0,0.00,Normal
100,0.0,1.52,0,0.00,Normal
100,0.0,0.76,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.76,0,0.00,Normal
100,0.0,1.27,4,0.00,Normal
100,0.0,0.00,70,0.05,Normal
100,0.0,0.00,181,0.10,Normal
95,0.0,0.00,343,0.20,Normal
96,0.0,0.00,279,0.18,Normal
86,0.0,0.00,613,0.43,Normal
84,0.0,0.00,543,0.36,Normal
78,0.0,0.00,777,0.48,Quente
81,0.0,0.00,417,0.36,Quente
80,0.0,0.00,1004,0.61,Quente
77,0.0,0.00,586,0.38,Quente
80,0.0,0.00,412,0.25,Quente
84,0.0,0.00,147,0.10,Quente
91,0.0,0.00,16,0.00,Normal
94,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,5,0.00,Normal
100,0.0,0.00,68,0.03,Normal
100,0.0,0.00,114,0.05,Normal
100,0.0,0.00,204,0.13,Normal
97,0.0,0.00,338,0.20,Normal
100,0.0,0.00,307,0.18,Normal
94,0.0,0.00,435,0.28,Normal
91,0.0,0.00,388,0.25,Normal
81,0.0,0.00,613,0.41,Quente
74,0.0,0.00,810,0.51,Quente
74,0.0,0.00,606,0.36,Quente
77,0.0,0.00,420,0.23,Quente
80,0.0,0.00,190,0.13,Quente
91,0.0,0.00,24,0.03,Normal
97,0.0,0.51,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.0,0.25,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
