@relation 'estacao'

@attribute umidade real
@attribute velocidade_vento real
@attribute chuva real
@attribute radicao_solar real
@attribute et real
@attribute classe {Frio,Normal,Quente}
 
@data
33,1.3,0.00,832,0.58,Normal
28,0.9,0.00,686,0.48,Quente
29,0.9,0.00,451,0.33,Quente
29,0.4,0.00,265,0.20,Quente
35,0.0,0.00,47,0.05,Quente
45,0.4,0.00,0,0.03,Normal
49,0.4,0.00,0,0.05,Normal
52,0.4,0.00,0,0.05,Normal
49,0.4,0.00,0,0.05,Frio
48,0.0,0.00,0,0.05,Frio
52,0.0,0.00,0,0.05,Frio
52,0.0,0.00,0,0.05,Frio
56,0.0,0.00,0,0.03,Frio
55,0.0,0.00,0,0.03,Frio
68,0.0,0.00,0,0.03,Frio
67,0.0,0.00,0,0.03,Frio
67,0.0,0.00,1,0.00,Frio
58,0.0,0.00,98,0.05,Frio
46,0.4,0.00,347,0.23,Normal
41,1.8,0.00,565,0.38,Normal
35,2.7,0.00,743,0.53,Normal
30,2.2,0.00,861,0.63,Quente
23,2.2,0.00,913,0.66,Quente
21,1.8,0.00,898,0.66,Quente
21,1.3,0.00,818,0.61,Quente
20,1.3,0.00,671,0.51,Quente
21,1.3,0.00,473,0.38,Quente
21,0.4,0.00,251,0.20,Quente
26,0.0,0.00,45,0.05,Quente
37,0.0,0.00,0,0.03,Quente
39,0.0,0.00,0,0.05,Normal
39,0.0,0.00,0,0.05,Normal
38,0.0,0.00,0,0.05,Normal
50,0.0,0.00,0,0.05,Normal
48,0.0,0.00,0,0.05,Frio
54,0.0,0.00,0,0.05,Frio
52,0.0,0.00,0,0.03,Frio
59,0.9,0.00,0,0.05,Frio
62,2.7,0.00,0,0.08,Frio
69,2.7,0.00,0,0.05,Frio
70,2.7,0.00,1,0.05,Frio
62,3.1,0.00,86,0.10,Normal
47,3.6,0.00,319,0.25,Normal
40,2.7,0.00,526,0.41,Normal
31,3.1,0.00,709,0.53,Quente
28,2.2,0.00,836,0.63,Quente
26,2.2,0.00,896,0.69,Quente
23,1.8,0.00,886,0.66,Quente
22,1.3,0.00,819,0.58,Quente
24,0.9,0.00,468,0.38,Quente
23,1.3,0.00,463,0.38,Quente
25,0.9,0.00,228,0.20,Quente
30,2.2,0.00,56,0.15,Quente
37,0.0,0.00,0,0.03,Quente
36,0.4,0.00,0,0.08,Normal
39,0.4,0.00,0,0.08,Normal
40,0.0,0.00,0,0.05,Normal
41,0.0,0.00,0,0.05,Normal
46,0.9,0.00,0,0.08,Normal
50,1.3,0.00,0,0.08,Normal
53,1.3,0.00,0,0.08,Normal
59,0.4,0.00,0,0.05,Normal
60,0.4,0.00,0,0.05,Normal
59,0.4,0.00,0,0.05,Frio
60,0.4,0.00,1,0.03,Normal
66,0.0,0.00,67,0.05,Frio
54,1.8,0.00,282,0.20,Normal
46,4.5,0.00,496,0.43,Normal
40,4.5,0.00,661,0.56,Quente
37,3.1,0.00,822,0.63,Quente
33,3.1,0.00,881,0.69,Quente
27,2.7,0.00,874,0.69,Quente
26,2.2,0.00,732,0.58,Quente
23,2.2,0.00,469,0.41,Quente
23,2.2,0.00,456,0.41,Quente
27,1.8,0.00,86,0.15,Quente
32,0.9,0.00,53,0.08,Quente
37,0.0,0.00,0,0.03,Quente
43,0.0,0.00,0,0.05,Normal
39,0.0,0.00,0,0.05,Normal
45,0.0,0.00,0,0.05,Normal
46,0.0,0.00,0,0.05,Normal
42,0.0,0.00,0,0.05,Normal
41,0.0,0.00,0,0.05,Normal
53,0.4,0.00,0,0.05,Normal
57,0.4,0.00,0,0.05,Normal
61,0.4,0.00,0,0.05,Frio
67,0.0,0.00,0,0.03,Frio
67,0.4,0.00,1,0.00,Frio
57,0.9,0.00,80,0.08,Normal
40,0.9,0.00,304,0.20,Normal
34,3.1,0.00,516,0.43,Quente
33,3.1,0.00,594,0.51,Quente
32,3.1,0.00,600,0.51,Quente
29,2.7,0.00,871,0.69,Quente
29,2.7,0.00,862,0.69,Quente
29,2.7,0.00,669,0.58,Quente
32,2.7,0.00,310,0.33,Quente
36,3.1,0.00,207,0.28,Quente
42,3.6,0.00,72,0.18,Quente
49,3.1,0.00,31,0.13,Quente
55,1.8,0.00,0,0.05,Quente
60,0.9,0.00,0,0.05,Normal
63,0.0,0.00,0,0.03,Normal
64,1.8,0.00,0,0.05,Normal
66,2.7,0.00,0,0.08,Normal
69,3.1,0.00,0,0.08,Normal
72,3.1,0.00,0,0.05,Normal
77,3.6,0.00,0,0.05,Normal
81,3.6,0.00,0,0.05,Normal
84,4.0,0.00,0,0.05,Normal
88,3.6,0.00,0,0.03,Frio
93,2.7,0.00,0,0.00,Frio
94,4.0,0.25,17,0.03,Frio
93,4.0,0.00,87,0.05,Frio
87,4.9,0.00,297,0.18,Frio
75,4.5,0.00,444,0.30,Normal
71,4.0,0.00,514,0.36,Normal
59,3.6,0.00,861,0.58,Normal
55,3.6,0.00,810,0.56,Normal
54,3.6,0.00,768,0.56,Quente
51,3.1,0.00,596,0.46,Quente
51,3.1,0.00,417,0.36,Quente
52,2.7,0.00,212,0.20,Quente
59,1.8,0.00,42,0.08,Normal
66,0.9,0.00,0,0.03,Normal
71,0.9,0.00,0,0.05,Normal
75,3.6,0.00,0,0.05,Normal
81,3.1,0.00,0,0.05,Normal
84,3.6,0.00,0,0.03,Frio
88,3.1,0.00,0,0.03,Frio
90,2.2,0.00,0,0.03,Frio
91,2.7,0.00,0,0.03,Frio
92,3.6,0.00,0,0.03,Frio
90,3.1,0.00,0,0.03,Frio
90,3.1,0.00,0,0.03,Frio
91,3.1,0.00,1,0.03,Frio
90,3.1,0.00,39,0.03,Frio
84,3.6,0.00,245,0.15,Frio
78,5.4,0.00,540,0.33,Frio
70,5.4,0.00,707,0.46,Normal
62,4.9,0.00,831,0.56,Normal
57,4.0,0.00,890,0.61,Normal
53,3.1,0.00,878,0.61,Normal
52,2.7,0.00,793,0.56,Quente
48,1.8,0.00,646,0.46,Quente
49,1.8,0.00,456,0.36,Quente
50,2.2,0.00,241,0.23,Quente
56,1.8,0.00,45,0.08,Normal
61,1.3,0.00,0,0.03,Normal
63,1.3,0.00,0,0.05,Normal
66,0.0,0.00,0,0.03,Normal
69,1.8,0.00,0,0.05,Normal
73,4.0,0.00,0,0.08,Normal
77,4.9,0.00,0,0.05,Frio
77,3.6,0.00,0,0.05,Frio
84,0.9,0.00,0,0.03,Frio
87,0.4,0.00,0,0.03,Frio
89,0.4,0.00,0,0.00,Frio
90,0.4,0.00,0,0.00,Frio
92,0.4,0.00,2,0.00,Frio
87,0.4,0.00,103,0.05,Frio
78,2.2,0.00,341,0.20,Frio
68,2.2,0.00,562,0.33,Normal
60,1.8,0.00,743,0.46,Normal
53,1.8,0.00,863,0.56,Normal
50,1.3,0.00,920,0.61,Normal
47,1.3,0.00,719,0.48,Quente
43,0.9,0.00,776,0.51,Quente
37,1.3,0.00,519,0.38,Quente
39,0.9,0.00,196,0.18,Quente
40,1.3,0.00,195,0.20,Quente
47,0.9,0.00,28,0.05,Quente
52,0.9,0.00,0,0.03,Normal
55,0.0,0.00,0,0.05,Normal
57,0.4,0.00,0,0.05,Normal
62,0.0,0.00,0,0.03,Normal
62,0.0,0.00,0,0.03,Normal
61,0.0,0.00,0,0.03,Normal
61,0.0,0.00,0,0.03,Normal
71,0.0,0.00,0,0.03,Frio
58,0.0,0.00,0,0.03,Frio
62,0.9,0.00,0,0.05,Normal
64,0.4,0.00,0,0.05,Frio
68,0.4,0.00,2,0.00,Frio
63,0.9,0.00,109,0.08,Normal
56,2.2,0.00,349,0.25,Normal
52,2.7,0.00,565,0.41,Normal
48,2.7,0.00,739,0.51,Normal
40,2.2,0.00,863,0.61,Quente
35,2.2,0.00,921,0.66,Quente
33,1.8,0.00,799,0.53,Quente
29,1.8,0.00,905,0.61,Quente
30,1.8,0.00,622,0.48,Quente
31,0.9,0.00,223,0.20,Quente
33,0.0,0.00,82,0.08,Quente
37,0.0,0.00,46,0.05,Quente
42,0.4,0.00,0,0.03,Quente
44,0.0,0.00,0,0.05,Normal
47,0.0,0.00,0,0.05,Normal
49,0.0,0.00,0,0.05,Normal
51,0.0,0.00,0,0.05,Normal
48,0.0,0.00,0,0.05,Normal
50,0.0,0.00,0,0.05,Normal
50,0.0,0.00,0,0.05,Normal
65,0.0,0.00,0,0.03,Normal
64,0.4,0.00,0,0.03,Frio
65,1.8,0.00,0,0.05,Frio
69,2.2,0.00,1,0.03,Frio
60,1.3,0.00,89,0.08,Normal
53,1.8,0.00,339,0.23,Normal
46,2.2,0.00,558,0.41,Normal
41,1.8,0.00,738,0.51,Normal
38,2.2,0.00,855,0.61,Quente
34,1.8,0.00,908,0.66,Quente
32,2.2,0.00,884,0.66,Quente
29,1.3,0.00,820,0.56,Quente
29,1.3,0.00,569,0.43,Quente
29,0.4,0.00,343,0.28,Quente
30,0.9,0.00,204,0.18,Quente
38,0.4,0.00,31,0.05,Quente
44,0.0,0.00,0,0.03,Quente
46,0.0,0.00,0,0.05,Normal
48,0.0,0.00,0,0.05,Normal
48,0.9,0.00,0,0.08,Normal
49,0.0,0.00,0,0.05,Normal
51,0.0,0.00,0,0.05,Normal
57,0.0,0.00,0,0.05,Normal
63,0.4,0.00,0,0.05,Normal
66,0.0,0.00,0,0.03,Frio
64,0.0,0.00,0,0.03,Frio
65,0.0,0.00,0,0.03,Frio
70,0.0,0.00,3,0.00,Frio
60,0.4,0.00,110,0.08,Normal
54,1.8,0.00,336,0.23,Normal
49,2.2,0.00,564,0.41,Normal
44,2.2,0.00,737,0.53,Quente
39,1.8,0.00,859,0.61,Quente
34,1.8,0.00,902,0.66,Quente
30,1.3,0.00,874,0.63,Quente
30,1.3,0.00,738,0.56,Quente
27,0.9,0.00,585,0.43,Quente
24,0.4,0.00,254,0.23,Quente
26,1.3,0.00,266,0.25,Quente
32,0.9,0.00,53,0.10,Quente
37,0.4,0.00,0,0.03,Quente
43,0.0,0.00,0,0.05,Normal
47,0.0,0.00,0,0.05,Normal
48,0.0,0.00,0,0.05,Normal
51,0.0,0.00,0,0.05,Normal
53,0.0,0.00,0,0.05,Normal
55,0.0,0.00,0,0.05,Normal
51,0.9,0.00,0,0.05,Normal
58,0.0,0.00,0,0.05,Normal
65,0.0,0.00,0,0.03,Frio
64,0.0,0.00,0,0.03,Frio
63,0.0,0.00,2,0.00,Normal
59,0.0,0.00,96,0.05,Normal
55,0.9,0.00,201,0.15,Normal
46,2.7,0.00,556,0.41,Normal
44,3.1,0.00,544,0.46,Normal
42,1.8,0.00,483,0.38,Quente
40,1.8,0.00,578,0.46,Quente
34,1.8,0.00,773,0.56,Quente
33,1.3,0.00,855,0.61,Quente
30,1.3,0.00,557,0.43,Quente
28,1.3,0.00,395,0.33,Quente
30,0.9,0.00,203,0.18,Quente
33,0.0,0.00,52,0.05,Quente
42,0.0,0.00,0,0.03,Quente
48,0.0,0.00,0,0.05,Normal
48,0.4,0.00,0,0.05,Normal
57,0.4,0.00,0,0.05,Normal
59,0.0,0.00,0,0.03,Normal
52,0.0,0.00,0,0.05,Normal
54,0.0,0.00,0,0.05,Normal
58,0.4,0.00,0,0.05,Normal
63,0.0,0.00,0,0.03,Normal
61,0.4,0.00,0,0.03,Normal
60,0.9,0.00,0,0.05,Normal
61,0.0,0.00,5,0.00,Normal
47,1.3,0.00,126,0.10,Normal
39,3.1,0.00,308,0.28,Normal
36,3.6,0.00,563,0.48,Quente
29,4.0,0.00,735,0.63,Quente
29,4.5,0.00,857,0.76,Quente
29,4.0,0.00,905,0.79,Quente
27,3.6,0.00,893,0.76,Quente
27,3.1,0.00,647,0.56,Quente
28,2.7,0.00,280,0.33,Quente
28,2.7,0.00,197,0.28,Quente
42,3.1,0.00,64,0.18,Quente
48,2.2,0.00,19,0.10,Quente
56,1.3,0.00,0,0.08,Normal
69,3.6,0.00,0,0.10,Normal
88,5.4,0.00,0,0.05,Normal
88,5.4,0.00,0,0.03,Normal
90,3.6,0.76,0,0.03,Normal
89,1.8,0.51,0,0.03,Frio
93,2.2,0.00,0,0.03,Frio
92,1.8,0.76,0,0.00,Frio
88,0.9,0.25,0,0.00,Frio
92,0.4,0.76,0,0.00,Frio
95,0.9,2.29,0,0.00,Frio
96,3.1,1.02,0,0.00,Frio
97,4.0,1.27,19,0.03,Frio
96,4.5,0.25,70,0.05,Frio
97,3.1,0.25,51,0.03,Frio
97,1.8,1.02,93,0.05,Frio
97,1.3,0.25,113,0.05,Frio
94,1.8,0.00,198,0.10,Frio
96,0.9,2.29,105,0.05,Frio
97,0.4,1.78,66,0.03,Frio
98,0.9,1.52,69,0.05,Frio
97,1.3,0.00,163,0.10,Frio
94,0.4,0.00,142,0.08,Normal
96,0.9,0.00,50,0.03,Normal
97,0.4,0.00,0,0.00,Frio
98,0.4,0.00,0,0.00,Frio
98,1.8,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
99,0.9,0.00,0,0.00,Frio
99,0.4,0.00,0,0.00,Frio
98,1.3,0.00,0,0.00,Frio
98,2.2,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
99,3.1,0.00,0,0.00,Frio
98,2.7,0.25,0,0.00,Frio
98,3.1,0.00,0,0.00,Frio
99,2.2,0.00,20,0.00,Frio
97,2.7,0.00,60,0.03,Frio
95,2.7,0.00,41,0.03,Frio
92,3.1,0.00,179,0.10,Frio
91,3.1,0.00,154,0.10,Frio
89,3.6,0.00,178,0.10,Normal
85,4.0,0.00,231,0.15,Normal
83,4.0,0.00,224,0.15,Normal
83,3.1,0.00,161,0.13,Normal
85,2.7,0.00,54,0.05,Normal
83,2.7,0.00,113,0.08,Normal
86,2.2,0.00,35,0.05,Normal
87,2.2,0.00,0,0.03,Normal
88,2.2,0.00,0,0.03,Normal
90,3.6,0.00,0,0.03,Normal
92,4.0,0.00,0,0.03,Normal
95,4.5,0.51,0,0.03,Frio
94,5.4,0.00,0,0.03,Frio
94,3.6,0.00,0,0.00,Frio
94,3.6,0.00,0,0.00,Frio
95,3.1,0.00,0,0.00,Frio
96,2.7,0.00,0,0.00,Frio
96,3.1,0.00,0,0.00,Frio
95,2.7,0.00,0,0.00,Frio
94,3.1,0.00,20,0.03,Frio
93,3.1,0.00,35,0.03,Frio
91,4.0,0.00,84,0.05,Frio
90,4.5,0.00,99,0.08,Frio
90,4.0,0.00,97,0.08,Frio
93,3.1,0.00,75,0.05,Frio
87,2.2,0.00,119,0.08,Normal
96,1.3,0.51,104,0.08,Normal
98,1.8,1.02,82,0.05,Frio
98,2.2,0.25,82,0.05,Frio
98,1.8,0.00,52,0.03,Frio
98,2.2,0.00,12,0.00,Frio
98,2.7,0.00,0,0.00,Frio
98,1.8,0.00,0,0.00,Frio
99,1.8,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
99,2.2,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
99,1.8,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
99,0.9,0.00,0,0.00,Frio
99,1.8,0.00,0,0.00,Frio
99,2.7,0.00,0,0.00,Frio
99,1.3,0.00,0,0.00,Frio
100,0.9,0.00,30,0.03,Frio
99,2.7,0.00,149,0.08,Frio
97,3.1,0.00,224,0.13,Frio
89,3.1,0.00,368,0.23,Normal
87,2.7,0.25,318,0.20,Normal
85,1.8,0.00,115,0.08,Normal
79,1.8,0.00,411,0.25,Normal
80,1.3,0.00,345,0.23,Normal
81,1.8,0.00,309,0.20,Normal
77,1.8,0.00,302,0.20,Normal
79,1.8,0.00,245,0.18,Normal
84,1.3,0.00,71,0.05,Normal
89,2.2,0.00,0,0.03,Normal
92,1.3,0.00,0,0.00,Frio
94,1.8,0.00,0,0.00,Frio
96,2.2,0.00,0,0.00,Frio
98,1.3,0.00,0,0.00,Frio
99,2.2,0.00,0,0.00,Frio
98,2.7,0.00,0,0.00,Frio
98,0.9,0.00,0,0.00,Frio
98,1.3,0.00,0,0.00,Frio
98,0.4,0.00,0,0.00,Frio
99,0.9,0.00,0,0.00,Frio
99,0.9,0.25,4,0.00,Frio
99,1.3,0.00,87,0.05,Frio
93,1.3,0.00,205,0.13,Frio
85,2.2,0.00,455,0.28,Normal
74,2.7,0.00,671,0.41,Normal
68,2.7,0.00,925,0.56,Normal
59,3.6,0.00,963,0.66,Normal
53,3.6,0.00,871,0.58,Quente
51,3.1,0.00,649,0.48,Quente
51,3.1,0.00,550,0.43,Quente
52,2.2,0.00,222,0.23,Quente
51,3.1,0.00,227,0.23,Quente
59,3.1,0.00,54,0.13,Quente
67,1.3,0.00,0,0.03,Normal
72,0.4,0.00,0,0.03,Normal
72,0.9,0.00,0,0.03,Normal
76,1.3,0.00,0,0.03,Normal
79,3.1,0.00,0,0.05,Normal
81,0.4,0.00,0,0.03,Normal
85,1.8,0.00,0,0.03,Normal
85,1.3,0.00,0,0.03,Frio
88,1.3,0.00,0,0.03,Frio
89,0.9,0.00,0,0.00,Frio
91,0.4,0.00,0,0.00,Frio
91,0.4,0.00,5,0.00,Frio
82,1.8,0.00,147,0.10,Normal
75,3.6,0.00,382,0.25,Normal
68,4.5,0.00,599,0.43,Normal
61,3.6,0.00,774,0.53,Normal
56,2.7,0.00,913,0.61,Quente
52,1.8,0.00,869,0.56,Quente
49,2.2,0.00,932,0.61,Quente
47,2.2,0.00,863,0.58,Quente
46,2.7,0.00,502,0.41,Quente
46,2.2,0.00,332,0.30,Quente
49,3.6,0.00,101,0.18,Quente
53,2.2,0.00,28,0.10,Quente
60,0.9,0.00,0,0.03,Normal
63,0.0,0.00,0,0.03,Normal
64,0.0,0.00,0,0.03,Normal
78,0.4,3.05,0,0.03,Normal
80,0.9,0.25,0,0.03,Normal
77,0.9,0.00,0,0.03,Normal
81,0.9,0.00,0,0.03,Normal
80,1.3,0.00,0,0.03,Normal
83,1.8,0.00,0,0.03,Frio
85,0.9,0.00,0,0.03,Frio
86,0.4,0.00,0,0.03,Frio
84,1.3,0.00,5,0.03,Frio
82,0.4,0.00,109,0.08,Normal
74,1.3,0.00,357,0.23,Normal
68,2.7,0.00,593,0.38,Normal
57,1.8,0.00,745,0.48,Normal
54,2.2,0.00,890,0.61,Quente
48,2.2,0.00,881,0.61,Quente
47,1.8,0.00,633,0.51,Quente
48,1.8,0.00,254,0.25,Quente
46,1.3,0.00,314,0.25,Quente
61,2.7,0.00,235,0.23,Quente
66,4.0,0.00,129,0.15,Quente
86,1.8,6.10,21,0.05,Normal
85,0.9,0.25,0,0.03,Normal
91,3.1,3.05,0,0.03,Normal
95,4.5,3.05,0,0.03,Normal
94,2.2,3.05,0,0.00,Frio
93,0.4,0.00,0,0.00,Normal
93,0.4,0.00,0,0.00,Frio
92,0.4,0.00,0,0.00,Frio
96,1.3,0.00,0,0.00,Frio
96,0.9,0.00,0,0.00,Frio
97,0.0,0.00,0,0.00,Frio
95,0.0,0.00,0,0.00,Frio
95,0.0,0.00,2,0.00,Frio
93,0.4,0.00,66,0.03,Frio
86,0.9,0.00,183,0.10,Normal
84,1.8,0.00,234,0.15,Normal
79,1.8,0.00,422,0.28,Normal
69,1.8,0.00,664,0.43,Normal
66,1.8,0.00,738,0.51,Quente
60,1.8,0.00,731,0.51,Quente
56,1.3,0.00,648,0.43,Quente
56,1.8,0.00,358,0.30,Quente
52,1.3,0.00,375,0.28,Quente
52,1.8,0.00,233,0.20,Quente
64,0.4,0.00,57,0.05,Quente
78,0.0,0.00,0,0.00,Quente
80,0.0,0.00,0,0.03,Normal
77,0.4,0.00,0,0.03,Normal
82,0.4,0.00,0,0.03,Normal
85,0.0,0.00,0,0.03,Normal
88,0.0,0.00,0,0.00,Normal
87,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
91,0.4,0.00,0,0.00,Frio
91,0.0,0.00,0,0.00,Frio
92,0.0,0.00,0,0.00,Frio
92,0.0,0.00,6,0.00,Frio
84,0.0,0.00,151,0.08,Normal
76,0.4,0.00,392,0.23,Normal
68,0.9,0.00,599,0.38,Normal
58,0.4,0.00,751,0.48,Quente
51,0.9,0.00,955,0.61,Quente
49,1.3,0.00,860,0.58,Quente
49,1.8,0.00,841,0.61,Quente
48,2.7,0.00,528,0.46,Quente
70,3.1,0.00,524,0.46,Quente
91,2.2,2.03,69,0.08,Normal
91,1.8,1.02,24,0.03,Normal
93,0.4,0.51,26,0.03,Normal
92,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
92,1.3,0.00,0,0.00,Normal
94,2.7,0.00,0,0.00,Normal
95,2.7,0.00,0,0.00,Normal
93,2.7,0.25,0,0.00,Normal
97,1.3,0.76,0,0.00,Normal
97,1.3,0.00,0,0.00,Normal
98,2.7,0.25,0,0.00,Frio
98,3.1,0.00,0,0.00,Frio
98,1.8,0.00,0,0.00,Frio
98,0.9,0.00,3,0.00,Frio
98,0.4,0.00,58,0.03,Frio
82,2.2,0.00,395,0.23,Normal
77,3.1,0.00,620,0.38,Normal
75,3.1,0.00,799,0.51,Normal
73,2.7,0.00,835,0.51,Normal
71,2.2,0.00,897,0.56,Normal
65,2.2,0.00,747,0.51,Quente
62,1.8,0.00,749,0.51,Quente
60,1.8,0.00,688,0.48,Quente
58,1.3,0.00,436,0.30,Quente
58,1.8,0.00,307,0.25,Quente
61,0.9,0.00,72,0.08,Quente
71,0.4,0.00,1,0.00,Normal
75,0.0,0.00,0,0.03,Normal
77,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Normal
83,0.0,0.00,0,0.03,Normal
85,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.00,Normal
88,0.0,0.00,0,0.00,Normal
91,0.0,0.00,0,0.00,Normal
91,0.0,0.00,0,0.00,Normal
94,0.4,0.00,5,0.00,Normal
91,0.9,0.00,148,0.08,Normal
86,1.3,0.00,253,0.15,Normal
85,1.8,0.00,125,0.10,Normal
82,2.2,0.00,139,0.10,Normal
85,0.9,0.25,145,0.10,Normal
80,0.4,0.00,273,0.18,Normal
94,2.2,3.30,96,0.08,Normal
92,0.9,0.51,185,0.10,Normal
83,0.4,0.00,326,0.20,Normal
87,0.9,0.00,275,0.18,Normal
89,0.4,0.00,93,0.05,Normal
90,0.0,0.00,40,0.03,Normal
93,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
95,0.9,0.00,0,0.00,Normal
96,1.3,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
97,0.4,0.00,2,0.00,Normal
94,2.2,0.00,31,0.03,Normal
94,2.7,0.00,43,0.03,Normal
94,1.8,0.25,67,0.05,Normal
90,2.2,0.00,199,0.13,Normal
88,1.3,0.00,204,0.13,Normal
85,1.8,0.00,296,0.18,Normal
82,1.3,0.00,204,0.15,Normal
79,0.9,0.00,189,0.13,Normal
76,0.4,0.00,262,0.18,Normal
75,0.0,0.00,216,0.13,Normal
76,0.0,0.00,103,0.08,Normal
82,0.0,0.00,24,0.03,Normal
94,1.3,0.00,0,0.00,Normal
95,0.9,7.62,0,0.00,Normal
97,0.4,0.25,0,0.00,Normal
98,0.0,1.78,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
98,0.0,0.25,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.9,0.00,0,0.00,Normal
98,0.4,0.00,5,0.00,Normal
98,0.0,0.00,80,0.05,Normal
94,1.8,0.25,266,0.15,Normal
95,2.2,0.00,311,0.20,Normal
87,2.2,0.00,428,0.28,Normal
79,2.2,0.00,847,0.51,Normal
67,2.2,0.00,833,0.56,Quente
66,2.2,0.00,621,0.46,Quente
63,1.8,0.00,656,0.46,Quente
89,2.2,15.24,54,0.13,Quente
96,0.9,3.30,7,0.00,Normal
95,1.3,0.76,26,0.03,Normal
93,0.4,0.00,78,0.05,Normal
95,0.9,0.00,1,0.00,Normal
97,0.4,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
96,0.0,0.25,0,0.00,Normal
97,3.6,4.06,0,0.00,Normal
98,2.2,3.05,0,0.00,Normal
98,1.8,1.27,0,0.00,Normal
99,0.4,0.76,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
99,0.0,0.25,0,0.00,Normal
99,0.0,1.27,1,0.00,Normal
99,0.4,0.25,24,0.03,Normal
100,0.9,0.00,83,0.05,Normal
98,1.3,0.00,216,0.13,Normal
90,0.9,0.00,356,0.20,Normal
86,2.2,0.00,466,0.30,Normal
80,1.8,0.00,551,0.41,Normal
72,2.7,0.00,609,0.48,Quente
65,1.8,0.00,632,0.46,Quente
84,2.7,0.00,135,0.13,Quente
96,2.7,2.54,67,0.05,Normal
97,2.2,0.51,48,0.03,Normal
96,1.8,0.00,37,0.03,Normal
97,0.4,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.9,0.00,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
99,1.3,0.25,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.4,0.00,10,0.00,Normal
100,0.9,0.00,64,0.03,Normal
99,1.8,0.00,181,0.10,Normal
95,2.2,0.00,159,0.10,Normal
91,2.7,0.25,255,0.18,Normal
80,2.7,0.00,616,0.41,Normal
80,3.1,0.00,458,0.30,Normal
78,3.6,0.00,486,0.38,Normal
74,3.6,0.00,537,0.43,Quente
89,2.7,0.25,189,0.15,Quente
83,2.2,0.00,131,0.10,Normal
82,1.8,0.00,143,0.10,Normal
86,1.3,0.00,32,0.03,Normal
92,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
95,0.4,0.00,0,0.00,Normal
93,1.8,0.25,0,0.00,Normal
95,2.2,0.00,0,0.00,Normal
97,4.0,0.00,0,0.00,Normal
97,4.5,0.00,0,0.00,Normal
96,4.9,0.00,0,0.00,Frio
96,3.6,0.00,0,0.00,Frio
95,3.6,0.00,0,0.00,Frio
95,3.1,0.00,0,0.00,Frio
95,3.6,0.00,2,0.00,Frio
94,4.0,0.00,52,0.03,Frio
89,4.9,0.00,190,0.13,Frio
86,4.5,0.00,292,0.18,Normal
84,4.5,0.00,384,0.25,Normal
82,4.0,0.00,454,0.30,Normal
80,3.1,0.00,397,0.28,Normal
79,2.7,0.00,419,0.28,Normal
76,2.7,0.00,349,0.25,Normal
76,2.2,0.00,238,0.18,Normal
75,2.2,0.00,172,0.13,Normal
75,3.6,0.00,237,0.18,Normal
82,2.7,0.00,56,0.08,Normal
85,1.3,0.00,0,0.00,Normal
85,0.9,0.00,0,0.03,Normal
85,2.7,0.00,0,0.03,Normal
87,3.1,0.00,0,0.03,Normal
87,3.1,0.00,0,0.03,Frio
90,3.1,0.00,0,0.03,Frio
92,3.1,0.00,0,0.03,Frio
92,3.1,0.00,0,0.03,Frio
92,3.1,0.00,0,0.03,Frio
92,3.1,0.00,0,0.03,Frio
93,3.1,0.00,0,0.03,Frio
93,3.1,0.00,7,0.03,Frio
91,3.6,0.00,81,0.05,Frio
90,4.0,0.00,145,0.10,Frio
87,3.6,0.00,211,0.13,Frio
87,3.1,0.00,267,0.15,Frio
84,3.6,0.00,315,0.20,Frio
77,3.6,0.00,601,0.41,Normal
