0.916667,0.171053,0,0,0,Frio
0.904762,0.171053,0,0,0,Frio
0.916667,0.171053,0,0,0,Frio
0.952381,0.171053,0,0,0,Frio
0.964286,0.171053,0,0,0,Frio
0.964286,0.118421,0,0,0,Frio
0.97619,0,0,0.004967,0,Frio
0.940476,0.118421,0,0.109272,0.062992,Frio
0.869048,0.236842,0,0.285596,0.141732,Frio
0.761905,0.118421,0,0.485927,0.220472,Frio
0.702381,0.118421,0,0.536424,0.259843,Normal
0.535714,0.118421,0,0.622517,0.322835,Normal
0.47619,0.171053,0,0.554636,0.322835,Normal
0.357143,0.171053,0,0.500828,0.299213,Normal
0.404762,0.118421,0,0.344371,0.220472,Normal
0.404762,0.118421,0,0.15894,0.11811,Normal
0.440476,0,0,0.067881,0.03937,Normal
0.666667,0,0,0.008278,0.023622,Normal
0.785714,0,0,0,0.023622,Normal
0.821429,0.052632,0,0,0.023622,Frio
0.845238,0.052632,0,0,0.023622,Frio
0.845238,0.052632,0,0,0,Frio
0.857143,0.118421,0,0,0.023622,Frio
0.880952,0.171053,0,0,0,Frio
0.833333,0.289474,0,0,0.023622,Frio
0.857143,0.236842,0,0,0.023622,Frio
0.857143,0.289474,0,0,0.023622,Frio
0.845238,0.236842,0,0,0.023622,Frio
0.904762,0.171053,0,0,0.023622,Frio
0.916667,0.171053,0,0,0,Frio
0.940476,0.118421,0,0.005795,0,Frio
0.845238,0.171053,0,0.114238,0.062992,Frio
0.738095,0.236842,0,0.287252,0.15748,Frio
0.619048,0.355263,0,0.423841,0.23622,Normal
0.559524,0.407895,0,0.533113,0.322835,Normal
0.488095,0.407895,0,0.609272,0.377953,Normal
0.369048,0.407895,0,0.574503,0.377953,Normal
0.380952,0.355263,0,0.516556,0.338583,Normal
0.428571,0.355263,0,0.416391,0.283465,Normal
0.428571,0.289474,0,0.272351,0.19685,Normal
0.511905,0.289474,0,0.107616,0.102362,Normal
0.666667,0.118421,0,0.009934,0.023622,Normal
0.785714,0.118421,0,0,0.023622,Frio
0.797619,0.118421,0,0,0.023622,Frio
