@relation patrocinio-weka.filters.unsupervised.attribute.Remove-R1

@attribute umid_inst numeric
@attribute pressao numeric
@attribute vento_direcao numeric
@attribute vento_vel numeric
@attribute radiacao numeric
@attribute classe {Frio,Normal,Quente}

@data
98,907.5,0.8,151,-4,Frio
98,907.5,0,49,-3,Frio
98,907.2,0.3,150,-3,Frio
98,907.2,0.2,44,-3,Frio
99,906.9,0.1,169,-3,Frio
99,907,0,153,-3,Frio
99,907.5,0,351,-3,Frio
99,908.1,0,169,31,Frio
99,908.8,0,153,470,Frio
77,909.1,0.9,80,1344,Normal
65,909.2,1.5,27,2048,Normal
59,908.6,0.4,28,2334,Quente
46,908.1,1.3,286,2947,Quente
49,907.2,0.9,80,1880,Quente
37,906.6,1.7,258,1952,Quente
40,906.5,2.3,230,2095,Quente
41,906.4,2.7,212,1478,Quente
50,906.5,1.2,207,709,Normal
65,906.9,0.3,141,66,Normal
71,907.2,0,192,-4,Normal
75,907.6,0.1,145,-4,Normal
77,907.9,0,120,-4,Frio
91,907.9,0,159,-4,Frio
83,907.9,0.2,171,-4,Frio
87,907.7,0.2,181,-4,Frio
90,907.3,0.1,159,-4,Frio
91,907,0.1,152,-3,Frio
93,907,0,241,-4,Frio
94,907,0,125,-4,Frio
97,906.8,0.1,180,-4,Frio
92,907.4,0,140,-4,Frio
94,907.9,0,177,29,Frio
80,908.6,0.5,136,583,Frio
67,909.1,1,117,1409,Normal
56,909.1,1.6,85,2035,Normal
44,908.9,1.8,98,2519,Normal
41,908.5,1.8,96,2422,Quente
39,907.6,1.5,56,2626,Quente
38,906.9,1,334,1871,Quente
34,906.4,1.2,315,1812,Quente
41,906.4,1,12,1245,Quente
50,906.2,0.3,142,415,Normal
60,906.5,0,141,81,Normal
72,906.8,0.2,127,-4,Normal
69,906.8,0.6,143,-4,Normal
72,907.2,0.2,174,-3,Frio
77,907.4,0.2,137,-3,Frio
77,907.3,0.3,128,-3,Frio
74,907.2,0.1,127,-4,Frio
83,907,0.4,170,-4,Frio
81,907,0.2,180,-4,Frio
77,907.1,0.1,189,-4,Frio
76,906.8,0.1,180,-3,Frio
82,907.1,0.2,176,-3,Frio
86,907.1,0,207,-4,Frio
89,907.6,0.2,202,24,Frio
72,908.1,0.1,63,597,Normal
53,908.1,3.9,35,1390,Normal
48,908.2,4.7,22,2081,Normal
44,907.7,4.5,36,2575,Normal
43,906.6,3.3,25,2511,Quente
43,905.5,2.8,29,2747,Quente
42,904.6,3.2,37,2390,Normal
43,904.2,2.8,25,1398,Quente
39,903.8,3.1,13,1502,Quente
43,904.2,2.1,352,642,Normal
62,904.9,1.3,8,70,Normal
66,905.3,0.9,26,-4,Normal
70,905.8,0.2,12,-4,Frio
77,906.2,0,172,-4,Frio
79,906.4,0.3,188,-4,Frio
87,906.5,0,195,-4,Frio
88,906.5,0,154,-4,Frio
84,906.6,0,184,-4,Frio
87,906.5,0,173,-4,Frio
91,906.3,0,178,-4,Frio
90,906.4,0,235,-4,Frio
84,906.6,0,211,-4,Frio
87,906.7,0.1,187,-4,Frio
88,907.1,0,328,25,Frio
75,908.1,0,186,550,Normal
56,908.5,2.7,31,1334,Normal
48,908.4,3.8,8,1997,Normal
42,908.2,3.5,335,2384,Quente
41,907.3,3.7,325,2652,Quente
40,906.4,3.6,353,2668,Quente
40,905.8,3.1,344,2424,Quente
41,905.1,3.4,343,1932,Quente
42,905,3.1,316,1341,Quente
48,905,0.9,327,620,Quente
67,905.3,1.2,335,61,Normal
66,905.5,1.9,10,-4,Normal
70,906.1,2.4,12,-4,Normal
75,906.6,0.4,11,-4,Normal
86,907.2,0,196,-4,Frio
89,907.4,0,291,-4,Frio
90,907.3,0,63,-4,Frio
85,907.3,0.1,199,-4,Frio
92,907.2,0,139,-4,Frio
96,907.1,0.4,216,-4,Frio
95,907.1,0.1,209,-3,Frio
90,907.4,0.2,193,-3,Frio
97,907.8,0.5,202,-3,Frio
97,908.3,0.2,187,49,Frio
89,908.4,0.1,161,472,Frio
71,909,0.4,146,1299,Normal
58,909.3,0.9,124,1743,Normal
51,909.3,2.2,334,2421,Quente
49,908.8,2.9,281,2573,Quente
50,907.8,2.3,303,1983,Quente
61,907.2,1.9,245,714,Quente
58,906.7,2.1,232,716,Quente
64,906.7,4.9,204,1146,Normal
70,907,2,212,597,Normal
77,907.2,0.4,199,40,Normal
85,907.5,0.1,204,-4,Normal
86,907.6,0.1,154,-4,Normal
91,907.7,0,98,-4,Normal
94,908,0,182,-4,Frio
97,908.2,0,40,-3,Frio
97,908.2,0,11,-3,Frio
97,908.2,0,167,-3,Frio
98,908.2,0.5,203,-3,Frio
98,907.8,0.9,207,-3,Frio
98,907.8,0,198,-3,Frio
98,908,0,77,-2,Frio
98,908.3,0,29,-2,Frio
94,908.7,0.5,182,13,Frio
92,909.1,1.2,196,243,Normal
86,909.7,2,188,731,Normal
66,909.5,2.2,192,2015,Normal
56,908.7,2.9,210,2517,Quente
55,907.9,2.3,211,2686,Quente
48,906.8,1.1,197,2728,Quente
43,905.9,2.3,254,2503,Quente
45,905.5,2.4,231,1823,Quente
45,905.6,2.1,233,1379,Quente
50,905.6,1.7,232,677,Quente
65,905.9,1.6,213,60,Normal
71,906.4,1.7,182,-4,Normal
73,907,1.1,166,-4,Normal
75,907.4,1.5,173,-3,Normal
82,907.7,0.6,186,-4,Normal
88,907.5,0.9,223,-3,Normal
93,907.4,0,354,-3,Normal
94,907.2,0.1,150,-3,Frio
96,906.9,0.1,185,-2,Frio
96,906.4,0.4,176,-2,Frio
96,906.3,0.1,107,-3,Frio
98,906.3,0.1,138,-4,Frio
98,906.6,0.8,149,-3,Frio
98,907.2,0.9,152,20,Frio
92,907.5,1.3,134,549,Normal
72,908,2.4,118,1310,Normal
63,907.9,2.1,92,1959,Normal
56,907.3,1.9,98,2432,Quente
52,906.7,1.7,67,2407,Quente
47,906,3.5,34,2865,Quente
59,905.6,2.5,30,1084,Quente
71,905.3,1.4,73,509,Normal
85,905.4,1.1,210,226,Normal
88,905.8,0.7,163,257,Normal
93,906.4,0.3,106,18,Normal
95,906.9,0.1,148,-4,Normal
93,907.2,0.1,95,-3,Normal
95,907.8,0.4,211,-2,Normal
96,907.9,0.1,124,-3,Normal
97,908.2,0,72,-2,Normal
97,907.8,0,29,-2,Normal
97,907.4,0,206,-2,Normal
98,906.9,0.1,158,-3,Normal
98,906.4,0,322,-3,Normal
98,906.4,0,28,-2,Frio
97,907.2,2.4,211,-2,Normal
98,908.1,1.7,242,-2,Normal
98,908.4,0,128,12,Normal
98,908.6,1.2,57,163,Normal
95,909.3,1.9,18,492,Normal
91,909.3,2,354,515,Normal
90,909,1,277,776,Normal
80,908.4,2.4,299,1830,Normal
75,907.3,1.9,283,1247,Normal
82,906.9,2,211,994,Normal
77,906.4,0.3,223,1182,Normal
71,906.1,1.6,323,1200,Normal
73,906.3,1.9,290,505,Normal
86,906.7,0.2,225,35,Normal
85,907.2,0.8,252,-3,Normal
91,907.9,0.9,278,-3,Normal
94,908.6,1.3,221,-4,Normal
95,909,1.5,212,-3,Normal
95,909.3,1.1,230,-2,Normal
96,909,1.8,217,-3,Frio
97,908.8,0.9,210,-3,Frio
97,908.2,1,232,-4,Frio
97,907.9,0,131,-3,Frio
98,907.7,0.9,214,-3,Frio
98,907.7,0.4,216,-4,Frio
99,908.2,0.4,225,-4,Frio
99,908.6,0.9,319,21,Frio
99,909.4,1.1,256,353,Frio
98,909.9,1.1,235,963,Frio
74,909.9,1.1,236,2036,Normal
60,909.6,1.7,258,2570,Normal
48,909,2.8,271,2831,Normal
46,908.2,3.2,248,2845,Normal
44,907.3,2.5,241,2609,Normal
44,906.7,2.6,251,2147,Normal
45,906.5,2.4,243,1490,Normal
53,906.7,2.1,231,690,Normal
65,906.9,1,236,51,Frio
70,907.2,1,205,-4,Frio
82,908,0.4,176,-4,Frio
86,908.3,0.3,250,-4,Frio
82,908.7,1.7,194,-4,Frio
85,908.8,1.1,171,-4,Frio
87,908.4,0.8,161,-4,Frio
89,908.3,1.5,205,-4,Frio
95,907.9,0,5,-4,Frio
97,907.4,0,117,-4,Frio
98,907.1,0,4,-4,Frio
99,907.1,0,162,-4,Frio
100,907.4,0,166,-4,Frio
99,907.8,0,194,28,Frio
99,908.3,0,162,549,Frio
83,909.1,0.6,138,1419,Frio
65,909.1,1.2,143,2057,Normal
67,908.8,2.5,288,2588,Normal
54,908,1.7,240,2852,Normal
42,907,1.2,280,2873,Normal
33,906.3,1.4,207,2558,Normal
39,905.9,2.4,270,2152,Normal
35,905.8,1.7,239,1499,Normal
42,906.1,1.2,235,718,Normal
62,906.2,0.2,252,67,Frio
70,906.6,0,190,-4,Frio
81,907.1,0,356,-4,Frio
85,907.4,0.4,211,-4,Frio
88,907.7,0,315,-4,Frio
90,907.3,0,151,-4,Frio
97,907.2,0,46,-4,Frio
97,906.8,0.1,180,-4,Frio
98,906.5,0,199,-4,Frio
97,906.2,0,195,-4,Frio
99,906,0,14,-4,Frio
99,906.3,0,151,-4,Frio
99,906.8,0.1,155,-4,Frio
99,907.5,0,126,19,Frio
97,908.1,0,39,517,Frio
73,908.5,0.8,73,1377,Frio
63,908.5,1.8,73,2062,Normal
52,908,1.8,102,2541,Normal
31,907.5,3.6,20,2826,Normal
31,906.5,2.2,19,2861,Normal
32,905.8,2.2,16,2589,Quente
32,905.5,1.2,2,2107,Quente
31,905.4,1.1,67,1446,Quente
38,905.8,0.1,109,670,Normal
53,906.1,0.2,51,59,Normal
60,906.5,0,138,-4,Frio
66,906.8,0.3,173,-4,Frio
79,907.2,0.8,155,-4,Frio
89,907.4,0.1,143,-4,Frio
90,907.5,0.5,152,-4,Frio
92,907.5,0.4,151,-4,Frio
90,907.6,1.4,137,-4,Frio
88,907.6,1.4,137,-4,Frio
94,907.3,0.7,119,-4,Frio
95,907.4,0.6,120,-4,Frio
95,907.7,1,125,-4,Frio
97,908.3,0.7,112,-2,Frio
95,909,1.3,72,15,Frio
92,909.3,1.7,85,269,Frio
87,909.8,2.2,85,1083,Frio
78,910.1,1.8,115,1370,Normal
72,909.8,2.4,82,2392,Normal
68,909.2,1.6,66,1970,Normal
53,908.4,2.4,51,2163,Normal
44,907.5,1.6,65,2632,Normal
45,907.1,2,28,1492,Normal
44,906.9,0.9,78,1335,Normal
53,906.9,0.1,159,602,Normal
69,907.2,0.2,104,70,Normal
74,907.6,0.1,103,-3,Normal
84,908.1,0.4,131,-4,Frio
92,908.3,0.4,154,-4,Frio
95,908.5,0,141,-4,Frio
96,908.6,0.8,146,-4,Frio
95,908.7,0.7,132,-4,Frio
93,908.6,1.1,120,-4,Frio
94,908.2,0.8,103,-4,Frio
95,907.8,0.8,122,-4,Frio
95,907.6,1.2,120,-4,Frio
97,907.8,0.5,123,-4,Frio
97,908.3,0.1,167,-4,Frio
98,908.9,0.8,150,19,Frio
93,909.3,1.1,128,514,Frio
81,909.7,1.4,85,1279,Normal
69,909.5,1.5,77,2120,Normal
65,909.3,1.4,89,2241,Normal
59,908.4,4.2,31,2892,Normal
55,907.1,3.2,38,2823,Normal
59,906.5,1.7,66,1825,Normal
55,906.3,1.2,67,983,Normal
58,906.1,1,55,621,Normal
52,906.1,2.1,351,729,Normal
70,906.4,0,11,76,Normal
75,906.7,0,12,-4,Frio
83,906.9,0,194,-4,Frio
92,907.1,0,159,-4,Frio
95,907.1,0,177,-4,Frio
95,907.3,0,224,-4,Frio
95,906.8,0,109,-3,Frio
96,906.4,0,157,-4,Frio
96,906.3,0.2,165,-4,Frio
96,905.8,0,169,-4,Frio
98,905.5,0,156,-4,Frio
97,905.6,0,137,-4,Frio
97,906,0,344,-4,Frio
97,906.2,0,51,19,Frio
89,906.9,0.4,140,475,Frio
72,907.4,3.7,23,1268,Normal
65,907.6,3.9,9,1936,Normal
64,906.9,3,21,2235,Normal
54,906,3.7,344,2397,Quente
55,905.2,3.2,335,2236,Normal
52,904.5,2.6,301,1510,Normal
46,904,3.7,314,1386,Quente
49,903.9,1.8,280,1154,Normal
61,904.1,0.4,269,233,Normal
71,904.6,0.5,270,42,Normal
65,904.7,0.2,269,-3,Normal
86,905.3,1.4,191,-3,Normal
88,905.5,0.9,177,-3,Normal
80,905.5,2.1,208,-3,Frio
77,905.5,1.4,183,-3,Frio
83,905,1.2,134,-3,Frio
72,905,1.8,183,-2,Frio
79,905.1,1.2,219,-2,Frio
91,904.6,1.1,157,-3,Frio
94,903.7,0.4,148,-3,Frio
97,904.1,0,144,-3,Frio
97,904.2,0.4,279,-2,Frio
98,904.4,0,145,6,Frio
98,904.8,0.2,136,184,Frio
91,905.3,0.4,122,711,Frio
61,905.6,1.8,209,1734,Normal
61,905.4,1,280,1842,Normal
59,904.8,2,224,2416,Normal
58,904,2,286,2297,Normal
52,903.3,2.5,260,2249,Normal
51,902.9,2.1,272,2122,Normal
59,903,2.4,231,1109,Normal
60,903,2.1,241,601,Normal
72,903.4,1.5,225,63,Normal
79,903.9,1.6,192,-4,Normal
86,904.4,1.6,198,-4,Frio
93,905,0.6,173,-4,Frio
94,905.2,0.5,139,-4,Frio
95,905.4,0.1,157,-4,Frio
96,905.3,0,120,-4,Frio
98,905.3,0,52,-4,Frio
99,905,0.1,189,-4,Frio
99,904.5,0,149,-4,Frio
99,904.3,0.1,159,-4,Frio
99,904.5,0.2,168,-4,Frio
99,905,0,169,-4,Frio
99,905.5,0.1,157,21,Frio
99,906,0,41,432,Frio
82,906.7,1,141,1339,Frio
54,906.8,1,134,1956,Normal
53,906.3,2.3,21,2480,Normal
48,905.5,3.1,328,2789,Normal
34,904.8,2.3,314,2868,Normal
32,904.2,2.9,307,2411,Quente
35,903.8,2.4,307,2024,Normal
44,903.8,1.9,301,1121,Normal
42,904.1,1,233,652,Normal
47,904.2,0.6,200,75,Normal
55,904.5,0,248,-4,Frio
63,905.1,0,215,-4,Frio
70,905.4,0,296,-4,Frio
66,905.8,0,9,-4,Frio
75,905.7,0.2,153,-4,Frio
87,905.3,0.3,177,-4,Frio
72,905,0,127,-4,Frio
76,905,0,146,-4,Frio
89,904.9,0,216,-4,Frio
86,904.9,0,208,-4,Frio
89,905.2,0.2,173,-4,Frio
91,906,0,252,-4,Frio
90,906.6,0,155,17,Frio
79,907,0,181,527,Frio
60,907.3,0.6,125,1260,Normal
47,907.4,1.2,53,1948,Normal
42,907.2,2.1,26,2434,Normal
38,906.6,2.8,33,2707,Quente
39,905.8,2.9,16,2694,Quente
47,905.1,0.6,17,1292,Normal
45,904.7,0.1,217,1005,Quente
38,904.5,1.6,242,1299,Quente
41,904.7,0.7,250,568,Quente
63,905,0.1,156,69,Normal
69,905.5,0.4,182,-4,Normal
73,905.8,0.5,189,-4,Normal
78,905.8,0.1,202,-3,Frio
86,905.9,0,133,-3,Frio
88,905.9,1.1,213,-4,Frio
92,905.9,0,192,-4,Frio
86,906.1,0,192,-4,Frio
91,905.8,0,126,-4,Frio
85,905.7,0.1,169,-4,Frio
88,905.6,0.1,179,-4,Frio
92,905.8,0,297,-4,Frio
95,906.1,0,223,-4,Frio
92,906.7,0,203,15,Frio
79,907,0.3,31,519,Normal
71,907.5,4.6,26,1283,Normal
63,907.7,3.2,38,1943,Normal
59,907.4,3.4,3,2414,Normal
50,906.6,3.7,18,2564,Quente
48,905.8,2.7,30,2371,Quente
48,904.9,2.2,28,776,Quente
53,904.6,0.8,14,493,Quente
54,904.6,1.9,30,406,Normal
51,904.9,1.5,46,386,Quente
64,905.2,0,19,103,Normal
70,905.4,0.2,197,-4,Normal
75,905.5,0.7,18,-4,Normal
83,905.8,0.8,27,-4,Frio
85,905.7,0.6,173,-4,Frio
93,905.8,0,201,-4,Frio
94,905.7,0,312,-4,Frio
90,905.4,0.1,23,-4,Frio
93,905,0.1,155,-4,Frio
95,904.8,0,41,-4,Frio
95,904.6,0,194,-4,Frio
99,905.1,0,291,-3,Frio
96,905.6,0.1,313,-3,Frio
97,905.9,0.1,162,15,Frio
88,906.4,0.1,4,560,Frio
74,906.8,1,64,1087,Normal
59,906.9,1.6,19,1883,Normal
51,906.6,2.7,336,2427,Quente
40,906.1,2.7,342,2627,Quente
33,905.5,3.4,342,2722,Quente
38,904.3,3.2,357,2165,Quente
33,904,2,327,1519,Quente
39,904.3,3.1,326,1380,Quente
43,904.3,2.2,329,776,Quente
61,904.9,0.6,30,61,Normal
66,904.7,1.5,14,-4,Normal
79,905.1,0,120,-4,Frio
81,905,0.2,155,-4,Frio
85,905,0,180,-4,Frio
91,905.2,0.1,172,-4,Frio
82,905.1,0.3,169,-4,Frio
90,904.8,0,179,-4,Frio
90,904.4,0.2,181,-4,Frio
87,904,0.4,199,-4,Frio
91,904.2,0,173,-4,Frio
89,904.5,0,181,-3,Frio
93,905.1,0.2,25,-4,Frio
91,906.1,0,184,11,Frio
81,906.7,0.1,186,437,Frio
57,907.3,1.8,31,1211,Normal
47,907.1,5.7,25,1907,Normal
44,906.8,4.7,24,2361,Quente
41,906.3,4.4,34,2680,Quente
36,905.4,3.4,44,2721,Quente
35,904.7,3.4,52,2230,Quente
34,904.2,2.6,60,1772,Quente
34,903.9,1.7,38,1430,Quente
38,904.2,1.3,15,679,Quente
51,904.9,0,17,64,Normal
57,905.5,0,168,-4,Normal
72,906.1,0.1,178,-4,Frio
71,906.2,0.5,40,-4,Frio
82,906.3,0.5,355,-4,Frio
81,906.2,0.1,185,-4,Frio
76,906,0.3,174,-4,Frio
85,905.9,0.2,203,-4,Frio
78,905.8,0.7,179,-4,Frio
85,905.5,0.2,98,-4,Frio
80,905.6,0.9,142,-4,Frio
78,906,0.9,148,-4,Frio
90,906.3,0.2,126,-3,Frio
90,906.9,0.2,105,14,Frio
75,907.7,0,190,507,Frio
55,908.4,4.1,23,1275,Normal
50,908.7,4.8,19,1944,Normal
46,908.4,4.5,31,2419,Normal
41,907.8,2.4,25,2753,Quente
39,906.7,2.6,53,2294,Quente
35,906.1,2.9,314,2531,Quente
34,905.8,3.1,338,1876,Quente
37,905.6,2.3,320,1483,Quente
43,906.2,2.3,328,572,Normal
57,907.2,1.7,326,64,Normal
64,908.1,0.7,79,-4,Normal
66,908.7,0.3,167,-2,Normal
68,909.2,0,201,-2,Normal
65,909.3,0.1,88,-2,Normal
74,909,0.2,145,-4,Frio
80,908.8,0.1,197,-4,Frio
84,908.9,0,196,-4,Frio
87,908.8,0,102,-4,Frio
88,908.6,0,236,-4,Frio
83,908.4,0.1,221,-4,Frio
83,908.5,0.1,192,-4,Frio
81,908.9,0.1,184,-4,Frio
82,909.8,0,167,13,Frio
73,910.5,0,209,491,Frio
56,911.2,1.4,84,1258,Normal
44,911.2,3.5,30,1924,Normal
39,911.1,3.7,44,2420,Quente
35,910.8,3.7,40,2681,Quente
36,910.2,2.2,91,2705,Quente
34,909.8,1.5,110,2459,Quente
33,909,1.6,105,2025,Quente
37,909.2,1.1,130,1393,Quente
44,909.6,0.1,110,619,Quente
58,910.3,0.1,151,51,Normal
68,910.7,0.3,130,-4,Normal
69,911.2,0.5,146,-4,Frio
71,911.4,0.5,133,-4,Frio
68,911.3,0.2,153,-4,Frio
73,911.2,0.5,166,-4,Frio
74,911,0.2,146,-4,Frio
87,910.8,0.1,85,-4,Frio
92,910.5,0.1,165,-4,Frio
90,910.6,0.2,147,-4,Frio
93,910.4,0,150,-4,Frio
96,910.3,0.1,175,-3,Frio
93,910.8,0.2,121,-4,Frio
97,911.6,0.4,86,22,Frio
87,912.2,0.3,149,477,Frio
72,912.9,2.1,118,1259,Normal
62,912.8,2.9,83,1878,Normal
55,912.2,3.9,84,2459,Normal
53,911.8,4.3,64,2643,Normal
49,910.8,2.8,83,2286,Normal
48,910.1,1.9,97,1821,Normal
46,909.9,2.4,105,1926,Quente
47,909.6,2.1,101,1283,Normal
50,910,1.6,104,571,Normal
66,910.3,0.5,64,66,Normal
76,910.5,0.6,170,-4,Frio
78,911,0,149,-4,Frio
80,911.1,0.1,33,-4,Frio
81,911.3,0.6,67,-4,Frio
84,911.3,0.1,49,-4,Frio
86,911.4,0.9,59,-4,Frio
86,911.2,0.3,131,-4,Frio
86,910.9,0.7,117,-4,Frio
88,910.5,0.1,67,-4,Frio
87,910.1,0.5,106,-4,Frio
86,910.5,0.2,175,-4,Frio
87,910.8,0.3,191,-4,Frio
86,911.2,1.1,124,12,Frio
78,912.1,1.6,111,486,Frio
69,912.8,2.4,105,1236,Normal
63,913,2.7,109,1917,Normal
59,912.9,2.7,80,2403,Normal
53,911.9,2.6,89,2672,Normal
51,911.3,1.9,82,2638,Normal
47,910.3,2.2,88,2165,Normal
48,909.8,2.4,91,1340,Normal
51,909.6,2.5,90,817,Normal
54,909.6,1.4,68,577,Normal
67,909.9,0.4,132,47,Normal
81,910.3,0.1,42,-4,Frio
84,910.7,0.2,169,-4,Frio
89,911,0.1,38,-4,Frio
84,910.9,0.5,89,-4,Frio
86,911.1,0.6,84,-4,Frio
90,910.9,0.8,79,-4,Frio
88,910.7,0.7,91,-4,Frio
90,910.1,1.2,70,-4,Frio
90,909.8,1.5,66,-4,Frio
91,909.8,1,81,-4,Frio
91,910.2,0.8,80,-4,Frio
94,910.7,0.8,98,-4,Frio
94,911.2,1,85,12,Frio
88,911.8,1.7,82,337,Frio
80,912.7,3.2,75,1242,Normal
72,912.9,3,87,1927,Normal
67,912.7,3.4,83,2272,Normal
62,911.9,4.2,58,2325,Normal
51,910.9,3,74,2802,Normal
51,910.3,2.3,85,1907,Normal
52,909.7,2.4,70,1311,Normal
54,909.6,2.3,62,536,Normal
59,910,1.3,56,310,Normal
66,910.5,0.1,50,42,Normal
74,911,0,152,-3,Normal
79,911.4,0.1,148,-4,Frio
82,911.7,0.4,153,-4,Frio
85,912,0.3,138,-3,Frio
83,912.1,1,86,-4,Frio
88,912,1.8,141,-4,Frio
89,911.8,1.5,118,-4,Frio
90,911.3,1.4,111,-4,Frio
94,910.9,1.5,126,-4,Frio
95,910.8,1.4,101,-4,Frio
91,911,1.3,114,-4,Frio
92,911.5,1.4,128,-4,Frio
95,912,1,104,10,Frio
85,912.8,1.7,105,496,Frio
75,913.8,2.7,86,1238,Normal
69,914.1,3.1,71,1974,Normal
65,913.8,2.9,85,2390,Normal
61,913.3,3.5,65,2724,Normal
60,912.2,1.4,95,2039,Normal
47,911.5,1.9,81,2535,Quente
43,910.8,1.6,83,1809,Quente
48,910.4,1.7,30,1232,Normal
50,910.5,1,81,558,Normal
67,910.4,0,24,38,Normal
73,910.4,0.1,157,-4,Frio
79,910.7,0.4,140,-4,Frio
82,910.8,0.3,116,-4,Frio
85,911.1,0,113,-4,Frio
86,911,0.2,125,-4,Frio
86,911,0.3,157,-4,Frio
83,911.1,1.3,123,-4,Frio
84,911,1.2,138,-4,Frio
88,910.8,0.3,62,-4,Frio
89,910.7,0.6,184,-4,Frio
90,910.8,0.7,185,-4,Frio
95,911.5,0.5,132,-4,Frio
96,912.3,0.7,179,9,Frio
90,912.7,0.7,133,472,Frio
74,913.4,1.9,82,1235,Normal
65,913.6,1.9,82,1783,Normal
61,913.4,4.1,56,2364,Normal
60,912.9,3.5,55,2602,Normal
54,911.6,2.8,69,2769,Normal
50,910.6,3.3,63,2217,Normal
53,910.6,3,43,1603,Normal
52,910.3,1.5,93,1247,Normal
54,910.3,2,68,574,Normal
72,910.5,1.1,54,28,Normal
74,910.7,1.4,67,-4,Normal
83,911,0.1,106,-4,Frio
88,911.2,0.4,83,-4,Frio
90,911.6,0.1,145,-4,Frio
90,911.5,0.3,98,-4,Frio
92,911.3,0.6,115,-4,Frio
93,911.3,0.4,127,-4,Frio
95,910.8,0.3,115,-4,Frio
96,910.5,0.2,191,-4,Frio
95,910.4,0.6,147,-4,Frio
96,910.3,1.4,135,-3,Frio
96,910.8,0.5,155,-4,Frio
97,911.3,0,167,11,Frio
88,912,0.1,89,446,Frio
74,912.7,1.3,87,1240,Normal
63,912.8,1.7,93,1899,Normal
62,912.6,2,87,2337,Normal
54,912,3.4,61,2679,Normal
49,911.2,2.1,90,2645,Normal
44,910.1,2.7,82,2288,Quente
47,909.4,1.2,94,1774,Quente
46,909.5,1.8,122,1520,Quente
52,909.5,1.2,61,685,Normal
