@relation patrocinio-weka.filters.unsupervised.attribute.Remove-R1

@attribute umid_inst numeric
@attribute pressao numeric
@attribute vento_direcao numeric
@attribute vento_vel numeric
@attribute radiacao numeric
@attribute classe {Frio,Normal,Quente}

@data
98,906.8,0,136,-2,Normal
97,906.8,0,104,-2,Normal
96,906.8,0.4,108,-3,Normal
95,906.3,1.2,135,-3,Normal
96,906,0.9,142,-3,Normal
97,906,0.7,139,-3,Normal
97,905.9,1.1,138,-3,Normal
97,905.8,0.4,126,-3,Normal
98,906.4,0.1,144,-3,Normal
98,906.9,0,183,70,Normal
95,907.5,1.5,130,507,Normal
84,908,1,101,961,Normal
79,908.2,1.4,19,1837,Normal
72,907.7,1.6,103,2379,Quente
62,906.9,0.5,82,2017,Quente
84,906.3,1.7,14,982,Normal
88,905.8,1.1,225,618,Normal
90,905.2,0.3,90,510,Normal
90,904.9,0.6,7,407,Normal
89,905.2,0.4,41,457,Normal
93,905.2,0.5,6,130,Normal
93,905.5,0.2,150,-3,Normal
97,905.9,0.1,103,-3,Normal
97,906.2,0,189,-4,Normal
98,906.4,0.2,172,-4,Normal
98,906.6,0,324,-3,Frio
98,906.6,0.1,33,-3,Frio
98,905.8,0.3,148,-3,Frio
98,905.6,0,103,-2,Frio
98,905.5,0,75,-3,Frio
98,905.3,0,138,-3,Frio
98,905.4,0.1,146,-3,Frio
99,905.8,0.2,233,-3,Frio
99,906,0,181,66,Frio
97,906.3,0.6,142,819,Normal
85,906.8,0.2,62,1086,Normal
75,907.1,1.8,56,1564,Normal
68,906.7,3.3,51,2349,Normal
59,905.9,2.9,25,3283,Quente
71,905.8,1.4,228,1211,Normal
64,904.9,1.7,171,2453,Quente
60,904,1.1,81,2151,Quente
70,904.1,0.1,40,617,Quente
67,903.9,0.1,336,663,Quente
79,904.2,0,171,126,Normal
92,904.9,0.1,183,-4,Normal
95,905.7,0,120,-4,Normal
97,906.5,0.1,20,-3,Normal
97,906.8,0,212,-3,Normal
97,906.8,0.2,8,-3,Normal
97,906.5,0.1,84,-4,Normal
97,906.3,0,53,-4,Frio
98,905.8,0.1,128,-3,Normal
98,905.4,0,24,-3,Frio
99,905.1,0.3,34,-4,Frio
99,905.8,0,144,-4,Frio
99,906.6,0,178,-3,Frio
99,907.3,0,227,49,Frio
95,908.1,0.1,142,701,Normal
77,908.7,0.9,71,1336,Normal
68,908.8,1.1,46,2246,Quente
55,908.4,2.2,354,2541,Quente
56,907.7,2.2,18,2831,Quente
60,907,3.1,21,2374,Quente
50,905.9,1.6,324,2495,Quente
45,905.3,2.8,309,2317,Quente
47,905.1,2.8,302,1867,Quente
61,905.4,1.7,310,546,Quente
70,905.5,0.2,261,172,Normal
82,905.9,0,42,-4,Normal
86,906.7,0,234,-3,Normal
89,907,0.1,215,-3,Normal
95,907.7,0.7,129,-4,Normal
90,908,1.6,122,-4,Normal
90,907.8,0.7,102,-4,Normal
93,907.3,0.3,164,-4,Normal
93,907,0,187,-3,Normal
94,907,0,246,-3,Normal
96,907.1,0.3,37,-3,Normal
96,907.3,0,200,-3,Normal
97,907.8,0.1,63,-3,Frio
97,908.3,0.2,29,83,Normal
90,908.1,1.5,28,526,Normal
74,907.7,2,39,1019,Normal
64,908.4,0.3,131,1445,Normal
63,908,0.8,80,1659,Quente
58,907.4,1.5,137,2370,Quente
52,906.7,1.1,152,2285,Quente
52,906.3,0.6,115,2276,Quente
51,905.5,1.5,220,1911,Quente
54,905.5,1.4,227,1188,Quente
65,905.6,1.4,254,403,Quente
72,905.7,2,245,129,Normal
84,906,0,11,-4,Normal
91,906.3,0.2,120,-4,Normal
91,906.5,0.1,191,-4,Normal
87,906.3,0.7,190,-4,Normal
89,906.7,0,191,-4,Normal
91,906.8,0,119,-4,Normal
92,906.4,0,139,-4,Frio
97,906.1,0,39,-4,Frio
97,906,0.1,162,-4,Frio
98,905.7,0,84,-3,Frio
98,905.8,0.1,197,-3,Frio
98,906.6,0,195,-3,Frio
97,907.3,0.1,153,65,Frio
90,907.9,1.2,141,729,Normal
69,908.2,1.7,113,1589,Normal
64,908.2,2.2,119,2323,Quente
58,907.7,3,65,2852,Quente
53,906.8,1.6,96,3157,Quente
46,906.2,2.3,32,3311,Quente
49,905.5,1.3,184,2553,Quente
47,904.8,1.3,155,1557,Quente
56,904.4,1,76,1226,Quente
62,904.7,0.4,62,530,Quente
67,905.6,2.3,69,110,Normal
77,905.5,1.7,63,-4,Normal
87,906.5,1.2,143,-4,Normal
87,907.2,0.3,39,-3,Normal
94,907.3,0.6,155,-4,Normal
94,907.1,0.2,194,-3,Normal
96,907,0,135,-3,Frio
97,906.5,0.1,272,-3,Frio
98,906.1,0,199,-3,Frio
98,905.7,0,61,-3,Frio
98,905.5,0.2,11,-3,Frio
98,905.8,0,197,-3,Frio
99,906.1,0,47,-3,Frio
99,906.8,0,97,40,Frio
98,907,0,90,508,Normal
77,907.5,1,69,1579,Normal
64,907.7,4.1,33,2319,Quente
62,907.2,3.1,25,2771,Quente
55,906.3,3.7,37,3325,Quente
57,904.9,3.5,17,2817,Quente
56,904.3,3.9,2,1629,Quente
54,904,3.3,352,1899,Quente
67,904.4,0.7,100,777,Normal
84,905.2,4.8,191,243,Normal
89,905.8,1.7,102,42,Normal
95,905.8,2.6,130,-2,Normal
96,905.9,1,119,-3,Normal
96,906.7,0.2,39,-3,Frio
96,907,0.3,209,-2,Normal
97,907.1,0,17,-2,Frio
97,906.9,0,116,-2,Normal
98,906.5,0.3,238,-2,Frio
98,905.9,0,220,-2,Frio
98,905.9,0.2,170,-3,Frio
98,906.5,1.2,332,-2,Frio
98,906.6,1.9,329,-1,Frio
98,906.7,0.1,119,-2,Frio
98,907.4,0.2,154,33,Frio
98,908.4,0.2,209,334,Normal
91,908.9,0.5,96,806,Normal
81,909.4,0.4,211,1017,Normal
74,908.8,1.6,206,2301,Normal
73,908,1.1,204,2106,Normal
69,907.3,2,213,1421,Normal
79,906.7,1.6,219,1093,Normal
74,906.2,0.9,189,992,Normal
71,906,0.6,201,685,Normal
79,906.3,0,170,300,Normal
88,906.4,0,137,101,Normal
93,907,0,122,-3,Normal
95,907.4,0.1,169,-3,Normal
96,907.7,0.1,161,-3,Normal
96,908,0.2,173,-3,Normal
97,908,0,128,-3,Normal
97,907.5,0,122,-3,Normal
97,906.9,0.3,77,-3,Normal
97,906.4,0.2,134,-3,Normal
97,906.3,0.3,75,-3,Normal
98,906.2,0.1,115,-3,Normal
98,906.1,0.2,150,-2,Normal
98,906.7,0.7,199,-2,Normal
98,907.2,0,207,28,Normal
96,907.9,0.2,137,247,Normal
88,908.4,0.8,127,500,Normal
84,908.7,0.7,163,620,Normal
73,908.2,2.1,171,1199,Normal
72,907.3,2,124,1965,Normal
66,906.4,1.1,143,2094,Normal
73,905.7,2.1,152,1484,Normal
77,905.3,2.4,184,881,Normal
97,905.7,3.1,199,215,Normal
97,906.1,0.7,173,106,Normal
97,906.2,1.2,156,48,Normal
97,906.1,1,148,-1,Normal
98,906.5,0.5,125,-2,Frio
98,906.7,0.2,103,-2,Frio
98,907,0,179,-2,Frio
98,906.5,0.3,153,-3,Frio
99,906.3,0.8,138,-4,Frio
99,905.7,1.2,122,-3,Frio
99,905,1.2,139,-3,Frio
99,904.8,0.5,137,-3,Frio
99,904.7,1.1,118,-2,Frio
99,904.7,0.6,136,-1,Frio
99,904.9,1.1,127,-1,Frio
99,905.8,1.1,144,62,Frio
99,906.4,2,146,578,Frio
98,906.7,2.1,134,659,Frio
87,906.9,2.6,135,1112,Normal
80,906.7,2.5,138,1693,Normal
72,905.8,1.7,98,2072,Normal
64,905.3,1.3,82,2361,Normal
62,904.7,1.2,92,1716,Normal
64,904.4,1.7,113,1483,Normal
65,904,1.2,110,1685,Normal
66,904,0.5,78,922,Normal
76,904.1,0.1,123,160,Normal
84,904.6,0.4,150,-4,Normal
90,905.2,0.2,160,-4,Frio
96,905.8,0,152,-4,Frio
96,905.9,0,203,-4,Frio
97,906,0,135,-4,Frio
98,905.8,0,224,-4,Frio
98,905.5,0,46,-4,Frio
98,905.3,0,131,-4,Frio
99,905.2,0.1,31,-4,Frio
99,905.2,0,135,-4,Frio
99,905.4,0,88,-3,Frio
99,906,0.2,151,-4,Frio
99,906.7,0.1,155,39,Frio
97,906.9,1.1,121,736,Frio
76,907,1.6,107,1633,Normal
69,907.4,1.7,102,2345,Normal
60,907,1,134,2444,Normal
53,906.3,0.9,173,3018,Quente
45,905.6,2.1,271,2866,Quente
42,904.9,2.6,247,2700,Quente
40,904.6,3,225,2502,Quente
43,904.5,0.8,152,1791,Quente
49,904.5,1,217,944,Normal
65,904.8,0.5,201,156,Normal
71,905.3,0,185,-4,Normal
72,906.1,1.9,203,-4,Normal
84,906.8,0.1,174,-4,Frio
84,907,0.9,140,-4,Frio
90,906.9,0.7,155,-4,Frio
91,907,1.1,149,-4,Frio
94,906.9,0,132,-4,Frio
94,906.5,0.1,153,-4,Frio
97,906.4,0,162,-4,Frio
96,906.5,0.1,152,-4,Frio
96,906.8,0.5,157,-4,Frio
93,907.4,0.1,147,-4,Frio
93,908,0.7,158,36,Frio
83,908.5,1.4,144,761,Frio
74,908.9,1.7,129,1627,Normal
65,909.3,1.4,77,2341,Normal
66,909,1,96,1931,Normal
57,908.3,3.4,21,3147,Quente
46,907.7,1.4,341,3449,Quente
45,907.1,2.3,247,2789,Quente
38,906.8,1.7,281,2382,Quente
39,906.6,1.8,178,1757,Quente
47,906.8,1.8,198,913,Normal
60,906.9,1.2,207,145,Normal
74,907,0.3,139,-4,Frio
71,907.5,0,134,-4,Frio
85,908.3,0.8,135,-4,Frio
89,908.5,1,132,-4,Frio
92,908.7,0.2,137,-4,Frio
93,908.8,0,156,-4,Frio
92,908.6,0.1,134,-4,Frio
89,908.3,0.6,147,-4,Frio
89,908.3,0.6,149,-4,Frio
91,908.3,0.7,151,-4,Frio
90,908.5,1.3,149,-4,Frio
91,909.2,0.4,133,-4,Frio
89,910.2,1.7,139,36,Frio
77,910.6,1.8,123,748,Frio
67,911.1,1.9,92,1613,Normal
63,911.3,3,101,2336,Normal
57,910.8,2.8,80,2868,Normal
51,910.4,2.2,107,3155,Normal
52,909.5,1.4,121,2368,Normal
43,908.8,2.5,89,3228,Normal
42,908.5,1.5,106,1878,Quente
45,908.4,1.3,122,1970,Normal
53,908.6,1.7,75,906,Normal
70,908.8,0.8,62,120,Normal
82,909,0.1,142,-4,Frio
86,909.6,0.4,130,-4,Frio
86,909.8,0.4,135,-4,Frio
86,909.7,0.3,147,-4,Frio
88,909.9,0,149,-4,Frio
88,909.8,0.3,161,-4,Frio
89,909.7,0,76,-4,Frio
88,909.1,0.9,133,-4,Frio
92,908.8,0,126,-4,Frio
93,908.6,0.2,100,-4,Frio
89,908.7,0.7,119,-4,Frio
93,909.3,0.2,159,-4,Frio
95,910,0.6,125,34,Frio
79,910.4,2,118,750,Frio
68,910.9,2.6,88,1640,Normal
61,911.4,2.3,94,2362,Normal
58,910.9,2.3,123,2876,Normal
50,910,1.6,120,3195,Normal
48,909.2,2.4,143,3185,Normal
44,908.5,2.3,50,3048,Normal
46,907.9,2.7,55,2281,Normal
48,907.9,2.1,48,1478,Normal
51,908.1,1.5,55,902,Normal
67,908.3,0.4,68,139,Frio
78,908.3,0.9,58,-4,Frio
81,908.9,0.1,172,-4,Frio
83,909.4,0.4,160,-4,Frio
83,909.3,0.5,141,-4,Frio
86,909,0.2,149,-4,Frio
87,908.9,0.4,142,-4,Frio
88,908.7,0.2,144,-4,Frio
89,908.2,0.1,146,-4,Frio
91,907.6,0.9,64,-4,Frio
93,907.5,0.5,77,-4,Frio
94,907.4,0.3,112,-4,Frio
90,907.1,0.8,72,-4,Frio
91,907.8,0.7,64,32,Frio
76,908.2,0.6,111,762,Frio
63,908.4,1.2,93,1645,Normal
52,908.8,3.8,40,2380,Normal
48,908.5,4.3,48,2915,Normal
46,907.7,4,34,3193,Normal
43,906.7,3.3,27,3192,Normal
40,905.7,3.5,36,2954,Normal
38,905,3.5,36,2486,Normal
41,904.5,3.6,43,1852,Normal
44,904.3,3,49,1188,Normal
59,904.5,1.8,50,239,Normal
65,905.1,1.1,53,-4,Frio
75,905.8,0.2,109,-4,Frio
76,906.6,1,36,-4,Frio
82,906.9,0,272,-4,Frio
83,906.7,0,55,-4,Frio
86,906.6,0.4,161,-4,Frio
95,906.4,0,294,-4,Frio
91,906.2,0.1,182,-4,Frio
91,905.9,0.1,20,-4,Frio
93,905.9,0,14,-4,Frio
96,906.1,0.2,235,-4,Frio
98,906.2,0.2,20,-4,Frio
93,907.3,0.1,142,35,Frio
77,907.7,0,185,824,Frio
67,907.6,1.7,61,1431,Normal
52,908.4,3.1,37,2306,Normal
50,907.7,2.7,13,2918,Normal
41,906.7,3.3,24,3132,Normal
42,906.1,1.7,339,3077,Quente
38,905.3,1.7,316,2709,Quente
40,905.5,2.3,255,2277,Quente
41,905.7,1.7,267,1706,Quente
47,906.1,1.5,258,862,Normal
60,906.3,1.1,208,86,Normal
72,906.7,0,167,-4,Frio
78,907.1,0,276,-4,Frio
78,907.3,0,245,-4,Frio
84,907.1,0,157,-4,Frio
88,907.1,0.3,204,-4,Frio
96,907.2,0,329,-4,Frio
95,906.7,0,186,-4,Frio
90,905.7,0.4,44,-4,Frio
96,905.8,0.1,113,-4,Frio
93,906,0,162,-4,Frio
91,906.2,1.2,222,-3,Frio
96,907.1,0,304,-3,Frio
92,908.8,0,222,59,Frio
86,909.3,0.4,108,547,Frio
74,910,1,129,1200,Frio
58,910.3,1.1,136,2037,Normal
45,910,2,48,2822,Normal
40,909.3,1.3,130,2679,Normal
38,908.5,1.9,95,2960,Normal
39,907.8,1.5,63,2767,Quente
39,907.1,1.8,105,2359,Quente
40,907.1,1,102,1653,Quente
43,907.7,0.3,90,841,Quente
65,908,0,336,113,Normal
65,908.5,0.1,186,-4,Normal
78,909,0.4,157,-4,Frio
75,909.5,0.3,125,-4,Frio
77,909.6,0,173,-4,Frio
78,909.6,0.3,165,-4,Frio
83,909.2,0.2,186,-4,Frio
87,909,0,203,-4,Frio
88,909.1,0,278,-3,Frio
95,909.1,0,71,-4,Frio
94,908.8,0.1,159,-3,Frio
95,909,0,181,-4,Frio
92,909.1,0.6,157,-4,Frio
91,909.5,0.1,115,54,Frio
82,910.1,0.6,85,589,Frio
71,911.1,1.2,119,1098,Normal
58,911.3,2,92,1821,Normal
48,910.9,2.4,94,2490,Normal
41,910.3,2.2,94,2816,Normal
38,909.6,2.1,97,2994,Normal
36,909.1,2.1,96,2401,Normal
36,908.8,2.4,125,1776,Normal
44,908.9,0.9,120,928,Normal
51,909.1,0.4,107,618,Normal
69,909.2,0.1,34,76,Frio
73,909.6,0.5,168,-4,Frio
76,910,0.2,172,-4,Frio
73,910.3,1.3,62,-4,Frio
82,910.3,0.7,48,-4,Frio
82,910.1,0.6,97,-4,Frio
81,909.9,0.4,48,-4,Frio
90,910,0,139,-4,Frio
92,909.9,0.1,109,-4,Frio
86,909.8,1,131,-4,Frio
85,909.9,0.1,211,-4,Frio
89,910,0.1,113,-4,Frio
89,910.2,0.1,212,-4,Frio
92,910.5,0,153,38,Frio
85,911,0.1,165,385,Frio
80,911.2,0,159,816,Frio
63,911.3,1.8,68,1369,Normal
48,910.8,3,44,2565,Normal
43,910,3,50,3122,Normal
43,909,3.1,40,3148,Quente
40,908.2,2.2,52,2871,Quente
42,907.6,2.5,34,2356,Quente
42,907.4,2.5,30,1639,Quente
45,907.6,0.8,73,824,Normal
66,908,0.5,174,116,Normal
69,908.4,0.4,184,-4,Normal
73,909.1,0,190,-4,Frio
85,909.5,0.4,17,-4,Frio
87,909.4,0,138,-4,Frio
92,909.4,0.5,234,-4,Frio
90,909.4,0,2,-4,Frio
88,908.9,0,77,-4,Frio
91,908.6,0.1,133,-3,Frio
95,908.1,0,148,-3,Frio
96,907.9,0.1,117,-4,Frio
98,908.4,0.2,32,-4,Frio
95,908.4,0,65,-4,Frio
98,908.6,0,34,67,Frio
91,909.4,0,104,695,Frio
66,910.1,1,85,1487,Normal
57,910.3,2.5,29,2242,Normal
45,909.8,2.2,26,2723,Normal
44,908.9,2.3,26,2899,Normal
44,907.7,2.6,342,2705,Quente
35,907,2.3,313,2572,Quente
35,906.7,2.6,328,2337,Quente
37,906.9,2.2,296,1628,Quente
43,907.3,2.4,310,849,Normal
60,907.4,0.5,254,118,Normal
67,907.9,0,317,-4,Normal
74,908.2,0,134,-4,Frio
83,908.4,0,162,-4,Frio
78,908.4,0,204,-4,Frio
83,908.6,0.3,187,-4,Frio
95,908.7,0,20,-3,Frio
91,908.6,0.3,196,-2,Frio
89,908.2,0.4,247,-4,Frio
94,908,0,36,-4,Frio
90,908,0.2,205,-4,Frio
97,908.2,0,1,-4,Frio
96,908.1,0.1,142,-4,Frio
98,908.9,0.2,67,31,Frio
83,909.4,0,351,695,Frio
61,909.9,1.1,96,1563,Normal
52,910.1,1.2,85,2235,Quente
37,909.4,4,17,2797,Quente
42,908.8,2.2,59,3082,Quente
42,908.1,2.7,41,2605,Quente
42,907.5,1.2,78,2418,Quente
38,907.1,2.6,30,1353,Quente
45,907,1.9,67,1660,Quente
47,907.3,1.8,53,703,Quente
61,907.7,0.9,56,78,Normal
66,908.2,0.2,152,-4,Normal
77,908.8,0.1,164,-4,Frio
74,909.1,0.1,156,-2,Normal
81,909.1,0.3,2,-3,Frio
81,909.1,0.4,154,-4,Frio
82,909.1,0,331,-4,Frio
85,909,0,174,-4,Frio
89,908.6,0,145,-3,Frio
90,908.5,0.1,149,-3,Frio
88,908.5,0.1,209,-4,Frio
90,908.7,0.1,150,-4,Frio
88,909.1,0,68,-4,Frio
90,909.9,0.1,163,31,Frio
73,910.4,0.1,116,669,Normal
63,911,0.5,125,1497,Normal
54,911,4.1,26,2189,Normal
51,910.6,3.3,30,2719,Quente
46,909.9,2.2,43,3055,Quente
45,909.3,2,23,2433,Quente
41,908.6,1.4,11,2681,Quente
44,908.5,2.1,33,1755,Quente
48,908.5,0.9,104,1325,Quente
47,908.6,0.9,129,848,Quente
62,908.8,0,19,102,Normal
65,908.8,0.3,189,-3,Normal
75,909.3,0.1,161,-4,Normal
77,909.4,0,55,-3,Normal
83,909.5,0,250,-3,Normal
85,909.6,0,131,-3,Frio
88,909.3,0,141,-3,Frio
85,908.9,0.4,176,-3,Normal
87,908.6,0.3,194,-3,Normal
88,908.4,0.4,186,-3,Normal
93,908,0,282,-3,Frio
95,908.4,0,298,-3,Frio
96,908.9,0,323,-1,Frio
95,909.4,0,103,44,Frio
79,909.7,0.8,49,678,Normal
67,909.8,2.6,49,1515,Normal
67,909.8,2.1,17,1233,Normal
58,909.2,1.9,10,2620,Quente
53,908.1,2.8,334,2377,Quente
51,907.1,2,94,3105,Quente
53,906.2,1.3,52,2642,Quente
65,905.8,0.7,56,453,Normal
63,905.8,1.9,8,1028,Quente
71,905.6,0,276,257,Normal
80,906,0.4,332,34,Normal
85,906.4,0.1,4,-4,Frio
92,906.8,0.1,159,-4,Frio
97,907.1,0,108,-3,Frio
88,907.1,0.1,149,-2,Frio
92,907,0,114,-4,Frio
95,906.7,0,328,-2,Frio
95,905.8,0,178,-2,Frio
96,905.7,0.6,355,-3,Frio
95,905.5,0,349,-3,Frio
98,905.1,0.2,178,-4,Frio
99,905.2,0.1,358,-4,Frio
98,905.7,0,301,-4,Frio
99,906.1,0,275,32,Frio
89,906.5,0.1,49,659,Normal
68,906.8,0.4,129,1443,Normal
54,906.7,1.1,171,2121,Normal
47,906.1,2.2,242,2541,Quente
41,905.2,2.2,232,2949,Quente
41,904.4,2.1,231,2770,Quente
39,903.9,3.3,258,2740,Quente
37,903.5,3.1,239,1777,Quente
41,903.4,2.9,250,1544,Quente
48,903.8,1.3,225,725,Normal
58,904.2,1.1,209,95,Normal
65,904.4,1.4,206,-4,Normal
70,904.9,0.6,186,-4,Normal
79,905.3,0,107,-4,Frio
77,905.4,0,197,-4,Frio
87,905.4,0,204,-4,Frio
86,905,0,184,-4,Frio
96,904.7,0,263,-4,Frio
96,904.4,0,302,-3,Frio
98,904.1,0,162,-3,Frio
95,904.3,0,177,-3,Frio
97,904.6,0,339,-4,Frio
97,905.4,0,211,-4,Frio
99,906.2,0.2,44,29,Frio
88,906.9,0,68,659,Frio
69,907.3,1,187,1470,Normal
54,907.4,1.4,207,2172,Normal
40,906.8,2.9,258,2690,Quente
39,906.2,4,228,2970,Quente
37,905.4,3.4,249,2974,Quente
38,904.9,3.5,244,2713,Quente
41,904.5,3,247,1979,Quente
35,904.7,2.6,237,1382,Quente
39,904.8,1.8,234,774,Normal
51,905.2,2,205,96,Normal
57,905.7,1,196,-4,Normal
62,906.3,0.8,182,-4,Normal
71,907,0.8,142,-4,Frio
73,907.6,0.9,194,-4,Frio
83,907.7,0.1,132,-3,Frio
85,907.8,0.1,59,-4,Frio
88,907.1,0.5,145,-4,Frio
91,906.9,0.2,141,-4,Frio
91,906.8,0.2,114,-4,Frio
93,907.1,0.2,144,-4,Frio
92,907.3,1.4,126,-4,Frio
94,907.8,1.4,129,-4,Frio
94,908.8,2.4,134,31,Frio
81,909.3,2.9,128,648,Frio
67,909.6,2.8,103,1485,Normal
61,909.9,3.3,89,2182,Normal
57,910.1,2.6,85,2664,Normal
56,909.6,2.1,101,2913,Normal
52,908.6,2,89,2844,Normal
57,908,1.2,110,1604,Normal
55,907.6,1.5,85,1522,Normal
57,907.6,1.6,92,1586,Normal
63,907.9,1.4,82,500,Normal
74,908.1,0.1,89,81,Normal
82,908.6,0.1,128,-4,Frio
89,909,0.2,132,-4,Frio
91,909.4,0.2,134,-4,Frio
93,909.3,0.3,140,-4,Frio
91,909.3,0.3,125,-4,Frio
89,909.2,0.6,114,-4,Frio
87,908.9,0.9,114,-4,Frio
87,908.5,1.1,116,-4,Frio
88,908.2,1.2,123,-4,Frio
90,908,0.8,127,-4,Frio
92,908.1,0.9,117,-4,Frio
92,908.8,0.3,127,-4,Frio
90,909.3,1.1,121,31,Frio
81,909.9,1.7,121,645,Frio
72,910.4,1.9,93,1471,Normal
64,910.5,2.2,98,2171,Normal
64,910.1,2.4,107,2669,Normal
51,908.6,1.2,135,2654,Normal
50,907.8,0.8,112,1235,Normal
44,907.2,1,74,2350,Normal
51,907.1,0.2,61,807,Normal
55,907.4,0,26,341,Normal
74,907.5,0.1,16,86,Frio
78,907.7,0.1,179,-4,Frio
85,908.4,0,148,-4,Frio
91,908.9,0.3,144,-4,Frio
85,908.9,0.5,74,-4,Frio
86,908.8,0.1,133,-4,Frio
83,908.8,0.5,148,-4,Frio
83,908.7,0.2,162,-4,Frio
89,908.6,0.1,163,-4,Frio
92,908.5,0,166,-4,Frio
92,908.4,0.2,148,-4,Frio
94,908.6,0,175,-4,Frio
91,908.9,0.1,150,-4,Frio
89,909.3,0,164,38,Frio
80,909.6,0.4,152,652,Frio
64,909.9,1,79,1447,Normal
52,910,1.7,77,2177,Normal
48,909.5,1.8,146,2691,Normal
49,908.6,2.6,104,2781,Normal
46,907.7,1.6,97,2948,Normal
45,907.1,1.7,105,2713,Normal
44,906.2,1.4,68,2106,Normal
45,906.1,1,101,1308,Normal
52,906.5,0.5,59,587,Normal
65,907,1.5,359,82,Frio
73,907.6,0.5,128,-4,Frio
83,908.1,0,328,-4,Frio
83,908.6,0.2,164,-4,Frio
82,908.8,0.4,168,-4,Frio
84,908.9,0.5,155,-4,Frio
80,908.5,0,226,-4,Frio
87,908.1,0,143,-4,Frio
84,907.9,0.1,198,-4,Frio
90,907.7,0,150,-4,Frio
88,907.7,0.2,178,-4,Frio
90,907.8,0,48,-4,Frio
95,908.5,0,276,-4,Frio
96,909,0.4,13,35,Frio
80,909.7,0.2,219,645,Frio
63,909.9,0.8,89,1494,Normal
45,909.9,2,61,2192,Normal
41,909.1,1.5,125,2690,Normal
36,908.3,1.6,91,2842,Normal
38,907.4,2.7,70,2548,Normal
32,906.8,1.6,25,2748,Quente
33,906.2,2.5,43,2118,Normal
34,906.1,0.8,65,1272,Quente
42,906.5,0.4,45,587,Normal
61,907.3,0,41,54,Frio
63,907.5,0.1,11,-4,Frio
66,908,0.3,180,-4,Frio
75,908.5,0,182,-4,Frio
72,908.6,0,189,-4,Frio
80,908.4,0.1,135,-4,Frio
75,908.3,0.2,172,-4,Frio
79,907.8,0.1,156,-4,Frio
82,907.6,0,175,-4,Frio
80,907.4,0,173,-4,Frio
83,907.6,0,216,-4,Frio
83,908,0,79,-4,Frio
94,908.3,0,211,-4,Frio
94,908.9,0,187,26,Frio
73,909.5,0.1,183,629,Frio
56,909.9,0.6,111,1442,Normal
47,909.9,1.3,60,2139,Normal
39,909.3,1.9,54,2633,Normal
36,908.6,2.7,354,2863,Quente
38,907.6,1.6,77,2786,Quente
34,906.6,1.8,355,2598,Quente
32,906,1.3,100,2024,Quente
36,905.7,1.2,128,1430,Quente
46,905.8,0.7,122,606,Normal
56,906.4,0,173,84,Normal
61,906.9,0.4,170,-4,Normal
67,907.3,0.2,159,-4,Frio
74,907.1,0,76,-4,Frio
79,907.3,0.1,211,-4,Frio
86,907.5,0,326,-4,Frio
87,907.3,0,210,-3,Frio
82,906.7,0.1,164,-3,Frio
89,906.3,0,288,-4,Frio
89,906.3,0,173,-4,Frio
88,906.3,0,122,-4,Frio
92,906.3,0,203,-4,Frio
94,906.6,0,122,-4,Frio
95,906.9,0,87,54,Frio
75,907.7,0.9,149,780,Frio
58,908,1.5,135,1506,Normal
52,908,1.4,102,2112,Normal
50,907.6,1.7,75,2355,Normal
39,906.9,2.1,332,2758,Quente
40,905.8,2.5,342,2751,Quente
37,905.1,1.3,178,2441,Quente
36,904.7,1.5,352,1662,Quente
36,904.6,1.3,177,1425,Quente
46,904.8,1.3,217,669,Normal
53,905.2,1,206,75,Normal
65,905.6,0.1,29,-4,Normal
69,905.9,0.1,154,-4,Frio
78,906.1,0.2,168,-4,Frio
87,906.1,0,179,-4,Frio
80,906.1,0.5,194,-4,Frio
81,906,0.4,177,-4,Frio
84,906,0.2,352,-4,Frio
92,905.8,0,130,-4,Frio
92,905.9,0.6,157,-3,Frio
88,905.9,0.1,175,-3,Frio
93,905.9,0,4,-3,Frio
89,906.5,0.1,150,-4,Frio
89,907.3,0,118,25,Frio
74,907.8,0,147,543,Frio
60,908.1,1.5,122,1359,Normal
48,908.3,2.1,91,2078,Normal
43,907.9,2.5,79,2505,Quente
43,907.4,2.3,70,2820,Quente
38,906.7,1.6,126,2568,Quente
40,905.8,1.4,77,2468,Quente
37,905.7,1.7,60,1570,Quente
43,905.6,0.7,112,887,Quente
53,905.6,0,75,460,Normal
63,905.8,0.5,54,61,Normal
68,906,0.1,169,-4,Normal
72,906.4,0.5,132,-4,Normal
74,906.6,0.5,157,-3,Frio
74,906.7,0.4,132,-3,Normal
79,906.7,0,78,-3,Frio
72,906.5,0.6,100,-3,Normal
75,906.8,0.6,130,-3,Frio
72,906.5,0.4,118,-3,Frio
72,906.4,0.8,141,-3,Frio
77,906.2,0.5,137,-3,Frio
81,906.3,0.3,182,-3,Frio
82,907.1,0,171,-3,Frio
84,907.7,0.2,164,12,Frio
81,907.9,0.2,139,211,Normal
68,908.7,0.6,182,781,Normal
60,908.4,1.9,77,1532,Normal
60,908.4,2.9,20,1400,Normal
59,907.9,2.3,28,1186,Normal
59,907,2.8,49,1735,Normal
55,906.3,2.6,34,1553,Normal
55,905.8,2.2,60,1203,Normal
60,906.1,1.2,43,729,Normal
64,906.4,0.6,317,172,Normal
74,906.6,0.8,268,10,Normal
80,907.1,0.7,136,-2,Normal
88,907.6,1.1,128,-4,Normal
93,907.9,0.5,115,-4,Frio
96,907.8,0.6,147,-4,Frio
97,907.7,0.3,148,-3,Frio
