@relation inmet_araxa-weka.filters.unsupervised.attribute.Remove-R1

@attribute umid_inst numeric
@attribute pressao numeric
@attribute vento_direcao numeric
@attribute vento_vel numeric
@attribute radiacao numeric
@attribute classe {Frio,Normal,Quente}

@data
71,904.1,2,105,-3.54,Frio
71,904.1,2,123,-3.54,Frio
74,903.9,1.5,110,-3.54,Frio
70,904,3.5,92,-3.54,Frio
75,904.3,4,101,-3.54,Frio
74,904.7,3.7,102,38.44,Frio
69,905,3.6,94,455,Frio
61,905.7,3.5,89,1279,Frio
54,905.9,3,74,2031,Normal
50,905.4,3.8,93,2533,Normal
47,904.3,2.7,97,2798,Normal
44,903.4,2.4,44,2844,Normal
43,902.5,2,116,2623,Normal
40,901.9,2.2,47,2204,Normal
41,901.8,1.3,119,1389,Normal
41,901.9,1.4,59,610.6,Normal
48,902.3,1.8,82,97.88,Normal
57,903.2,2.2,105,-3.54,Normal
57,903.7,3.8,116,-3.54,Normal
60,904,3.5,108,-3.54,Frio
59,904,4.5,114,-3.54,Frio
61,904.3,3.5,114,-3.54,Frio
70,904.2,0.1,233,-3.54,Frio
64,903.5,1.2,97,-3.54,Frio
60,903.3,2.1,109,-3.54,Frio
74,903.3,0.1,53,-3.54,Frio
77,903.2,1.1,224,-3.54,Frio
66,903.2,2.3,113,-3.54,Frio
66,903.7,2.9,120,-3.54,Frio
78,904.5,2,357,34.35,Frio
66,904.8,0.4,42,567.8,Frio
54,905.4,1.6,63,1343,Normal
48,905.5,2.4,84,2038,Normal
38,905,2.5,52,2537,Normal
37,904.1,2.4,53,2810,Normal
32,903.2,2.8,65,2292,Normal
30,902.3,2.1,86,2639,Normal
31,901.8,1.8,85,2183,Quente
28,901.8,2.3,55,1595,Quente
31,902.2,0.9,46,502.1,Normal
43,902.5,0.4,244,55.83,Normal
40,903,0.1,158,-3.54,Normal
52,903.6,3.3,99,-3.54,Normal
53,903.9,3.5,102,-3.54,Normal
52,904.2,3.2,101,-3.54,Normal
55,904.2,2.9,104,-3.54,Frio
55,903.9,2.6,103,-3.54,Frio
55,903.4,3.5,113,-3.54,Frio
56,903.2,3,115,-3.54,Frio
57,903,2.8,122,-3.54,Frio
51,903.1,2.5,120,-3.54,Frio
57,903.2,1.7,96,-3.54,Frio
61,903.7,1.9,113,-3.54,Frio
62,904.4,1.8,101,23.33,Frio
55,905,3.1,114,501.1,Frio
48,905.5,2.4,77,1324,Normal
47,905.6,2.9,69,2015,Normal
41,905.1,2,15,2504,Normal
36,904.5,2.1,14,2770,Normal
33,903.5,1.7,342,2811,Quente
32,902.5,2.6,335,2621,Quente
30,901.7,1.6,343,2156,Quente
32,901.4,0.7,23,1544,Quente
32,901.5,1.5,49,780.4,Quente
42,902.1,1.5,206,112.6,Normal
41,902.4,1,178,-3.54,Normal
52,902.9,0.3,38,-3.54,Normal
56,902.9,2.5,103,-3.54,Normal
62,902.9,3.6,118,-3.54,Normal
61,903,3.1,120,-3.54,Normal
60,902.7,2.6,110,-3.54,Normal
59,902.3,2.8,122,-3.54,Normal
61,901.8,1,88,-3.54,Frio
73,901.9,0,296,-3.54,Frio
78,901.7,0.4,2,-3.54,Frio
75,901.7,0.2,46,-3.54,Frio
75,902.1,0.2,38,-3.54,Frio
71,902.5,1.2,117,31.5,Frio
58,903.2,1.8,86,446.4,Normal
52,903.8,2.2,90,1168,Normal
48,903.7,2.3,71,1624,Normal
44,903.3,2.4,63,2382,Normal
41,902.6,1.8,2,2708,Normal
38,901.8,2.1,297,2731,Quente
38,901.1,2.6,277,2465,Quente
36,900.7,2,262,1712,Quente
41,900.4,1.2,259,903.2,Normal
41,900.7,0.4,292,798.9,Normal
47,900.9,0.3,326,81.42,Normal
47,901,0,311,-3.54,Normal
49,901.4,1,187,-3.54,Normal
49,901.7,2.1,159,-3.54,Normal
52,901.6,0.7,138,-3.54,Normal
59,901.6,3.2,116,-3.54,Normal
58,901.5,4.1,112,-3.54,Normal
59,901.4,4,114,-3.54,Normal
58,901.3,3.1,115,-3.54,Normal
60,901.4,1.6,98,-3.54,Normal
60,901.5,2.5,124,-3.54,Normal
65,901.5,1.7,93,-3.54,Frio
66,902.1,2.4,104,-3.54,Frio
65,902.6,2.4,100,13.24,Frio
55,903.3,2.9,112,557.5,Normal
47,903.9,3.7,94,1509,Normal
43,904,4.1,83,2079,Normal
43,903.7,3.9,94,2406,Normal
41,902.9,4.2,61,2536,Normal
37,902.5,3.1,54,2716,Quente
35,901.7,2.1,60,1941,Quente
36,901.5,1.4,51,1616,Quente
38,901.2,2.5,103,723.1,Quente
41,901.5,2.1,91,384,Normal
48,901.6,2.4,96,55.63,Normal
51,901.8,3.9,112,-3.54,Normal
60,902.1,3.5,102,-3.54,Normal
62,902.2,3.2,107,-3.54,Normal
63,902.3,3.4,99,-3.54,Normal
61,902.3,3.1,101,-3.54,Normal
62,902.5,2.9,98,-3.5,Normal
62,902.5,3,104,-3.53,Normal
67,902.3,3.4,98,-3.53,Normal
67,902.1,3.9,109,-3.53,Normal
67,901.8,3.7,100,-3.54,Normal
66,902,3.5,102,-3.52,Normal
67,902.6,3.3,93,-3.53,Normal
68,903.2,2.9,101,1.668,Normal
67,903.7,3.3,94,114.8,Normal
64,904.1,4.2,94,309.9,Normal
60,904.1,5.1,89,808.4,Normal
58,904.1,3.5,83,953.3,Normal
56,903.7,2.7,91,1574,Normal
53,902.9,2.8,67,1704,Normal
50,901.9,3.4,7,1755,Normal
54,901.4,2.8,1,691.6,Normal
57,901.7,2,339,356.6,Normal
89,902.5,3.6,157,66.39,Frio
88,902.5,2.1,126,17.08,Frio
85,902.9,3.8,119,-0.62,Frio
89,903.1,4.6,115,-2.63,Frio
89,903.4,4.1,110,-3.52,Frio
86,903.4,3.3,107,-3.33,Frio
86,903.5,3.7,117,-3.48,Frio
84,903.1,3.5,114,-3.43,Frio
83,902.9,2.4,121,-3.54,Frio
87,902.8,0.5,162,-3.54,Frio
82,902.6,2,123,-3.54,Frio
88,902.5,0.6,357,-3.54,Frio
91,902.7,0.9,9,-3.54,Frio
90,903,0.9,176,-3.54,Frio
82,903.4,2.6,118,20.1,Frio
72,904.1,1.6,78,417.5,Normal
68,904.5,2.7,71,1261,Normal
66,904.8,2.4,84,1936,Normal
59,904.5,1.6,51,2448,Normal
55,904,0.7,6,2798,Normal
50,903.2,1.7,142,3054,Quente
41,902.5,1.6,232,2784,Quente
43,902.1,1.8,262,2171,Quente
45,902,1.7,240,1521,Quente
48,902.2,1.2,266,623.5,Normal
52,902.4,1.3,185,95.62,Normal
56,902.9,1.6,173,-3.54,Normal
57,903.2,2.7,166,-3.54,Normal
57,903.4,3.2,129,-3.54,Normal
63,903.4,2.8,121,-3.54,Normal
64,903.4,2.6,115,-3.54,Normal
66,903.1,2.3,128,-3.54,Normal
64,903,2.4,111,-3.54,Normal
67,902.7,1.6,108,-3.54,Frio
71,902.5,1.7,118,-3.54,Frio
72,902.5,1.7,94,-3.54,Frio
66,902.4,4.2,113,-3.54,Frio
70,902.9,2.8,101,-3.54,Frio
71,903.3,3.4,104,25.66,Frio
70,904.1,3.6,97,450.4,Normal
68,904.8,4.2,86,1117,Normal
63,905.1,3.2,82,1949,Normal
54,904.8,2.9,79,2530,Normal
42,904.3,2.5,76,2611,Normal
43,903.5,1.2,166,2419,Normal
41,902.7,1.8,59,2261,Normal
41,902.4,1.7,265,1125,Normal
43,902.4,1.5,235,937.3,Normal
45,902.2,0.8,163,398.1,Normal
45,902,1.8,156,63.77,Normal
50,902.2,1.3,129,-3.54,Normal
53,902.3,2,118,-3.54,Normal
64,902.8,4.4,108,-3.54,Normal
65,903,3.9,105,-3.54,Normal
68,902.8,3.1,105,-3.54,Normal
66,902.7,3.3,107,-3.54,Normal
66,902.6,3,111,-3.54,Frio
69,902.7,0.2,73,-3.54,Frio
71,902.6,1.3,107,-3.54,Frio
67,902.3,1.8,104,-3.54,Frio
66,902.5,2.6,109,-3.54,Frio
66,902.5,2.7,102,-3.54,Frio
68,903.2,2.3,96,20.08,Frio
62,903.5,3.2,93,442.5,Normal
56,903.8,3.5,78,1241,Normal
50,903.8,2.9,57,1923,Normal
46,903.3,3.4,4,2495,Normal
43,902.1,3.6,357,2709,Normal
36,901.1,3.2,343,2544,Quente
38,900.3,3.1,36,2407,Quente
41,899.9,2.4,354,1507,Normal
42,899.5,3.3,7,1385,Normal
43,899.9,3.2,24,757.5,Normal
46,900.3,1.7,44,161.1,Normal
49,900.6,1.5,51,-3.54,Normal
54,901.1,1.1,80,-3.54,Normal
56,901.6,1.9,79,-3.54,Normal
58,901.9,2.2,81,-3.54,Normal
63,902.1,3,97,-3.54,Normal
62,902.1,3.5,99,-3.54,Normal
62,902.1,2.8,92,-3.54,Frio
62,902,1.8,88,-3.54,Frio
64,902.1,1.2,115,-3.54,Frio
64,901.9,1.9,101,-3.54,Frio
64,901.9,2,101,-3.54,Frio
62,902.2,1.9,105,-3.54,Frio
65,902.9,1.6,122,13.75,Frio
57,903.5,1.1,88,384,Normal
49,904,1.7,45,1186,Normal
48,904.5,1.7,354,1859,Normal
45,903.8,2.3,3,2336,Normal
45,903,4.3,315,2626,Quente
43,901.9,3.2,323,2664,Quente
42,901.2,3.5,301,2476,Quente
41,900.7,3.4,289,2054,Quente
41,900.5,2.4,321,1472,Quente
45,900.4,1.6,320,507,Quente
52,900.7,1.4,341,99.65,Normal
58,901,0.2,355,-3.54,Normal
61,901.5,0,359,-3.54,Normal
60,902,1,204,-3.54,Normal
65,902.5,0.2,95,-3.54,Normal
66,902.7,0.4,57,-3.54,Normal
69,902.8,1.2,199,-3.54,Normal
70,902.8,1.4,218,-3.54,Normal
67,902.7,0.1,216,-3.54,Normal
72,902.8,0,216,-3.52,Normal
71,902.8,2.1,207,-0.92,Normal
74,902.6,1.7,187,-3.54,Normal
77,902.8,2.4,200,-3.54,Normal
80,903.3,0.1,24,27.21,Frio
72,903.7,0.9,55,500.3,Normal
68,904.3,1.5,68,881.3,Normal
60,904.6,1.3,45,1815,Normal
57,904.8,1.2,315,2337,Normal
56,904.4,2.7,281,2585,Quente
59,903.5,2.1,239,1449,Normal
79,903.2,1.9,130,342.1,Normal
65,902.5,1.8,208,1257,Normal
66,902.3,2,226,641.4,Normal
70,902.5,1.7,233,317.5,Normal
74,902.6,1.2,201,74.25,Normal
76,902.8,0.3,175,-3.54,Normal
79,903.1,1,201,-3.54,Normal
82,903.1,1.4,167,-3.54,Normal
86,903.6,0.9,216,-3.48,Normal
85,903.6,2.1,212,-3.54,Normal
87,903.7,0.6,242,-3.54,Normal
86,903.7,1.4,188,-3.54,Normal
85,903.6,0.5,173,-3.54,Normal
85,903.5,0.7,197,-3.53,Normal
88,903.3,0,132,-3.54,Frio
87,903.3,1.6,218,-3.54,Frio
88,903.7,1.2,218,-3.53,Frio
89,904.2,0.4,240,10.73,Frio
86,904.5,0.8,202,336.8,Normal
78,905.1,1.8,171,961.6,Normal
74,905.1,0.5,216,1256,Normal
62,904.3,1,280,1804,Normal
56,903.4,2.2,221,2587,Quente
51,902.4,1.1,292,2633,Quente
48,901.6,1.9,197,2188,Quente
57,901.2,3,205,1385,Quente
54,901.3,2.7,228,1484,Quente
57,901.4,3,222,599,Normal
67,901.7,1.5,221,100.4,Normal
75,902.1,2.9,202,-3.54,Normal
78,902.6,3.2,200,-3.54,Normal
77,902.8,3.4,197,-3.52,Normal
79,902.9,1.8,174,-3.54,Normal
80,903,0.1,135,-3.54,Normal
82,903,1.4,163,-3.54,Normal
85,902.9,1.6,164,-3.54,Normal
85,902.4,0.2,112,-3.54,Normal
86,902.1,0.2,104,-3.54,Normal
87,901.8,0,149,-3.54,Frio
91,902,0,28,-3.52,Frio
89,902.3,0,149,-3.53,Frio
87,902.8,1.7,119,22.17,Frio
83,903.2,2.8,102,417,Normal
75,903.7,3.4,106,1157,Normal
66,903.5,3.5,94,1793,Normal
60,903.3,3.2,87,2336,Quente
53,902.6,2.2,43,2593,Quente
54,901.9,1.1,17,1803,Quente
47,901.3,2,34,1462,Quente
50,900.7,2.9,18,1810,Quente
50,900.7,2.7,5,1355,Quente
68,901.4,0.6,277,235.3,Normal
69,902.1,0.2,64,50.75,Normal
72,902.4,1.8,96,-3.54,Normal
79,902.7,2.7,106,-3.49,Normal
78,903,1.5,119,-3.54,Normal
80,903.7,0.3,179,-3.54,Normal
80,903.6,1.6,105,-3.53,Normal
83,903.2,0.1,173,-3.44,Normal
80,903.1,0.5,144,-3.54,Normal
92,902.8,0.9,158,-2.3,Normal
89,902,1.8,127,-3.16,Normal
88,901.9,0.3,126,-2.45,Normal
92,902.2,1.4,215,-2.18,Normal
92,903.1,1,333,-2.85,Normal
93,903.7,1.1,22,2.823,Normal
92,904,0.8,115,179.1,Normal
86,904.7,1,344,309.8,Normal
87,905.1,0.4,316,382.8,Normal
83,904.7,0.6,343,661.7,Normal
83,904,1.3,1,840.3,Normal
77,903.2,0.9,13,1305,Normal
72,902.2,2.5,320,1942,Normal
71,901.7,2.7,332,1784,Normal
70,901.5,4,294,1032,Normal
72,901.8,2.9,244,701.8,Normal
81,902.4,3.5,222,104.2,Normal
86,902.6,1.9,204,-3.54,Normal
88,903.3,2.8,217,-3.54,Normal
88,903.9,3.6,221,-3.54,Normal
90,904.5,3.6,227,-3.54,Frio
89,904.7,2,201,-3.53,Frio
91,904.4,1.3,247,-3.54,Frio
93,904.2,0.7,216,-3.54,Frio
92,903.5,2.1,227,-3.54,Frio
93,903.4,2.2,244,-3.54,Frio
93,903.1,1.8,266,-3.54,Frio
94,903,1.6,237,-3.54,Frio
94,903.3,1.1,277,-3.54,Frio
94,904,0.9,250,6.2,Frio
95,904.8,1.8,260,194.8,Frio
90,905.1,1.6,253,856.4,Frio
77,905.3,1.9,292,1892,Frio
63,904.9,2.3,272,2455,Normal
50,904.4,2.8,274,2768,Normal
47,903.4,3,235,2790,Normal
43,902.6,3,251,2580,Normal
43,902.3,3.5,247,2152,Normal
49,902.1,3,233,1530,Normal
55,902.4,2.7,225,717.1,Normal
65,902.6,2.2,202,86.1,Frio
70,902.9,3,194,-3.54,Frio
75,903.3,2.1,188,-3.54,Frio
78,903.7,2.3,197,-3.54,Frio
79,904.3,2.4,199,-3.54,Frio
81,904.4,2.2,196,-3.54,Frio
85,904.1,1.4,210,-3.54,Frio
86,903.7,1,222,-3.54,Frio
83,903.3,2.4,198,-3.54,Frio
82,902.7,0.2,159,-3.54,Frio
86,902.4,0.1,51,-3.54,Frio
89,902.3,0.8,5,-3.54,Frio
92,902.7,0.1,5,-3.54,Frio
91,903.1,1.7,189,20.47,Frio
83,903.6,0,241,386.8,Frio
72,904.6,0,76,1232,Frio
61,904.7,2.6,67,1957,Frio
50,904.4,1.6,48,2354,Normal
44,903.6,1.7,63,2560,Normal
39,902.6,1.1,17,2578,Normal
37,901.9,1.6,244,2559,Normal
37,901.4,1.4,275,2140,Normal
39,901.2,1.8,278,1503,Normal
42,901.4,1.8,302,735.6,Normal
62,901.7,2.7,203,100.8,Normal
70,902.1,2.2,188,-3.54,Frio
71,902.6,3.3,195,-3.54,Frio
70,902.8,2.8,194,-3.54,Frio
75,903,1.7,193,-3.54,Frio
76,902.9,1.9,200,-3.54,Frio
71,902.6,1.3,179,-3.54,Frio
70,902.3,0.9,169,-3.54,Frio
82,901.9,0.1,38,-3.54,Frio
73,901.6,1.4,108,-3.54,Frio
69,901.4,3.1,106,-3.54,Frio
75,901.5,2.5,104,-3.54,Frio
81,902.2,1.8,93,-3.54,Frio
82,902.8,3.5,111,13.85,Frio
78,903.4,2.7,103,426.7,Frio
73,904,4.1,84,1230,Frio
67,904.3,4.4,84,1918,Normal
62,903.7,3.5,76,2423,Normal
51,903.4,2.6,69,2691,Normal
37,902.5,2.7,38,2724,Normal
37,901.7,1.7,30,2544,Normal
36,901.3,1.5,75,2120,Normal
40,901.2,1.2,67,1485,Normal
46,901.5,2.2,133,778.5,Normal
53,901.8,2.3,121,102.6,Normal
61,902.2,3.3,117,-3.54,Normal
65,902.7,4.7,111,-3.54,Frio
67,902.8,4,109,-3.54,Frio
66,902.9,4.5,117,-3.54,Frio
61,903,4.5,113,-3.54,Frio
68,903,6.3,114,-3.54,Frio
75,903.1,6.7,112,-3.54,Frio
77,903.1,4.8,108,-3.54,Frio
81,903,5.8,112,-3.54,Frio
82,902.8,5.7,114,-3.54,Frio
84,903.4,4.4,100,-3.54,Frio
84,903.8,5.5,100,-3.22,Frio
85,904.6,4.8,98,4.546,Frio
84,905.1,4,92,125.7,Frio
81,905.7,5.2,91,482.7,Frio
74,905.8,5,93,1509,Frio
72,905.8,5.3,86,1876,Normal
68,905,3,85,2125,Normal
64,904.3,3.9,98,2845,Normal
55,903.5,3.1,96,2399,Normal
57,903,2.9,108,1505,Normal
52,902.7,3,88,1512,Normal
59,902.8,3.5,118,427.5,Normal
67,903,3.8,112,53.89,Normal
71,903.3,5.3,113,-3.54,Normal
73,903.8,4.3,108,-3.54,Frio
75,903.9,4.3,109,-3.54,Frio
77,903.9,4.2,110,-3.54,Frio
77,904.3,4.3,112,-3.54,Frio
81,904.3,4.2,103,-3.54,Frio
83,904.4,4.2,93,-3.54,Frio
85,904.1,4,102,-3.54,Frio
86,903.6,4,101,-3.54,Frio
85,903.4,4.6,90,-3.54,Frio
86,903.4,4.7,102,-3.54,Frio
87,903.9,3.6,102,-3.54,Frio
87,904.5,3.6,97,12.73,Frio
84,904.8,4.6,89,274.1,Frio
82,905.3,4.9,86,537.9,Frio
74,905.6,3.6,98,1091,Frio
69,905.1,3.7,75,2048,Normal
64,904.2,4.5,39,2191,Normal
59,903.3,2.1,30,2325,Normal
50,902.4,2.7,42,2442,Normal
49,902,2.5,10,2036,Normal
47,901.6,1.8,20,1238,Normal
51,901.6,2.2,7,658.4,Normal
56,902,1.2,54,54.11,Normal
61,902.2,1.7,76,-3.54,Normal
64,902.4,1.7,96,-3.54,Normal
69,902.6,2.9,110,-3.54,Normal
74,902.7,2.9,110,-3.54,Frio
76,902.9,2.7,99,-3.54,Frio
78,902.3,2.6,92,-3.54,Frio
79,901.9,2.6,99,-3.54,Frio
78,901.8,2,101,-3.54,Frio
78,901.4,2.2,103,-3.54,Frio
79,901,1.9,103,-3.54,Frio
80,901,2.5,102,-3.54,Frio
80,901.3,2.6,105,-3.54,Frio
79,901.8,2.5,99,5.954,Frio
72,902.4,2,106,373,Frio
63,902.8,2.1,78,1126,Normal
63,903.1,3.1,9,1797,Normal
60,902.6,2.9,5,2288,Normal
58,901.7,3.6,319,2392,Normal
57,900.7,4.2,332,2075,Normal
53,900.1,2.9,313,1753,Normal
51,899.6,2.9,290,1279,Normal
51,899.4,2,261,633.5,Normal
59,899.8,0.5,276,214.2,Normal
57,900,0,218,28.26,Normal
88,900.8,2.8,237,-3.54,Normal
87,901,2.5,193,-3.07,Frio
85,901.1,2.6,202,-2.82,Frio
84,901.2,2.3,208,-0.48,Frio
83,901.1,1.5,217,-1.81,Frio
84,900.9,1.4,201,-1.37,Frio
79,900.5,4.6,199,-1.5,Frio
83,899.7,3.7,186,-1.96,Frio
85,900.3,1.8,254,-1.58,Frio
88,899,2.1,189,-2.88,Frio
85,898.8,1.3,170,-1.29,Frio
91,899.3,0.7,3,-3.13,Frio
93,899.7,0.9,215,3.154,Frio
90,900.2,0,283,242.9,Frio
82,900.8,0.5,222,819.8,Frio
71,901.2,1,235,1808,Normal
59,900.8,3.2,266,1975,Normal
59,900.4,2.9,237,2653,Normal
58,899.6,3.7,255,2090,Normal
59,899,3.6,253,1727,Normal
58,898.7,4.2,237,1414,Normal
61,898.6,3.7,243,1198,Normal
65,898.7,3.9,223,732.2,Normal
73,899.1,2.4,207,95.53,Normal
78,899.5,2.3,202,-3.54,Frio
80,899.9,2.4,200,-3.54,Frio
82,900.3,3,200,-3.54,Frio
85,900.6,2.4,197,-3.54,Frio
88,900.8,1.2,226,-3.54,Frio
90,900.6,0,221,-3.54,Frio
90,900.8,0.1,83,-3.54,Frio
88,900.5,0.5,146,-3.54,Frio
90,900.1,1.3,110,-3.54,Frio
86,899.9,1.7,120,-3.54,Frio
88,900,1,111,-3.54,Frio
79,900.3,0.8,114,-3.54,Frio
79,900.9,0,246,6.605,Frio
74,901.5,0,360,360.7,Frio
58,902.1,1.4,72,1179,Frio
48,902.3,2.6,57,1892,Normal
48,901.8,2.1,36,2400,Normal
49,901.1,2.3,344,2685,Normal
45,900.5,3.3,293,2727,Normal
32,899.8,3.2,304,2545,Normal
36,899.3,2.6,309,2110,Normal
38,899.3,2.1,314,1503,Normal
37,899.5,2.5,261,743.3,Normal
39,899.7,0.7,281,91.96,Normal
49,900.2,2.5,184,-3.54,Normal
48,900.7,2,174,-3.54,Frio
48,900.9,2.1,179,-3.54,Frio
44,901,2.5,179,-3.54,Frio
45,901,2,184,-3.54,Frio
54,900.9,0,347,-3.54,Frio
52,900.8,1.7,89,-3.54,Frio
44,900.2,3.8,121,-3.54,Frio
49,900,2.9,108,-3.54,Frio
79,900.7,2.1,237,-3.54,Frio
63,900.7,1.6,175,-3.54,Frio
70,901.1,0.6,79,-3.54,Frio
76,901.9,0.1,41,5.919,Frio
62,902.5,1.7,106,400.1,Frio
55,903,3.4,96,1164,Normal
48,903.2,3.1,68,1846,Normal
41,903,2.4,59,2334,Normal
37,902.4,2.2,18,2597,Normal
40,901.6,2.7,327,2637,Normal
40,900.9,2.1,351,2439,Quente
43,900.5,0.8,323,1790,Normal
37,900.3,0.4,17,1004,Quente
41,900.4,1.6,317,728.4,Normal
47,900.6,0.3,360,82.03,Normal
53,900.9,0.9,112,-3.54,Normal
54,901.1,1.6,121,-3.54,Normal
52,901.2,1.6,114,-3.54,Normal
64,901.5,3.8,112,-3.54,Normal
67,901.4,3.5,113,-3.54,Normal
69,901.4,2.8,106,-3.54,Normal
70,901.7,2.5,101,-3.54,Frio
70,901.4,2.2,103,-3.54,Frio
71,901.2,2.6,89,-3.54,Frio
72,901.1,1.1,101,-3.54,Frio
70,901.2,2.5,101,-3.54,Frio
72,901.7,3,99,-3.54,Frio
73,901.8,3.9,97,3.571,Frio
68,902.4,2.9,91,384.4,Normal
65,903.3,2.7,79,1114,Normal
62,903.4,2.6,15,1771,Normal
59,903,3.6,21,2282,Normal
55,902.4,2.7,12,2565,Normal
49,901.4,2.9,4,2539,Quente
47,900.6,2.4,7,1793,Quente
46,900.3,2.2,50,1073,Quente
44,900.1,1.5,58,916.7,Quente
47,900.3,0.9,11,518.9,Quente
49,900.5,1.4,45,123.2,Normal
53,900.6,1.1,52,-3.54,Normal
56,901.1,0.3,65,-3.54,Normal
58,901.1,1.5,85,-3.54,Normal
59,901.2,1.4,105,-3.54,Normal
60,901.5,1.5,103,-3.54,Normal
63,901.3,1.1,93,-3.54,Normal
62,901.1,1.6,106,-3.54,Normal
63,900.4,1.8,111,-3.54,Normal
66,900.2,1.5,99,-3.54,Normal
67,900.1,1.8,113,-3.54,Frio
66,900.5,1.7,108,-3.54,Normal
71,900.9,0.1,106,-3.54,Frio
71,901.3,1.5,110,4.62,Frio
61,901.7,1.3,72,403,Normal
54,902.2,1.5,69,981.7,Normal
52,902.5,1.5,15,1669,Normal
52,902.4,2.3,353,2094,Normal
48,901.9,2.9,335,2452,Quente
44,901.1,2.7,328,2617,Quente
36,899.9,2.9,335,2258,Quente
35,899.5,2.9,328,2031,Quente
33,899.8,2,312,1396,Quente
