@relation inmet_araxa-weka.filters.unsupervised.attribute.Remove-R1

@attribute umid_inst numeric
@attribute pressao numeric
@attribute vento_direcao numeric
@attribute vento_vel numeric
@attribute radiacao numeric
@attribute classe {Frio,Normal,Quente}

@data
82,902.2,0.3,115,-3.54,Normal
80,902.3,0.9,62,-3.54,Normal
84,902.3,0,234,-3.54,Normal
87,902.1,1.1,176,-3.54,Normal
83,901.5,1,89,-3.54,Normal
89,901.3,0.5,247,-3.54,Normal
91,901,0.6,201,-3.53,Normal
89,900.7,0.3,110,-3.53,Normal
89,900.7,0.1,239,-3.54,Normal
86,901.1,2.3,121,-3.54,Normal
85,901.6,2.1,97,35.86,Normal
83,902.5,2.5,91,396.6,Normal
76,903.2,3.1,69,932.3,Normal
73,903.7,3.1,53,1499,Normal
67,903.2,2.9,27,1684,Normal
61,902.4,1.8,337,1416,Quente
57,901.2,3.2,349,2979,Quente
77,900.8,3.4,92,1157,Normal
86,900.6,3.4,184,463.2,Normal
94,900.5,1.5,226,81.61,Normal
93,900.4,1.3,160,134.4,Normal
90,901,1.7,217,68.3,Normal
93,901.1,2.1,213,-2.44,Normal
88,901.5,1.5,182,-3.24,Normal
85,902.1,0.2,149,-3.11,Normal
82,902.6,2.1,136,-2.04,Normal
82,902.8,1.4,178,-0.06,Normal
82,902.7,1.5,135,-1.35,Normal
86,902.3,3.7,108,-3.27,Normal
86,901.9,5.2,116,-2.65,Normal
84,901.7,4.3,100,-3.34,Normal
82,901.5,4.8,109,-3.54,Normal
84,901.5,5.3,109,-3.25,Normal
84,901.8,5.1,102,-2.94,Normal
85,902.6,4.9,95,29.42,Normal
84,903.1,4.1,100,258.1,Normal
81,903.2,4.8,95,656.5,Normal
75,903.4,4.7,87,1424,Normal
71,903,4.9,74,2297,Normal
66,902.1,4,79,2474,Normal
62,901.5,2.7,60,2727,Quente
62,900.4,2.4,83,1165,Quente
60,899.6,3.2,86,1898,Quente
64,898.9,3.1,80,736.6,Quente
79,900,4.1,72,90.24,Normal
82,900.1,3.5,107,58.85,Normal
82,900.4,3.5,110,-1.29,Normal
83,900.7,3.8,118,-3.05,Normal
90,901.7,3,228,-3.18,Normal
94,902.4,2.7,182,-1.34,Normal
94,903.3,2.3,124,-0.37,Normal
94,903,3.1,144,-1.15,Frio
93,902.3,2.5,169,-0.84,Normal
93,901.9,1,127,-1.7,Normal
92,901.4,1,85,-3.19,Normal
91,901,2.8,97,-2.29,Normal
90,900.8,2.2,106,-1.99,Frio
90,901.4,2.4,90,-3.32,Frio
90,902.2,0.9,36,16.53,Frio
89,902.9,1.4,46,199.2,Frio
87,903.2,2.9,95,413.8,Normal
84,903.6,2.6,92,892,Normal
78,903.5,2.2,59,1407,Normal
75,902.8,2.2,49,1670,Normal
69,902.1,2.1,15,1733,Normal
66,901.5,1.5,311,1756,Normal
65,900.7,1.7,265,1904,Normal
66,900.7,1.3,300,1282,Normal
70,900.8,1.5,298,735.5,Normal
76,901.4,0.3,274,135.1,Normal
80,901.3,1.3,146,-3.29,Normal
80,902.2,2.6,109,-3.5,Normal
79,902.4,0.9,112,-2.95,Normal
82,902.5,1.1,107,-3.35,Normal
87,902.6,2.6,122,-3.54,Normal
85,902.5,1.3,85,-3.08,Normal
86,901.9,3.3,108,-3.52,Normal
87,901.6,3.2,99,-3.54,Normal
89,901.6,3.4,102,-3.54,Normal
88,901.5,2.9,98,-3.52,Normal
87,901.6,3.2,110,-3.51,Normal
88,901.9,2.4,93,-3.54,Normal
87,902.4,3.1,89,36.44,Normal
85,903.1,2.8,94,312,Normal
81,903.5,4.4,82,870.6,Normal
76,903.8,2.1,65,1410,Normal
69,903.6,0.9,36,1550,Normal
61,902.7,0.5,334,2103,Quente
57,901.9,0.6,160,2769,Quente
54,900.9,1.8,270,2346,Quente
53,900.3,2,179,1612,Quente
54,900.1,2.1,199,2184,Quente
45,900.5,0.5,149,872.5,Quente
74,900.7,2.9,60,261.7,Normal
79,900.6,1.8,143,-2.92,Normal
73,901.7,1.1,158,-3.54,Normal
76,901.8,1.5,110,-3.54,Normal
79,901.9,0.7,122,-3.54,Normal
79,902.1,0.7,191,-3.54,Normal
83,902.3,0.5,89,-3.54,Normal
82,901.5,2.3,112,-3.49,Normal
82,901,2.4,120,-3.54,Normal
84,901.1,0.6,63,-3.54,Normal
85,900.8,2.2,104,-3.54,Normal
85,900.7,2.6,92,-3.54,Normal
86,901.3,1.8,108,-3.54,Normal
86,901.7,1.9,115,25.29,Normal
79,902,3.2,99,685.7,Normal
75,902.4,3.1,90,1387,Normal
67,902.7,1.7,45,2161,Normal
60,902.3,2.5,46,2201,Quente
63,901.7,1.8,356,1733,Quente
54,901,1,329,2997,Quente
50,900.1,2.5,335,3065,Quente
78,900,7.7,341,1117,Frio
61,899.6,0.2,24,1330,Quente
62,899.5,0.6,259,1018,Quente
68,899.8,0,313,188,Normal
78,900.5,2.9,119,-3.25,Normal
76,901.4,2.1,112,-3.54,Normal
75,902,0.4,113,-3.54,Normal
74,902.3,1.2,130,-3.54,Normal
75,902.4,0.4,141,-3.54,Normal
77,902.2,1.3,116,-3.54,Normal
76,901.7,1.3,137,-3.54,Normal
76,901.2,1.2,94,-3.54,Normal
80,900.7,2.5,98,-3.54,Normal
82,901,0.8,179,-3.54,Normal
88,901.4,0.3,252,-3.54,Frio
84,902.1,0.8,110,-3.54,Normal
81,902.7,0.1,99,41.53,Normal
77,903.6,1.9,96,554.6,Normal
68,904.2,2.9,81,1411,Normal
63,904.5,2.1,43,2172,Quente
57,904.1,2.2,25,2837,Quente
55,903.5,2.4,308,2589,Quente
48,902.6,2.9,307,3145,Quente
48,901.6,3.1,320,2865,Quente
44,900.8,2.3,302,2490,Quente
49,900.6,3.9,311,1743,Quente
53,900.9,1.7,309,679.7,Quente
61,901.1,0.4,328,125.3,Quente
86,901.7,4.2,198,-2.33,Normal
83,902.6,2.9,182,-3.24,Normal
82,902.8,1.8,198,-2.1,Normal
86,903.3,0,25,-2.37,Normal
86,903.7,4.7,103,-0.67,Normal
86,903.4,3.5,103,-1.14,Normal
84,902.7,2.6,113,-2.19,Normal
84,902.8,2,230,-3.17,Normal
86,902.4,0,113,-3.21,Normal
86,902.6,0,2,-3.4,Normal
87,902.6,0,159,-3.52,Normal
89,903.1,0.9,44,-3.54,Normal
88,903.4,0.4,85,34.11,Normal
84,903.5,0,98,259.7,Normal
77,904.5,2.6,194,1109,Normal
60,903.9,2.4,79,2090,Normal
56,903.6,1.8,85,2458,Quente
48,902.9,1.6,70,3052,Quente
45,902.5,1.2,242,3140,Quente
47,901.8,1.4,324,2891,Quente
54,901.2,1.5,248,1443,Quente
64,901.1,1.9,13,789.4,Normal
62,901.1,0.7,235,756.8,Quente
62,901.4,0.9,238,274.6,Normal
68,901.6,1.3,177,-3.54,Normal
71,901.8,1.6,192,-3.54,Normal
78,902,1.5,191,-3.54,Normal
78,902,0.1,115,-3.54,Normal
80,902.3,1.5,131,-3.54,Normal
78,902.3,1.8,164,-3.54,Normal
78,902,1.4,137,-3.54,Normal
88,901.9,0.9,234,-3.54,Normal
86,901.5,1,152,-3.54,Normal
85,901.4,0.7,130,-3.54,Normal
86,901.3,0,109,-3.54,Normal
83,902,0.4,81,-3.54,Normal
81,902.7,1.7,130,45.63,Normal
77,903.3,2.3,94,386.1,Normal
75,903.9,2.9,108,1013,Normal
63,904,3.7,115,2208,Quente
54,903.3,4.5,90,2707,Quente
54,902.7,3.1,70,2787,Quente
48,902,2.8,73,2240,Quente
48,901.3,1.6,107,2152,Quente
44,900.7,1.6,33,1967,Quente
43,900.2,1.4,67,1762,Quente
52,900.6,1.5,155,631,Quente
57,900.7,2,140,48.65,Quente
63,901.2,1.8,119,-3.3,Normal
74,902.2,2.6,345,-3.54,Normal
81,903.1,2.6,20,-3.5,Normal
65,902.9,2.7,59,-3.15,Normal
70,902.6,1.2,165,-3.54,Normal
73,902.6,0.4,157,-3.54,Normal
79,902.3,0.2,80,-3.54,Normal
76,901.7,0.1,120,-3.54,Normal
78,901.1,1.1,97,-3.54,Normal
83,900.9,0.9,143,-3.54,Normal
84,901.3,0,348,-3.54,Normal
88,901.8,0.1,15,-3.54,Frio
83,902.2,1.4,110,31.57,Normal
76,902.5,2.6,98,603.9,Normal
68,903,3.1,86,1434,Normal
65,903.2,3.5,40,2116,Quente
59,902.7,3.1,46,2729,Quente
59,901.7,3.4,28,2538,Quente
55,900.4,4,10,2135,Quente
58,900.2,2.7,9,1468,Quente
73,900.5,5,356,152.2,Normal
94,900.9,5.1,175,38.9,Frio
86,901.6,2.1,49,131.4,Normal
83,901.2,2.1,94,39.61,Normal
89,901.1,3.9,117,-2.25,Normal
88,901.1,2.4,66,-3.53,Normal
82,902,0.7,78,-3.54,Normal
90,902.9,1.5,244,-3.46,Frio
89,902.5,0.2,156,-3.49,Normal
91,902.6,0.6,206,-3.52,Frio
87,901.9,0.9,186,-3.52,Frio
87,901.6,0.4,226,-3.06,Frio
89,901.4,0.7,197,-2.7,Frio
86,901.5,0.2,122,-3.27,Normal
84,901.7,1.6,210,-1.43,Normal
86,902.3,1.1,277,-2.01,Normal
92,902.8,0.1,326,30.34,Frio
88,903.8,0.8,11,374.4,Normal
85,904.6,0.9,258,783.1,Normal
77,904.8,0.6,166,1558,Normal
73,904.4,0.9,279,1854,Normal
72,903.7,1.4,271,1285,Normal
68,902.9,1.3,259,1552,Normal
62,902.1,1.1,343,1762,Normal
64,901.4,1.5,268,1441,Normal
63,901.3,1.1,335,788.3,Normal
76,901.8,1.5,6,270.3,Normal
92,902.4,1.8,258,40.34,Normal
93,902.8,1.9,179,-1.57,Normal
85,902.9,1,100,-1.29,Normal
90,903.4,2,117,-3.05,Normal
90,903.5,1.2,126,-1.96,Normal
89,903.7,0.5,142,-0.48,Normal
88,903.3,0,151,-1.24,Normal
89,902.5,0.8,129,-2.34,Normal
91,902.2,0.5,204,-3.4,Normal
82,901.5,1.7,165,-3.04,Normal
84,901.6,1,187,-1.83,Normal
88,901.7,0.3,352,-3.45,Normal
90,902.2,0,50,-3.05,Normal
91,902.8,0,352,6.606,Normal
86,903.4,0.2,155,96.09,Normal
89,904,1.1,182,206.4,Normal
92,904.7,0.8,201,201.5,Normal
89,904.1,1.6,128,639,Normal
90,903.3,2,127,537.5,Normal
89,902.6,2.6,108,1010,Normal
87,901.9,1.9,120,1038,Normal
85,901.6,2,162,653.4,Normal
85,901.6,2.1,164,362.3,Normal
84,901.5,0.8,156,205.3,Normal
86,901.7,0.9,106,48.17,Normal
89,901.7,1.6,76,-3.33,Normal
91,902.1,0.8,105,-3.54,Frio
92,902.2,1.4,87,-3.54,Frio
92,902.6,0.9,116,-3.54,Frio
94,902.4,0.6,181,-3.54,Frio
94,902,2.4,196,-3.54,Frio
94,901.2,1.5,194,-3.54,Frio
94,900.7,0.1,52,-3.54,Frio
94,900.5,1.5,167,-3.54,Frio
93,900.2,0.1,328,-3.53,Frio
94,900,0.6,38,-3.54,Frio
94,900.7,0.5,72,-3.52,Frio
93,901.5,0.8,108,35.11,Frio
86,901.8,3.1,104,629.2,Frio
78,902.1,3.7,107,1538,Normal
72,902.5,3.6,124,1464,Normal
68,902.2,3.3,103,2487,Normal
61,901.5,2.5,85,2721,Normal
58,900.9,1.1,112,2391,Normal
55,900.1,1.4,137,2888,Normal
61,899.7,2.6,118,1250,Normal
63,899.5,1.8,63,616.4,Normal
64,899.5,2.1,46,196.7,Normal
76,900,1,198,62.05,Normal
83,900.4,1.8,257,-3.33,Normal
78,900.9,1.5,198,-3.53,Normal
81,901.3,0,101,-3.54,Normal
78,901.5,1.4,150,-3.27,Normal
82,901.5,1,134,-3.32,Normal
83,901.4,1.1,133,-3.54,Frio
81,901.2,1.3,175,-3.4,Frio
79,900.8,2,159,-3.54,Frio
82,900.8,1.3,153,-3.54,Frio
82,900.8,0.2,156,-3.54,Frio
83,900.8,1.5,179,-3.54,Frio
85,901.4,1,94,-3.54,Frio
86,902.1,0.6,43,52.31,Frio
79,902.5,2.9,98,633.6,Frio
76,902.9,3.4,103,1494,Normal
71,903.3,4.1,83,2229,Normal
66,902.9,2.9,85,2771,Normal
56,902.2,1.7,119,3080,Normal
52,901.5,1.7,277,2865,Normal
49,900.7,1.5,75,2994,Normal
44,900.2,0.4,42,2095,Quente
51,900,1.2,227,1183,Normal
49,900.2,1.8,175,767.2,Normal
53,900.6,0.9,179,198.4,Normal
55,901.1,2.8,154,-3.54,Normal
60,901.9,2.4,137,-3.54,Normal
62,902.5,2.6,126,-3.54,Normal
62,902.6,2.8,123,-3.54,Normal
66,902.6,2.4,165,-3.54,Frio
71,902.7,0.1,276,-3.54,Frio
76,902.4,0.4,126,-3.54,Frio
68,902,2.7,115,-3.54,Frio
72,901.8,2.1,117,-3.54,Frio
78,902.3,1.3,35,-3.54,Frio
78,902.5,2.1,118,-3.54,Frio
80,903,2.6,92,-3.54,Frio
79,903.5,4.1,108,51.48,Frio
76,904,4.3,103,643,Frio
70,904.7,3.9,87,1494,Normal
64,905,3.5,67,2219,Normal
58,904.7,2.4,99,2749,Normal
47,904,2.3,40,2994,Normal
44,903.4,1.8,340,2691,Normal
42,902.9,2.2,267,2952,Normal
40,902.5,0.8,5,2526,Normal
42,902.4,0.9,224,1705,Quente
42,902.4,1,301,944.4,Normal
50,902.5,0.8,197,159.6,Normal
54,902.7,2.6,157,-3.54,Normal
63,903.2,3.3,118,-3.54,Normal
69,903.8,3.6,117,-3.54,Normal
71,904.1,3.2,112,-3.54,Frio
69,904.3,2.9,106,-3.54,Frio
68,904.4,2.8,101,-3.54,Frio
67,904.1,3.7,110,-3.54,Frio
65,903.9,3.7,106,-3.54,Frio
68,903.9,5.4,114,-3.54,Frio
72,904,5.1,108,-3.54,Frio
74,904.2,4.4,105,-3.54,Frio
76,904.7,4,105,-3.54,Frio
78,905.8,4.6,108,48.92,Frio
72,906.4,5.5,104,631.8,Frio
66,906.9,5.8,105,1483,Frio
60,907.2,5.9,104,2206,Normal
55,906.8,5.1,80,2739,Normal
46,906.2,5,85,2999,Normal
45,905.4,3.1,91,3120,Normal
42,904.8,3.1,81,2990,Normal
40,904.4,2.7,85,2278,Normal
44,904.4,3.4,103,1254,Normal
44,904.3,3.2,72,484.9,Normal
56,904.6,3.5,100,192.7,Normal
62,904.6,3.3,104,-3.54,Normal
61,905.2,4.3,112,-3.54,Frio
64,905.5,3.4,105,-3.54,Frio
67,905.2,3.2,99,-3.54,Frio
70,905.4,3.3,100,-3.54,Frio
72,905.6,4,101,-3.54,Frio
72,905.3,4.2,104,-3.54,Frio
74,904.9,3.7,102,-3.54,Frio
70,904.2,4.3,108,-3.54,Frio
73,904.1,4.6,101,-3.54,Frio
75,904.2,4.4,96,-3.54,Frio
75,904.9,5.1,110,-3.54,Frio
76,905.5,4.4,105,48.94,Frio
72,906.1,4.4,98,638.5,Frio
66,906.6,5.1,86,1499,Frio
60,907.2,4.2,79,2225,Normal
53,906.8,3.8,90,2729,Normal
51,906,2.4,41,3046,Normal
44,904.9,2.4,111,2923,Normal
41,904.2,2.8,84,2721,Normal
42,903.5,1.9,68,2437,Normal
43,903.4,2,27,1772,Normal
44,903.5,1.8,98,949.3,Normal
53,903.8,2.2,108,176.2,Normal
60,903.8,3,101,-3.54,Normal
65,904.4,3,95,-3.54,Frio
70,904.9,3.2,103,-3.54,Frio
70,905,3,102,-3.54,Frio
70,904.6,3.4,103,-3.54,Frio
69,904.6,3.5,108,-3.54,Frio
69,904.2,3.4,105,-3.54,Frio
70,903.5,3.6,101,-3.54,Frio
74,903.3,3.2,102,-3.54,Frio
74,903.1,3.4,95,-3.54,Frio
76,902.8,3,103,-3.54,Frio
76,902.5,3.8,89,-3.54,Frio
74,903.1,3.4,86,48.91,Frio
67,903.8,4.2,80,636.4,Frio
56,904.1,4.2,58,1499,Frio
50,904.4,5.8,52,2233,Normal
47,904,4.5,48,2772,Normal
44,903.2,4.2,52,3060,Normal
42,902.4,4.1,45,3099,Normal
38,901.2,4.2,43,2895,Normal
38,900.6,3.5,30,2172,Normal
42,900.1,4.4,21,1260,Normal
44,900,3.7,32,588.9,Normal
49,900.1,3.4,54,209.2,Normal
54,900.6,3.5,72,-3.46,Normal
59,901.3,3.3,82,-3.54,Frio
63,901.9,3.6,96,-3.54,Frio
67,902.3,3.4,97,-3.54,Frio
69,902.2,3.6,100,-3.54,Frio
69,902.1,3.5,102,-3.54,Frio
70,901.8,3,99,-3.54,Frio
71,901.4,1.7,63,-3.54,Frio
71,901.4,2.3,78,-3.54,Frio
70,901.4,2.8,94,-3.54,Frio
72,901.3,3,93,-3.54,Frio
73,901.9,2.9,95,-3.54,Frio
74,902.6,2.7,97,36.75,Frio
63,903.3,2.1,97,733.1,Frio
61,903.4,2.5,79,1149,Frio
55,904.1,2.1,62,2023,Normal
47,903.3,3.6,12,2759,Normal
48,902.8,2.9,343,3021,Normal
45,902,1,16,2139,Normal
45,901.4,2.4,250,2366,Normal
42,901.4,1.7,289,1954,Normal
42,901.2,1.6,240,1773,Normal
43,901.7,0.4,215,903.8,Normal
46,902,0.5,198,130.2,Normal
56,902.2,1.6,161,-3.54,Normal
55,902.3,2,161,-3.54,Normal
66,902.6,0.7,12,-3.54,Frio
60,902.4,1.9,114,-3.54,Normal
63,902.3,1.4,138,-3.54,Frio
66,902.3,1.1,88,-3.54,Frio
70,901.7,2.3,91,-3.54,Frio
73,901.6,1.5,91,-3.54,Frio
74,901.3,1.7,75,-3.54,Frio
77,901.8,1.8,124,-3.54,Frio
75,902.2,1.3,130,-3.54,Frio
72,902.9,1.3,164,-3.53,Frio
73,904,1.7,191,42.13,Frio
64,904.8,1.3,101,419.6,Normal
54,905.5,2.1,88,1331,Normal
45,905.9,1.6,57,2137,Normal
42,905.6,1.3,1,2678,Normal
42,904.8,2,38,2951,Normal
40,904.4,2,89,2986,Quente
35,903.3,1.7,120,2762,Quente
35,902.7,2.3,92,2321,Quente
34,902.5,2.6,107,1684,Quente
34,903.2,3.7,98,900.5,Quente
39,903.3,3.8,112,164.6,Normal
48,903.9,3.8,121,-3.54,Normal
52,904.5,3.8,117,-3.54,Normal
55,904.9,4,114,-3.54,Normal
57,905.1,2.7,118,-3.54,Normal
60,904.9,2.4,110,-3.54,Normal
60,904.8,1.4,122,-3.54,Normal
62,904.7,1.6,139,-3.54,Frio
59,904.7,2,127,-3.54,Frio
62,904.4,3.4,98,-3.54,Frio
64,903.9,3.6,91,-3.54,Frio
66,904.2,3.6,97,-3.54,Frio
69,904.6,3,99,-3.54,Frio
69,905.2,2.8,111,37.53,Frio
65,906,2.5,110,507.7,Frio
60,906.7,3,85,995.2,Normal
53,907,5.8,84,1697,Normal
51,906.8,4.4,81,1998,Normal
46,906.4,3.9,101,2536,Normal
46,905.7,4.1,90,2491,Normal
39,905.1,4.3,79,2383,Normal
42,904.7,3.9,81,1522,Normal
44,904.7,3.4,110,909.2,Normal
48,904.8,3.2,99,490.4,Normal
56,904.9,2.9,108,97.28,Normal
62,905.4,2.7,113,-3.54,Normal
64,905.8,2.8,101,-3.54,Normal
65,906.1,2.4,103,-3.54,Frio
65,906.1,2.5,88,-3.54,Normal
67,905.8,2.6,100,-3.54,Frio
68,905.6,2.7,99,-3.54,Frio
70,905.8,3.1,104,-3.54,Frio
73,905.7,3.8,106,-3.54,Frio
72,905.7,3.1,103,-3.54,Frio
69,905.7,3.4,122,-3.54,Frio
67,905.4,3.3,103,-3.54,Frio
68,905.5,4.7,108,-3.54,Frio
71,905.9,3.5,102,40.99,Frio
69,906.5,3.3,94,406.4,Frio
60,906.6,3.6,75,1341,Normal
50,906.7,4.6,54,2299,Normal
44,906.4,3.5,51,2620,Normal
45,905.8,3.3,33,3045,Normal
41,904.7,2.6,31,3123,Normal
39,903.8,2,12,2831,Normal
35,903.5,2.1,2,2366,Quente
37,903.1,1.6,25,1717,Quente
37,903.4,2.1,48,921.2,Normal
46,903.6,1.5,3,171.4,Normal
51,903.8,1.9,103,-3.54,Normal
56,904.5,2.2,103,-3.54,Normal
59,905.1,3.3,117,-3.54,Normal
62,904.8,3.9,111,-3.54,Normal
63,905,3.8,118,-3.54,Normal
61,904.7,4,116,-3.54,Normal
64,904.3,2.6,110,-3.54,Frio
74,904.1,0,67,-3.54,Frio
73,903.6,0,167,-3.54,Frio
73,903.5,0.2,155,-3.54,Frio
77,903.8,0.5,78,-3.54,Frio
78,903.9,0.2,99,-3.54,Frio
72,904.2,0.7,79,59.38,Frio
62,904.6,1.8,112,605.7,Normal
51,905.3,1.3,69,1425,Normal
53,905.9,3.2,11,2147,Normal
47,905.5,3,10,2493,Normal
42,904.5,3.5,15,2716,Normal
41,903.7,2.6,16,2925,Normal
38,902.9,1.8,352,2767,Quente
40,902.6,0.6,265,2247,Quente
40,902.6,1.9,290,1667,Quente
42,902.8,1.3,245,835,Normal
49,903,1.1,226,152.4,Normal
50,903.2,1,179,-3.54,Normal
51,903.7,1.4,181,-3.54,Normal
62,903.9,1.7,82,-3.54,Normal
64,904,2.6,109,-3.54,Normal
65,904.1,3.3,117,-3.54,Normal
66,904.1,3.2,116,-3.54,Normal
65,903.9,2.8,112,-3.54,Normal
66,903.7,1,95,-3.54,Normal
71,903.5,0.3,80,-3.54,Frio
73,903.5,0.3,93,-3.54,Frio
82,903.5,0.5,29,-3.54,Frio
76,903.6,1.1,106,-3.54,Frio
70,904.3,2,115,41.52,Frio
62,904.7,1.6,88,581.6,Normal
53,905.6,2.4,79,1405,Normal
50,905.9,2.8,66,2105,Normal
40,905.3,3.7,33,2583,Normal
38,904.9,2.9,22,2927,Quente
37,903.9,2.9,317,2665,Quente
39,903.2,2.5,5,2612,Quente
36,902.7,1.3,30,1842,Quente
39,902.6,3.1,349,1483,Quente
40,903,2.1,356,749.4,Quente
45,903.3,1,356,140.5,Normal
51,903.8,0,19,-3.54,Normal
55,904.5,1.8,115,-3.54,Normal
61,904.7,2.4,105,-3.54,Normal
62,904.5,2.7,107,-3.54,Normal
62,904.5,3.4,108,-3.54,Normal
63,904.6,3.4,110,-3.54,Normal
64,904.5,3.2,115,-3.54,Normal
75,904.2,0.7,274,-3.54,Frio
76,904.1,0.9,239,-3.53,Frio
75,904.2,1,111,-3.54,Frio
69,904.4,1.5,109,-3.54,Frio
69,904.5,2.1,110,-3.54,Frio
68,905.1,2.5,101,36.37,Normal
63,905.6,3.1,96,564.5,Normal
58,906.5,2.5,62,1372,Normal
55,906.6,3.5,70,2064,Normal
49,906.4,3.4,8,2576,Normal
46,905.9,2.7,332,2654,Quente
43,905.1,1.3,212,2551,Quente
41,904.5,1.2,308,2206,Quente
41,904.1,2.6,302,1708,Quente
45,904.1,1.3,271,1207,Quente
52,904.4,1.2,212,405.2,Normal
52,904.5,1,201,95.12,Normal
53,904.5,0.9,123,-3.53,Normal
60,904.9,3.3,109,-3.54,Normal
63,905.1,3.7,117,-3.54,Normal
62,905,3.9,114,-3.54,Normal
64,905.1,3.5,112,-3.54,Normal
66,905,2.5,100,-3.54,Normal
68,904.7,3.1,92,-3.54,Normal
70,904.2,3.2,94,-3.54,Normal
72,904,2.9,95,-3.54,Normal
70,903.6,2.2,102,-3.54,Normal
69,903.8,1.9,111,-3.3,Normal
68,904.4,1.4,102,-3.37,Normal
71,904.5,2.9,97,13.82,Normal
68,905.2,1.4,109,320.3,Normal
66,905.4,1.8,75,782.7,Normal
60,905.5,2,22,2134,Normal
58,904.9,1.8,334,2385,Normal
51,904,1,313,2409,Quente
49,902.7,1.6,3,2743,Quente
42,901.8,2.4,266,2691,Quente
43,901.2,2.8,275,2290,Quente
47,900.9,1.9,275,1778,Quente
50,901,1.9,208,884.7,Quente
58,901.3,1.4,169,116.1,Normal
70,901.9,1.4,266,-3.2,Normal
74,902.4,0.4,294,-3.54,Normal
76,902.6,0.8,179,-3.54,Normal
73,902.5,1.8,119,-3.54,Normal
75,902.3,0.4,182,-3.54,Normal
80,902.1,1,3,-3.54,Normal
83,901.7,0,65,-3.54,Frio
87,901.1,2,201,-3.54,Frio
84,900.9,0.8,133,-3.54,Frio
86,900.7,0,301,-3.54,Frio
80,900.7,0.5,233,-3.54,Frio
82,901,0,48,-3.54,Frio
79,901.4,0.3,230,31.59,Frio
71,901.8,0,11,504.3,Normal
59,902,0.4,338,1294,Normal
60,902.1,0.8,261,1970,Normal
53,901.7,2.5,293,2504,Quente
45,900.8,3.6,260,2832,Quente
41,899.9,3.6,242,2935,Quente
38,899.4,3.4,253,2540,Quente
39,899.2,3.7,237,2025,Quente
40,899.1,4.4,247,1626,Quente
45,899.4,2.9,245,822.4,Normal
50,899.8,2.4,239,142.3,Normal
58,899.9,1.4,202,-3.54,Normal
61,900.4,0.8,205,-3.54,Normal
64,900.7,1.2,207,-3.54,Normal
69,900.6,1.2,209,-3.54,Normal
68,900.6,0.9,177,-3.54,Normal
67,900.3,0.2,195,-3.54,Normal
69,900,0.9,187,-2.23,Normal
77,899.8,0.3,331,-0.53,Normal
77,899.6,0.1,202,-3.22,Normal
80,899.7,1.4,237,-3.48,Frio
79,899.9,0.9,133,-3.54,Frio
81,900.7,0.4,312,-3.54,Frio
84,901.4,0,121,21.55,Frio
71,902.1,0,107,513.7,Normal
62,902.6,0.2,329,1310,Normal
47,902.8,1.6,292,2001,Normal
44,902.4,2.5,246,2564,Normal
45,901.8,2.2,285,2826,Quente
37,900.9,2.1,261,2910,Quente
37,900.2,3.1,255,2705,Quente
32,900,2.6,255,2221,Quente
35,900.2,3.2,231,1440,Quente
38,900.5,1.4,249,823.9,Normal
52,900.7,1.7,202,117.9,Normal
60,901.2,1.4,192,-3.54,Normal
63,902.1,1.5,125,-3.54,Normal
61,902.6,2.5,165,-3.54,Normal
65,902.9,1.4,145,-3.54,Normal
69,903.3,1.3,124,-3.54,Normal
64,903.2,2.9,122,-3.54,Normal
68,902.8,3.8,106,-3.54,Frio
74,902.4,5.1,110,-3.54,Frio
79,902.5,5.5,111,-3.54,Frio
80,902.7,5.8,107,-3.54,Frio
81,902.9,5.8,108,-3.54,Frio
79,903.2,5.9,104,-3.54,Frio
77,904.1,5.7,103,28.86,Frio
72,904.7,6.6,101,534.8,Frio
65,905.1,6.7,106,1362,Frio
59,905.7,7,94,2052,Normal
54,905.6,5.1,98,2546,Normal
53,905.3,5.7,77,2804,Normal
52,904.5,5.6,92,2824,Normal
47,903.8,3.9,71,2643,Normal
49,903.3,2.7,35,1974,Normal
49,903.2,2.6,82,1510,Normal
51,903.6,3.3,78,821.7,Normal
61,903.7,3.6,100,130.4,Normal
67,904.2,3.4,94,-3.54,Normal
70,904.8,3.6,94,-3.54,Normal
71,905,4.1,101,-3.54,Frio
72,905.1,3.6,108,-3.54,Frio
73,905,4.8,107,-3.54,Frio
75,904.9,5.7,104,-3.54,Frio
76,904.6,4.7,99,-3.54,Frio
77,904.1,5.1,97,-3.54,Frio
79,903.8,4.1,95,-3.54,Frio
80,903.8,4.1,96,-3.54,Frio
81,903.8,4.4,98,-3.54,Frio
83,904.1,4.5,101,-3.54,Frio
83,904.9,4.4,99,30.28,Frio
78,905.6,4.8,100,522.2,Frio
71,906.2,4.8,91,1330,Frio
66,906.3,5,87,2021,Normal
60,905.8,3.6,69,2535,Normal
51,904.5,2.2,66,2895,Normal
48,903.4,1.3,8,2786,Normal
49,902.9,0.3,235,1248,Normal
41,902.7,0.5,317,1281,Normal
46,903,0.7,269,819,Normal
49,903.2,1.3,74,143.5,Normal
57,903.2,2.1,103,-3.54,Normal
61,903.8,3.8,113,-3.54,Normal
69,904.2,4.4,113,-3.54,Frio
69,904.3,4.1,107,-3.54,Frio
71,904.4,3.5,95,-3.54,Frio
70,904.2,3.2,101,-3.54,Frio
71,904.2,2.7,91,-3.54,Frio
