codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A505,05/04/2014,04,20.2,21.0,20.2,79,79,76,16.4,16.7,16.4,904.1,904.3,903.9,4.0,100,6.9,-3.54,0.0
A505,05/04/2014,05,19.7,20.2,19.7,81,81,79,16.4,16.4,16.4,903.5,904.1,903.5,3.5,99,8.6,-3.54,0.0
A505,05/04/2014,06,19.0,19.7,19.0,84,84,81,16.3,16.4,16.3,903.3,903.5,903.2,4.3,93,7.4,-3.54,0.0
A505,05/04/2014,07,18.6,19.0,18.6,86,86,84,16.2,16.3,16.2,903.5,903.5,903.3,3.8,102,8.2,-3.54,0.0
A505,05/04/2014,08,18.5,18.7,18.5,86,86,85,16.0,16.2,16.0,903.7,903.7,903.4,4.1,104,9.5,-3.54,0.0
A505,05/04/2014,09,18.6,18.6,18.5,85,86,85,16.0,16.0,15.9,904.5,904.5,903.7,4.1,101,7.9,-3.54,0.0
A505,05/04/2014,10,18.5,18.7,18.3,85,86,85,16.0,16.1,16.0,905.1,905.1,904.5,3.4,102,6.9,42.38,0.0
A505,05/04/2014,11,20.3,20.4,18.5,78,85,78,16.3,16.5,16.0,905.5,905.5,905.1,4.7,92,9.6,680.6,0.0
A505,05/04/2014,12,21.8,21.8,20.3,72,78,72,16.5,16.6,16.3,905.8,905.8,905.5,7.0,95,11.5,1644.,0.0
A505,05/04/2014,13,23.4,24.0,21.8,65,72,64,16.6,17.1,16.2,906.0,906.0,905.8,7.0,65,11.9,2429.,0.0
A505,05/04/2014,14,24.7,25.2,23.3,60,66,59,16.5,17.2,16.4,905.7,906.1,905.7,4.9,49,11.4,2758.,0.0
A505,05/04/2014,15,25.1,25.5,24.3,60,62,57,16.7,16.8,16.0,905.4,905.8,905.4,4.7,88,9.9,2638.,0.0
A505,05/04/2014,16,26.9,26.9,24.6,53,60,53,16.4,16.6,15.9,904.5,905.4,904.5,4.6,82,8.3,2476.,0.0
A505,05/04/2014,17,26.4,27.2,25.7,54,56,51,16.4,16.6,15.9,903.8,904.5,903.8,4.4,94,8.4,2309.,0.0
A505,05/04/2014,18,26.7,27.3,26.2,52,54,49,16.1,16.5,15.4,903.2,903.8,903.2,4.5,74,8.6,2802.,0.0
A505,05/04/2014,19,26.2,26.9,25.7,56,56,52,16.7,16.7,16.0,902.9,903.2,902.9,3.4,98,7.4,1973.,0.0
A505,05/04/2014,20,25.6,26.4,25.4,57,57,54,16.3,16.8,15.6,902.6,902.9,902.6,3.6,95,6.7,1001.,0.0
A505,05/04/2014,21,24.1,25.6,24.1,61,62,56,16.2,16.5,15.8,902.7,902.8,902.6,3.2,99,6.8,380.1,0.0
A505,05/04/2014,22,22.5,24.1,22.5,69,69,61,16.5,16.5,16.2,903.0,903.1,902.7,3.0,102,5.8,1.123,0.0
A505,05/04/2014,23,21.9,22.4,21.9,71,71,69,16.5,16.5,16.4,903.5,903.5,903.0,3.2,113,5.4,-3.54,0.0
A505,06/04/2014,00,21.3,21.9,21.3,74,74,71,16.4,16.5,16.4,904.0,904.1,903.5,3.3,111,5.7,-3.54,0.0
A505,06/04/2014,01,20.8,21.3,20.7,75,76,74,16.2,16.5,16.2,904.3,904.3,904.0,3.7,113,6.8,-3.54,0.0
A505,06/04/2014,02,20.7,20.9,20.7,76,76,75,16.3,16.4,16.3,904.5,904.6,904.3,3.7,101,6.7,-3.54,0.0
A505,06/04/2014,03,20.4,20.7,20.2,78,79,76,16.5,16.5,16.3,904.7,904.7,904.4,3.6,95,6.2,-3.54,0.0
A505,06/04/2014,04,20.2,20.5,20.2,79,79,78,16.4,16.5,16.4,904.5,904.7,904.5,3.5,96,6.4,-3.54,0.0
A505,06/04/2014,05,19.9,20.2,19.9,80,80,79,16.3,16.4,16.3,904.1,904.5,904.1,3.4,89,7.1,-3.54,0.0
A505,06/04/2014,06,18.9,19.9,18.9,85,85,80,16.4,16.4,16.2,903.9,904.1,903.9,3.8,106,6.5,-3.54,0.0
A505,06/04/2014,07,18.7,19.0,18.7,86,86,85,16.3,16.4,16.3,903.9,903.9,903.8,3.4,94,6.8,-3.54,0.0
A505,06/04/2014,08,18.5,18.7,18.4,85,87,85,16.0,16.3,16.0,903.8,903.9,903.7,3.9,93,6.8,-3.54,0.0
A505,06/04/2014,09,18.1,18.5,18.1,86,86,85,15.6,16.0,15.6,904.0,904.1,903.8,3.8,95,7.2,-3.54,0.0
A505,06/04/2014,10,18.6,18.6,17.8,83,86,83,15.6,15.6,15.5,904.4,904.4,904.0,2.5,75,7.1,59.72,0.0
A505,06/04/2014,11,20.2,20.2,18.6,77,83,77,15.9,16.0,15.5,904.7,904.8,904.4,3.6,104,5.5,744.8,0.0
A505,06/04/2014,12,22.7,22.8,20.2,68,77,67,16.4,16.5,15.9,905.3,905.3,904.7,2.8,66,6.9,1641.,0.0
A505,06/04/2014,13,24.3,24.7,22.4,61,68,61,16.3,17.1,16.0,905.5,905.5,905.3,3.3,77,7.0,2369.,0.0
A505,06/04/2014,14,25.4,26.0,23.9,57,62,55,16.1,17.0,15.9,905.2,905.5,905.2,3.3,51,6.0,2747.,0.0
A505,06/04/2014,15,27.0,27.3,25.4,51,57,49,16.0,16.9,15.0,904.5,905.2,904.5,2.3,57,7.4,3220.,0.0
A505,06/04/2014,16,27.9,28.7,26.3,48,54,46,16.0,17.0,15.5,903.9,904.5,903.9,2.7,344,6.7,2875.,0.0
A505,06/04/2014,17,28.5,29.5,27.0,45,50,43,15.6,16.4,15.1,902.9,903.9,902.9,2.1,50,14.5,3202.,0.0
A505,06/04/2014,18,28.8,29.5,27.8,44,47,42,15.5,16.2,14.3,902.5,903.0,902.5,1.4,37,14.5,2505.,0.0
A505,06/04/2014,19,29.0,29.9,28.8,45,45,40,15.8,16.1,14.6,902.0,902.5,902.0,0.9,254,4.9,2286.,0.0
A505,06/04/2014,20,28.4,29.5,28.3,47,48,41,16.0,16.3,14.8,901.7,902.0,901.7,1.2,237,3.6,1359.,0.0
A505,06/04/2014,21,26.8,28.8,26.8,50,51,46,15.6,16.5,15.5,901.6,901.7,901.6,0.2,230,2.5,374.5,0.0
A505,06/04/2014,22,25.3,26.8,25.3,57,57,50,16.3,16.3,15.6,901.7,901.7,901.6,0.0,30,1.0,-1.67,0.0
A505,06/04/2014,23,24.1,25.7,23.8,62,62,57,16.3,16.6,15.8,901.8,901.8,901.6,1.5,184,2.1,-3.54,0.0
A505,07/04/2014,00,23.7,24.5,23.7,64,64,60,16.5,16.5,16.1,902.6,902.6,901.8,2.2,103,4.7,-3.54,0.0
A505,07/04/2014,01,23.0,23.7,23.0,69,69,64,17.0,17.0,16.5,902.7,902.8,902.6,3.0,107,5.0,-3.54,0.0
A505,07/04/2014,02,22.8,23.0,22.6,70,71,69,17.1,17.2,17.0,902.9,903.0,902.7,1.9,81,5.0,-3.51,0.0
A505,07/04/2014,03,21.7,22.8,21.7,74,74,70,16.8,17.1,16.8,902.6,903.0,902.6,2.9,102,4.7,-3.54,0.0
A505,07/04/2014,04,21.0,21.7,21.0,76,76,74,16.5,16.8,16.5,902.6,902.7,902.5,1.9,101,4.7,-3.54,0.0
A505,07/04/2014,05,20.4,21.0,20.4,77,77,75,16.1,16.5,16.1,902.4,902.6,902.4,2.3,116,3.3,-3.54,0.0
A505,07/04/2014,06,20.3,20.6,20.3,76,77,75,15.9,16.1,15.9,902.3,902.5,902.3,2.2,105,3.7,-3.54,0.0
A505,07/04/2014,07,19.3,20.3,19.3,79,79,76,15.6,15.9,15.6,901.7,902.3,901.7,0.7,102,3.2,-3.54,0.0
A505,07/04/2014,08,19.0,19.4,18.8,79,81,79,15.3,15.8,15.3,901.8,901.9,901.6,0.8,119,2.2,-3.54,0.0
A505,07/04/2014,09,18.8,19.3,18.8,79,79,77,15.1,15.4,15.1,902.1,902.1,901.8,0.7,183,1.9,-3.54,0.0
A505,07/04/2014,10,18.9,19.3,18.7,79,80,75,15.2,15.2,14.8,902.7,902.7,902.0,0.4,44,2.1,65.45,0.0
A505,07/04/2014,11,23.7,23.7,18.9,65,79,64,16.7,16.7,15.1,903.3,903.3,902.7,2.8,105,5.3,779.4,0.0
A505,07/04/2014,12,23.6,23.9,22.7,58,66,57,14.9,16.6,14.8,903.9,903.9,903.3,2.3,71,5.3,1614.,0.0
A505,07/04/2014,13,25.4,25.4,23.6,55,59,54,15.7,15.7,14.8,903.9,904.0,903.8,2.1,20,4.7,2353.,0.0
A505,07/04/2014,14,27.1,27.5,25.3,51,56,50,16.0,16.4,15.4,903.4,904.0,903.4,2.0,76,4.6,2983.,0.0
A505,07/04/2014,15,27.0,28.3,25.6,52,55,46,16.3,16.5,15.1,902.7,903.4,902.7,1.9,291,4.8,2374.,0.0
A505,07/04/2014,16,28.7,28.9,26.9,43,52,40,14.9,16.6,13.3,901.9,902.7,901.9,1.8,302,4.9,2971.,0.0
A505,07/04/2014,17,29.2,29.6,27.8,41,44,38,14.4,15.3,13.1,901.3,901.9,901.3,1.9,263,4.3,2868.,0.0
A505,07/04/2014,18,29.0,29.9,28.9,40,42,38,14.2,15.2,13.3,900.7,901.3,900.7,1.3,70,4.4,2632.,0.0
A505,07/04/2014,19,27.8,30.1,27.8,44,46,38,14.3,15.4,13.3,900.3,900.7,900.3,1.5,263,3.4,1257.,0.0
A505,07/04/2014,20,28.5,29.0,27.7,42,46,39,14.3,15.5,13.5,900.2,900.3,900.2,1.0,297,2.9,986.2,0.0
A505,07/04/2014,21,26.0,28.6,26.0,55,55,42,16.3,16.5,14.3,900.3,900.3,900.1,1.1,280,2.6,340.3,0.0
A505,07/04/2014,22,23.1,26.0,23.1,70,70,55,17.5,17.5,16.3,900.6,900.6,900.3,2.4,266,4.9,-0.07,0.0
A505,07/04/2014,23,23.2,23.2,22.9,71,72,71,17.6,17.8,17.4,901.0,901.0,900.5,1.6,226,4.9,-3.54,0.0
A505,08/04/2014,00,23.2,23.3,22.9,69,72,69,17.1,17.6,17.1,901.3,901.3,901.0,1.3,190,2.4,-3.54,0.0
A505,08/04/2014,01,23.1,23.4,23.0,67,69,66,16.7,17.1,16.6,901.4,901.5,901.3,1.9,169,2.8,-3.54,0.0
A505,08/04/2014,02,22.8,23.3,22.8,65,68,63,15.9,16.8,15.7,901.4,901.5,901.4,1.5,149,3.1,-3.54,0.0
A505,08/04/2014,03,22.6,22.8,21.9,63,68,63,15.2,16.0,15.2,901.1,901.4,901.0,2.8,110,4.1,-3.54,0.0
A505,08/04/2014,04,22.2,22.7,22.2,62,64,61,14.6,15.2,14.6,900.9,901.2,900.9,2.2,109,4.6,-3.54,0.0
A505,08/04/2014,05,21.7,22.2,21.7,62,63,61,14.2,14.6,14.2,900.6,900.9,900.6,2.2,106,3.9,-3.54,0.0
A505,08/04/2014,06,20.6,21.7,20.6,66,67,62,14.0,14.4,14.0,900.4,900.6,900.4,0.8,117,3.3,-3.54,0.0
A505,08/04/2014,07,20.8,21.0,20.6,64,66,63,13.7,14.0,13.7,900.3,900.4,900.3,1.5,94,2.3,-3.54,0.0
A505,08/04/2014,08,20.1,20.9,19.5,67,70,63,13.8,13.9,13.6,900.5,900.5,900.3,1.6,119,2.6,-3.54,0.0
A505,08/04/2014,09,19.9,20.4,19.8,68,68,65,13.9,13.9,13.7,901.0,901.1,900.5,1.4,109,3.4,-3.54,0.0
A505,08/04/2014,10,20.8,20.8,19.5,65,71,65,14.1,14.2,13.9,901.3,901.4,901.0,1.5,107,2.4,55.29,0.0
A505,08/04/2014,11,23.3,23.4,20.8,59,65,58,14.8,15.0,14.1,901.7,901.7,901.3,1.2,75,2.4,716.1,0.0
A505,08/04/2014,12,24.5,24.7,23.3,57,59,56,15.4,15.7,14.4,902.2,902.2,901.7,1.7,4,3.3,1591.,0.0
A505,08/04/2014,13,25.8,26.3,24.3,56,59,55,16.5,17.0,15.3,902.4,902.5,902.2,2.2,317,5.3,2325.,0.0
A505,08/04/2014,14,27.5,27.5,25.8,53,58,52,17.2,17.3,16.4,902.2,902.5,902.2,2.4,293,5.3,2867.,0.0
A505,08/04/2014,15,28.8,29.1,27.4,46,53,45,16.0,17.3,15.7,901.8,902.2,901.8,2.1,286,6.6,3305.,0.0
A505,08/04/2014,16,28.7,29.4,27.8,46,48,42,16.0,17.0,14.8,901.0,901.8,901.0,1.7,235,5.8,3151.,0.0
A505,08/04/2014,17,30.7,30.7,28.2,35,46,34,13.4,16.7,12.7,900.6,901.0,900.6,1.7,321,5.4,2704.,0.0
A505,08/04/2014,18,29.4,30.8,28.5,39,43,34,14.0,15.5,12.7,900.1,900.6,900.1,1.8,244,5.0,2168.,0.0
A505,08/04/2014,19,28.2,30.2,27.9,46,48,37,15.6,15.8,13.4,900.0,900.1,899.9,0.6,238,3.6,796.4,0.0
A505,08/04/2014,20,28.8,29.4,28.1,42,48,41,14.7,16.2,14.5,899.6,900.0,899.6,1.1,208,3.1,1151.,0.0
A505,08/04/2014,21,26.9,29.1,26.9,49,49,41,15.2,15.5,14.3,899.9,899.9,899.6,1.1,217,3.2,319.1,0.0
A505,08/04/2014,22,25.6,26.9,25.5,48,53,48,13.7,15.8,13.7,900.1,900.1,899.9,1.5,173,2.3,-2.59,0.0
A505,08/04/2014,23,24.4,25.6,24.4,50,50,47,13.3,13.7,13.3,900.7,900.7,900.0,1.4,177,2.8,-3.54,0.0
A505,09/04/2014,00,23.6,24.4,23.1,57,60,50,14.7,14.9,13.2,901.2,901.2,900.7,0.3,66,2.3,-3.54,0.0
A505,09/04/2014,01,22.9,23.8,22.8,58,58,53,14.1,14.7,13.6,901.8,901.8,901.2,0.0,105,1.4,-3.54,0.0
A505,09/04/2014,02,22.3,23.4,22.2,60,60,53,14.2,14.3,13.3,901.9,901.9,901.8,0.2,135,1.7,-3.54,0.0
A505,09/04/2014,03,21.9,22.6,21.9,62,62,59,14.3,14.4,13.9,901.6,901.9,901.6,0.5,117,1.7,-3.54,0.0
A505,09/04/2014,04,21.9,22.2,21.7,66,66,62,15.3,15.4,14.2,901.1,901.6,901.1,1.1,121,1.8,-3.54,0.0
A505,09/04/2014,05,21.7,22.5,21.7,66,66,64,15.1,15.4,15.1,900.8,901.1,900.7,1.2,97,1.9,-3.54,0.0
A505,09/04/2014,06,20.6,21.7,20.6,72,72,66,15.3,15.3,15.0,900.8,900.8,900.7,1.1,119,1.8,-3.54,0.0
A505,09/04/2014,07,21.1,21.2,20.4,71,74,71,15.7,15.8,15.3,900.7,900.9,900.7,1.3,107,1.9,-3.54,0.0
A505,09/04/2014,08,21.4,21.4,20.8,71,72,70,15.8,15.9,15.6,901.1,901.1,900.7,0.7,131,2.0,-3.52,0.0
A505,09/04/2014,09,21.1,21.6,20.6,72,74,69,15.8,15.9,15.7,901.9,901.9,901.1,1.3,105,1.8,-3.52,0.0
A505,09/04/2014,10,19.6,21.1,19.1,78,80,72,15.8,15.9,15.5,902.5,902.5,901.9,0.4,18,2.0,59.72,0.0
A505,09/04/2014,11,20.2,20.2,19.0,79,82,77,16.3,16.3,15.6,902.9,902.9,902.4,1.1,215,1.7,632.1,0.0
A505,09/04/2014,12,24.4,24.5,20.2,62,79,60,16.8,17.0,15.7,902.9,902.9,902.8,0.7,221,2.0,1505.,0.0
A505,09/04/2014,13,26.7,27.3,24.2,53,63,47,16.3,17.2,14.5,902.5,902.9,902.5,1.5,316,2.7,2238.,0.0
A505,09/04/2014,14,27.8,28.3,26.6,46,53,45,15.1,16.7,14.9,902.3,902.6,902.3,1.3,300,4.7,2594.,0.0
A505,09/04/2014,15,29.5,29.6,27.8,37,47,37,13.4,15.6,12.8,901.4,902.3,901.4,1.8,236,4.4,3118.,0.0
A505,09/04/2014,16,30.3,30.3,29.0,40,42,35,15.1,15.3,12.6,900.7,901.5,900.7,1.7,266,5.3,3243.,0.0
A505,09/04/2014,17,30.7,31.4,29.7,37,41,35,14.3,15.7,13.2,899.5,900.7,899.5,2.1,214,5.3,2942.,0.0
A505,09/04/2014,18,30.3,31.3,29.7,39,40,36,14.7,14.9,13.8,898.4,899.5,898.4,1.7,235,4.3,2573.,0.0
A505,09/04/2014,19,30.2,31.3,29.6,37,39,33,14.1,14.6,12.9,897.7,898.4,897.7,1.3,255,4.3,1852.,0.0
A505,09/04/2014,20,27.0,30.6,27.0,54,56,37,16.8,17.7,13.6,898.3,898.3,897.6,3.2,309,6.9,571.2,0.0
A505,09/04/2014,21,24.4,27.0,24.4,64,65,53,17.2,17.6,16.1,898.8,898.8,898.2,2.4,228,6.3,122.7,0.0
A505,09/04/2014,22,23.4,24.4,22.9,67,70,64,16.8,17.2,16.6,899.6,899.6,898.7,2.4,207,6.3,-2.81,0.0
A505,09/04/2014,23,23.1,23.5,23.0,73,73,66,17.9,18.0,16.9,900.4,900.4,899.6,1.0,279,4.1,-1.31,0.0
A505,10/04/2014,00,22.2,23.3,22.2,80,80,73,18.5,18.6,18.0,901.4,901.5,900.4,1.7,254,2.9,-3.05,0.0
A505,10/04/2014,01,21.4,22.2,21.4,83,84,80,18.5,18.7,18.5,901.5,901.7,901.4,2.1,281,4.1,-3.54,0.0
A505,10/04/2014,02,20.9,21.5,20.9,85,85,83,18.3,18.5,18.3,901.4,901.5,901.1,1.1,252,3.6,-3.53,0.0
A505,10/04/2014,03,21.8,22.0,20.8,81,85,80,18.3,18.7,18.2,901.1,901.5,901.1,1.4,197,2.2,-3.33,0.0
A505,10/04/2014,04,20.9,21.8,20.9,83,83,80,17.9,18.3,17.9,900.7,901.1,900.6,2.1,231,3.1,-3.54,0.0
A505,10/04/2014,05,20.7,21.1,20.5,85,85,83,18.2,18.2,17.9,900.4,900.7,900.4,0.2,275,4.1,-3.54,0.0
A505,10/04/2014,06,20.3,20.9,20.2,86,88,84,17.9,18.2,17.9,899.9,900.4,899.9,0.4,21,1.7,-3.54,0.0
A505,10/04/2014,07,20.0,20.3,19.6,87,89,86,17.8,18.1,17.6,899.5,899.9,899.4,0.0,90,1.3,-3.54,0.0
A505,10/04/2014,08,19.9,20.3,19.6,87,89,86,17.7,18.0,17.5,899.7,899.7,899.5,0.7,105,1.2,-3.54,0.0
A505,10/04/2014,09,19.0,20.1,19.0,90,90,87,17.3,17.8,17.2,900.2,900.2,899.7,0.2,182,1.5,-3.54,0.0
A505,10/04/2014,10,19.5,19.5,18.9,91,91,90,17.9,17.9,17.3,901.1,901.1,900.2,0.7,239,1.1,61.32,0.0
A505,10/04/2014,11,21.7,21.8,19.5,82,91,82,18.5,18.7,18.0,901.8,901.8,901.1,0.9,271,2.3,646.9,0.0
A505,10/04/2014,12,23.6,23.6,21.6,76,83,75,19.1,19.3,18.1,902.3,902.3,901.8,1.3,286,2.7,1460.,0.0
A505,10/04/2014,13,25.9,25.9,23.5,65,76,64,18.7,19.4,18.2,902.4,902.6,902.3,1.5,353,3.0,2166.,0.0
A505,10/04/2014,14,27.6,28.4,25.8,55,65,54,17.7,19.2,17.7,901.9,902.4,901.9,1.9,341,4.4,2712.,0.0
A505,10/04/2014,15,28.9,29.5,27.5,54,57,48,18.6,19.0,16.2,901.4,902.0,901.4,2.5,292,4.9,2956.,0.0
A505,10/04/2014,16,30.0,30.4,27.6,47,55,44,17.4,19.2,16.2,900.4,901.4,900.4,2.5,337,5.3,2892.,0.0
A505,10/04/2014,17,28.6,30.5,28.5,52,53,45,17.6,18.7,16.3,899.9,900.4,899.8,1.6,238,6.2,1986.,0.0
A505,10/04/2014,18,20.7,28.8,20.4,85,90,49,18.2,19.0,17.1,900.2,900.9,899.9,3.9,162,11.2,125.7,6.0
A505,10/04/2014,19,21.1,21.9,20.6,81,88,80,17.7,19.2,17.7,901.7,901.7,900.1,3.4,87,6.4,78.49,0.6
A505,10/04/2014,20,20.6,21.1,20.4,87,88,81,18.3,18.5,17.7,901.4,901.9,901.4,1.4,108,5.5,42.89,1.6
A505,10/04/2014,21,20.5,20.6,20.4,88,88,86,18.4,18.5,18.2,901.5,901.6,901.2,0.9,3,2.9,15.23,1.6
A505,10/04/2014,22,20.1,20.5,19.5,90,92,87,18.5,18.6,18.1,901.9,901.9,901.5,0.1,166,2.8,-3.11,0.0
A505,10/04/2014,23,20.0,20.2,19.8,90,91,89,18.2,18.5,18.2,902.7,902.7,901.9,3.0,201,4.2,-3.46,0.0
A505,11/04/2014,00,20.3,20.3,19.9,86,90,86,17.9,18.4,17.7,903.0,903.1,902.7,1.6,192,4.9,-2.62,0.2
A505,11/04/2014,01,20.5,20.6,20.1,85,87,85,18.0,18.1,17.7,902.9,903.0,902.8,0.5,21,3.9,-3.50,0.0
A505,11/04/2014,02,20.4,20.5,20.1,86,88,85,17.9,18.1,17.9,903.0,903.1,902.9,2.0,69,3.0,-3.54,0.0
A505,11/04/2014,03,20.2,20.4,20.1,87,88,86,17.9,18.1,17.9,902.9,903.1,902.8,1.6,71,4.0,-3.53,0.0
A505,11/04/2014,04,20.1,20.2,20.0,86,88,86,17.7,18.0,17.7,902.4,902.9,902.4,2.2,91,4.1,-3.16,0.0
A505,11/04/2014,05,19.8,20.1,19.8,86,86,85,17.5,17.7,17.5,901.9,902.4,901.9,0.9,121,4.0,-2.63,0.0
A505,11/04/2014,06,19.3,19.9,19.3,88,88,84,17.3,17.5,17.1,901.6,901.9,901.6,0.1,164,2.7,-3.10,0.0
A505,11/04/2014,07,19.3,20.0,19.3,87,88,83,17.1,17.4,17.0,902.0,902.0,901.5,1.9,22,4.0,-3.54,0.0
A505,11/04/2014,08,19.1,19.3,19.1,88,89,87,17.1,17.3,17.0,901.9,902.1,901.9,1.6,89,3.3,-3.54,0.0
A505,11/04/2014,09,19.0,19.1,18.9,87,88,87,16.8,17.1,16.8,902.1,902.1,901.8,2.8,87,3.9,-3.54,0.0
A505,11/04/2014,10,19.2,19.2,18.8,86,88,86,16.8,16.9,16.7,902.5,902.5,902.1,2.7,91,4.8,51.62,0.0
A505,11/04/2014,11,20.7,20.7,19.2,82,86,81,17.5,17.5,16.8,902.9,902.9,902.5,3.5,80,5.8,627.3,0.0
A505,11/04/2014,12,22.6,22.6,20.7,76,82,76,18.1,18.2,17.3,903.5,903.5,902.9,3.3,70,6.4,1508.,0.0
A505,11/04/2014,13,23.8,24.2,22.5,70,76,69,17.9,18.5,17.8,903.6,903.6,903.5,3.4,42,6.0,2183.,0.0
A505,11/04/2014,14,24.7,25.4,23.7,68,71,66,18.5,18.9,18.0,903.4,903.8,903.4,2.1,51,7.0,2288.,0.0
A505,11/04/2014,15,25.7,26.2,24.5,63,70,63,18.2,19.0,18.1,902.9,903.4,902.9,1.8,12,4.8,1911.,0.0
A505,11/04/2014,16,26.8,28.3,25.4,58,66,54,17.9,19.3,17.4,901.5,902.9,901.5,2.5,314,4.6,2198.,0.0
A505,11/04/2014,17,26.4,28.7,26.3,67,67,54,19.7,19.7,17.5,900.8,901.5,900.8,2.7,51,6.0,2206.,0.0
A505,11/04/2014,18,23.5,26.4,21.9,77,88,66,19.2,20.7,18.6,900.2,901.0,900.2,3.1,47,8.9,922.5,6.6
A505,11/04/2014,19,23.4,24.3,23.2,76,77,71,19.0,19.4,18.6,900.4,900.4,899.8,5.2,84,8.9,1599.,0.0
A505,11/04/2014,20,22.4,23.4,22.4,78,81,76,18.3,19.2,18.3,900.8,900.8,900.2,4.2,156,8.9,537.9,0.0
A505,11/04/2014,21,21.0,22.4,21.0,81,81,75,17.6,18.2,17.3,900.9,900.9,900.8,2.3,240,6.6,64.50,0.0
A505,11/04/2014,22,21.1,21.1,20.6,81,83,81,17.7,17.8,17.5,901.4,901.4,900.9,1.3,108,4.0,-2.81,0.0
A505,11/04/2014,23,20.6,21.5,20.6,85,85,79,17.9,17.9,17.6,902.3,902.3,901.4,1.9,288,3.2,-3.52,0.0
A505,12/04/2014,00,20.6,20.8,20.3,86,87,85,18.1,18.3,17.8,902.9,902.9,902.3,1.4,14,3.2,-3.52,0.0
A505,12/04/2014,01,19.7,20.6,19.7,90,90,86,18.0,18.2,17.9,903.1,903.2,903.0,0.8,250,2.9,-3.41,0.0
A505,12/04/2014,02,19.8,19.9,19.5,90,91,90,18.1,18.3,17.8,902.9,903.2,902.8,0.7,225,2.0,-3.31,0.0
A505,12/04/2014,03,20.2,20.4,19.8,89,90,88,18.3,18.4,18.1,902.7,902.9,902.7,1.0,113,2.8,-3.44,0.0
A505,12/04/2014,04,20.1,20.3,20.1,89,89,88,18.3,18.3,18.2,902.4,902.7,902.3,1.1,117,2.5,-3.54,0.0
A505,12/04/2014,05,20.1,20.3,20.1,88,89,88,18.1,18.3,18.1,902.0,902.4,902.0,1.7,67,2.6,-3.53,0.0
A505,12/04/2014,06,19.7,20.2,19.7,89,89,88,17.9,18.1,17.8,901.9,902.0,901.8,2.7,99,4.4,-3.30,0.0
A505,12/04/2014,07,19.3,19.7,19.3,90,90,89,17.6,17.9,17.6,901.8,901.9,901.7,2.3,99,4.4,-3.53,0.0
A505,12/04/2014,08,19.3,19.3,19.2,89,90,89,17.4,17.6,17.4,901.8,901.8,901.7,2.5,91,4.4,-3.54,0.0
A505,12/04/2014,09,19.1,19.3,19.1,89,90,89,17.3,17.4,17.3,902.3,902.3,901.8,3.5,84,5.3,-3.54,0.0
A505,12/04/2014,10,19.5,19.5,19.0,90,90,89,17.8,17.8,17.3,902.8,902.9,902.3,2.9,79,5.4,43.62,0.0
A505,12/04/2014,11,20.7,20.8,19.5,86,90,86,18.2,18.6,17.8,903.3,903.3,902.8,3.0,58,5.7,497.9,0.0
A505,12/04/2014,12,21.9,21.9,20.5,81,86,81,18.5,18.5,18.0,903.9,903.9,903.4,2.9,40,6.2,854.9,0.0
A505,12/04/2014,13,22.7,22.9,21.8,77,81,75,18.5,18.6,18.0,904.1,904.2,903.9,3.8,20,6.9,1246.,0.0
A505,12/04/2014,14,23.8,24.3,22.3,70,79,69,18.0,19.0,18.0,904.0,904.2,904.0,3.5,18,7.3,1774.,0.0
A505,12/04/2014,15,24.9,26.0,23.7,65,72,62,17.9,18.9,17.4,903.3,904.0,903.3,3.5,15,7.2,2232.,0.0
A505,12/04/2014,16,25.4,25.8,24.9,64,67,62,18.1,18.7,17.7,902.8,903.3,902.8,1.8,352,6.4,1597.,0.0
A505,12/04/2014,17,25.6,25.7,25.1,63,66,62,18.1,18.4,17.6,902.1,902.8,902.1,2.6,17,4.8,914.9,0.0
A505,12/04/2014,18,23.3,27.1,23.3,74,74,58,18.4,18.8,17.8,901.9,902.1,901.7,5.1,7,9.6,1763.,0.0
A505,12/04/2014,19,23.9,23.9,22.9,71,75,70,18.2,18.4,17.5,901.3,902.0,901.3,2.1,61,8.9,801.4,0.0
A505,12/04/2014,20,24.8,25.5,23.9,64,70,62,17.5,18.3,17.2,901.0,901.3,900.9,2.7,66,5.5,1163.,0.0
A505,12/04/2014,21,23.2,24.8,23.2,72,72,64,17.9,17.9,17.5,901.1,901.2,901.0,1.0,99,4.7,165.1,0.0
A505,12/04/2014,22,22.7,23.2,22.7,73,73,72,17.6,17.9,17.6,901.5,901.5,901.1,1.0,95,2.4,-2.46,0.0
A505,12/04/2014,23,22.3,22.7,22.2,74,75,73,17.4,17.7,17.4,902.2,902.2,901.5,1.6,100,2.8,-3.54,0.0
A505,13/04/2014,00,21.7,22.3,21.5,77,77,74,17.4,17.4,17.3,902.9,902.9,902.1,1.0,99,2.5,-3.54,0.0
A505,13/04/2014,01,21.6,21.9,21.5,78,78,76,17.6,17.6,17.4,903.3,903.5,902.9,1.1,89,2.5,-3.54,0.0
A505,13/04/2014,02,21.3,21.6,21.2,80,80,78,17.7,17.7,17.6,903.0,903.3,903.0,1.3,99,3.1,-3.53,0.0
