codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A505,17/03/2014,00,22.6,23.3,22.6,54,54,51,12.9,12.9,12.6,901.6,901.6,900.6,3.5,94,6.4,-3.54,0.0
A505,17/03/2014,01,22.4,22.6,22.1,55,56,54,12.8,13.0,12.8,902.1,902.1,901.6,2.5,113,5.5,-3.54,0.0
A505,17/03/2014,02,21.5,22.4,21.5,58,58,55,13.0,13.0,12.8,901.9,902.2,901.9,2.7,117,3.9,-3.54,0.0
A505,17/03/2014,03,21.1,21.6,21.1,60,60,58,13.0,13.1,13.0,901.6,902.0,901.6,3.0,104,4.7,-3.54,0.0
A505,17/03/2014,04,20.8,21.1,20.6,62,62,60,13.1,13.1,13.0,901.2,901.6,901.2,3.4,113,5.0,-3.54,0.0
A505,17/03/2014,05,20.2,20.9,20.2,65,65,61,13.3,13.3,13.1,901.0,901.2,901.0,2.6,102,5.1,-3.54,0.0
A505,17/03/2014,06,19.6,20.2,19.6,68,68,65,13.5,13.5,13.3,900.5,901.0,900.5,2.8,86,4.5,-3.54,0.0
A505,17/03/2014,07,19.2,19.6,19.1,69,69,68,13.4,13.5,13.4,900.7,900.8,900.5,2.8,97,4.6,-3.54,0.0
A505,17/03/2014,08,19.0,19.2,18.9,70,70,68,13.3,13.4,13.3,901.1,901.1,900.7,3.1,110,5.0,-3.54,0.0
A505,17/03/2014,09,19.0,19.3,19.0,70,70,69,13.4,13.4,13.3,901.6,901.6,901.1,3.2,109,5.6,-3.54,0.0
A505,17/03/2014,10,19.8,19.8,18.8,68,71,68,13.7,13.7,13.4,902.2,902.2,901.6,3.1,100,5.5,92.41,0.0
A505,17/03/2014,11,21.8,21.9,19.8,62,68,62,14.4,14.4,13.7,902.9,902.9,902.3,3.5,89,6.0,655.6,0.0
A505,17/03/2014,12,24.0,24.0,21.8,58,63,58,15.3,15.6,14.3,903.9,903.9,902.9,2.7,78,7.0,1780.,0.0
A505,17/03/2014,13,25.7,26.0,24.0,52,58,51,15.1,15.8,14.7,904.0,904.0,903.9,3.3,41,6.4,2433.,0.0
A505,17/03/2014,14,26.2,27.0,25.0,51,54,48,15.3,16.2,14.7,903.8,904.0,903.8,4.1,13,7.7,3176.,0.0
A505,17/03/2014,15,26.3,27.6,26.0,53,53,47,15.9,16.3,14.8,903.4,903.8,903.4,2.8,13,7.7,3025.,0.0
A505,17/03/2014,16,27.3,28.4,25.9,47,54,44,14.9,16.3,14.6,902.6,903.4,902.6,1.5,321,6.5,1921.,0.0
A505,17/03/2014,17,27.4,29.3,27.0,46,48,41,14.6,15.8,13.8,901.8,902.6,901.8,1.9,47,4.7,2375.,0.0
A505,17/03/2014,18,28.5,30.0,27.3,42,48,39,14.4,16.4,14.3,900.9,901.8,900.9,1.5,360,5.0,2829.,0.0
A505,17/03/2014,19,27.7,28.5,27.4,46,47,42,15.0,15.4,14.2,900.3,900.9,900.3,1.7,40,4.1,1029.,0.0
A505,17/03/2014,20,28.3,28.9,27.7,43,46,41,14.5,15.3,14.1,899.6,900.3,899.6,1.2,207,4.4,1564.,0.0
A505,17/03/2014,21,26.0,28.7,26.0,51,51,42,15.2,15.6,14.1,900.1,900.1,899.6,1.0,269,2.9,548.9,0.0
A505,17/03/2014,22,25.2,26.0,24.8,53,55,51,14.9,15.6,14.8,900.5,900.6,900.1,0.0,34,1.8,5.264,0.0
A505,17/03/2014,23,23.8,25.8,23.8,59,59,51,15.4,15.5,14.7,901.5,901.5,900.5,2.7,97,6.0,-3.54,0.0
A505,18/03/2014,00,23.1,23.8,23.1,63,63,59,15.6,15.7,15.4,902.3,902.3,901.5,2.7,97,4.6,-3.54,0.0
A505,18/03/2014,01,22.9,23.2,22.8,65,65,63,16.0,16.0,15.7,902.6,902.6,902.3,2.3,108,4.9,-3.54,0.0
A505,18/03/2014,02,22.7,23.1,22.7,66,66,65,16.1,16.1,16.0,902.8,902.8,902.6,1.7,119,4.1,-3.54,0.0
A505,18/03/2014,03,21.5,22.7,21.3,72,73,67,16.2,16.4,16.1,902.3,902.9,902.3,0.4,355,2.9,-3.54,0.0
A505,18/03/2014,04,21.4,21.5,20.4,72,78,72,16.2,16.6,16.2,901.8,902.3,901.8,1.0,144,2.3,-3.40,0.0
A505,18/03/2014,05,21.7,21.7,21.1,70,73,70,16.0,16.3,16.0,901.4,901.8,901.4,1.0,116,1.4,-3.48,0.0
A505,18/03/2014,06,21.6,22.0,21.2,71,73,68,16.1,16.1,15.8,901.1,901.4,901.1,0.4,35,2.1,-3.54,0.0
A505,18/03/2014,07,20.2,21.6,20.2,80,80,71,16.5,16.5,16.1,901.4,901.4,901.1,0.1,325,1.7,-3.53,0.0
A505,18/03/2014,08,20.8,21.0,20.1,74,80,73,15.9,16.5,15.9,902.0,902.0,901.4,0.3,84,1.2,-3.53,0.0
A505,18/03/2014,09,20.6,21.2,20.6,75,75,72,15.9,16.0,15.8,902.6,902.7,902.0,0.0,114,1.5,-3.54,0.0
A505,18/03/2014,10,20.5,20.8,20.1,77,78,74,16.3,16.3,15.8,903.0,903.0,902.6,0.4,183,1.1,54.44,0.0
A505,18/03/2014,11,22.1,22.1,20.5,71,77,71,16.5,16.9,16.3,903.6,903.6,903.0,0.1,76,1.1,360.2,0.0
A505,18/03/2014,12,23.1,23.1,22.1,69,72,68,17.0,17.5,16.3,904.1,904.1,903.6,1.9,353,3.5,808.7,0.0
A505,18/03/2014,13,23.9,24.1,22.9,67,70,67,17.5,17.9,16.7,904.4,904.4,904.1,2.5,295,5.3,1557.,0.0
A505,18/03/2014,14,25.9,25.9,23.2,63,71,63,18.3,18.5,17.2,904.2,904.5,904.2,1.0,305,4.5,2350.,0.0
A505,18/03/2014,15,26.9,27.2,25.5,58,64,56,17.8,18.8,17.1,903.3,904.2,903.3,3.3,300,5.7,2927.,0.0
A505,18/03/2014,16,28.1,28.6,26.9,50,59,47,16.8,18.2,15.7,902.5,903.3,902.5,2.2,303,6.6,3232.,0.0
A505,18/03/2014,17,27.1,29.5,27.1,53,54,43,16.7,17.2,14.6,901.3,902.5,901.3,2.8,353,6.5,2795.,0.0
A505,18/03/2014,18,26.2,28.0,26.2,61,61,50,18.0,18.0,16.2,901.5,901.5,901.0,1.9,348,6.3,928.5,0.0
A505,18/03/2014,19,17.4,26.2,16.2,94,94,61,16.5,18.4,14.1,901.9,903.2,900.9,0.6,261,17.8,39.14,38.2
A505,18/03/2014,20,18.5,19.1,17.4,94,94,94,17.6,18.2,16.5,901.7,901.9,901.4,1.2,169,2.9,58.88,1.6
A505,18/03/2014,21,19.2,19.3,18.5,85,94,85,16.7,17.9,16.7,901.7,901.7,901.6,1.4,151,3.5,126.9,0.8
A505,18/03/2014,22,18.0,19.4,17.9,90,92,83,16.4,16.8,16.4,901.8,902.0,901.7,3.0,226,5.0,21.21,0.0
A505,18/03/2014,23,18.9,19.1,18.0,84,91,83,16.2,16.5,16.2,901.4,901.8,901.4,2.3,120,4.2,-2.13,0.0
A505,19/03/2014,00,18.5,19.2,18.3,85,87,82,15.9,16.4,15.9,901.8,901.8,901.4,1.2,166,3.3,-3.17,0.0
A505,19/03/2014,01,17.2,18.8,17.2,91,91,82,15.7,16.3,15.4,902.6,902.7,901.8,0.8,265,2.1,-3.54,0.0
A505,19/03/2014,02,17.4,17.9,17.0,91,92,89,15.8,16.3,15.5,902.6,902.8,902.5,1.7,211,2.6,-3.53,0.0
A505,19/03/2014,03,18.2,18.3,17.4,84,91,84,15.5,16.0,15.5,902.5,902.8,902.5,0.7,210,2.3,-3.08,0.0
A505,19/03/2014,04,19.0,19.2,17.7,78,87,76,15.1,15.7,14.9,902.1,902.6,902.1,1.0,164,2.3,-3.53,0.0
A505,19/03/2014,05,18.1,19.0,17.8,80,87,79,14.6,15.9,14.6,901.4,902.0,901.4,1.6,133,2.1,-3.54,0.0
A505,19/03/2014,06,17.9,19.4,17.9,78,80,67,13.9,14.7,13.0,901.3,901.4,901.1,0.0,44,2.1,-3.54,0.0
A505,19/03/2014,07,16.7,18.2,16.7,89,89,76,14.8,15.1,13.9,901.3,901.3,901.2,0.7,301,1.5,-3.53,0.0
A505,19/03/2014,08,17.2,17.2,16.5,86,89,86,14.9,15.0,14.6,901.3,901.3,901.2,0.0,131,1.5,-3.54,0.0
A505,19/03/2014,09,17.0,17.2,16.5,84,89,84,14.3,14.9,14.3,901.8,901.8,901.3,0.1,176,1.5,-3.54,0.0
A505,19/03/2014,10,17.2,17.6,16.7,83,87,80,14.4,14.8,14.1,902.3,902.3,901.8,0.7,204,1.6,92.99,0.0
A505,19/03/2014,11,20.3,20.3,17.3,72,83,71,15.2,15.4,14.5,902.8,902.8,902.2,1.7,68,3.1,672.8,0.0
A505,19/03/2014,12,21.9,21.9,20.3,70,74,70,16.2,16.3,15.2,902.9,903.0,902.8,1.8,92,3.7,929.4,0.0
A505,19/03/2014,13,24.5,24.5,21.9,62,71,60,16.7,17.0,16.0,902.8,903.0,902.8,2.4,68,5.1,2365.,0.0
A505,19/03/2014,14,26.1,26.7,24.5,55,64,54,16.4,17.6,16.0,902.4,902.8,902.4,2.8,74,6.3,3058.,0.0
A505,19/03/2014,15,27.0,27.5,25.9,49,57,48,15.3,17.1,15.2,901.6,902.4,901.6,2.3,39,6.3,3475.,0.0
A505,19/03/2014,16,27.5,28.4,26.2,46,55,45,15.0,17.1,14.3,900.7,901.6,900.7,1.6,338,6.0,2639.,0.0
A505,19/03/2014,17,29.1,29.7,27.5,44,49,40,15.4,16.9,14.2,899.8,900.7,899.8,2.0,339,5.6,3504.,0.0
A505,19/03/2014,18,28.3,29.7,27.2,46,50,41,15.5,17.3,14.6,899.0,899.8,899.0,1.6,31,8.6,2880.,0.0
A505,19/03/2014,19,28.8,29.3,27.6,42,48,41,14.5,16.0,14.2,898.5,899.0,898.5,2.2,318,5.3,1861.,0.0
A505,19/03/2014,20,27.2,28.8,27.2,47,48,40,14.9,15.9,13.2,898.2,898.5,898.1,2.3,348,5.3,1235.,0.0
A505,19/03/2014,21,25.5,27.7,25.5,59,59,45,17.0,17.0,14.6,898.3,898.3,898.0,2.4,299,5.3,533.3,0.0
A505,19/03/2014,22,23.6,25.5,23.2,66,67,59,16.8,17.1,16.6,899.0,899.1,898.3,2.5,132,4.7,23.87,0.0
A505,19/03/2014,23,22.4,23.6,22.4,70,70,66,16.8,16.9,16.6,899.7,899.7,899.0,4.0,116,6.6,-3.54,0.0
A505,20/03/2014,00,21.7,22.4,21.7,73,74,70,16.7,16.9,16.7,900.6,900.6,899.7,3.6,115,6.3,-3.54,0.0
A505,20/03/2014,01,21.9,22.0,21.3,70,73,70,16.3,16.7,16.1,901.2,901.2,900.6,0.4,143,6.2,-3.54,0.0
A505,20/03/2014,02,22.1,22.4,21.9,69,70,67,16.2,16.3,16.0,901.1,901.3,901.1,0.0,153,3.0,-3.53,0.0
A505,20/03/2014,03,22.4,22.6,22.0,66,70,66,15.8,16.3,15.8,900.8,901.1,900.7,0.6,90,2.7,-3.38,0.0
A505,20/03/2014,04,21.7,22.5,21.1,72,75,65,16.4,16.6,15.6,900.6,900.8,900.6,0.1,129,1.7,-3.09,0.0
A505,20/03/2014,05,21.5,21.9,20.9,74,77,70,16.7,16.9,16.1,900.3,900.6,900.2,0.0,45,0.8,-3.41,0.0
A505,20/03/2014,06,21.0,21.5,21.0,76,78,73,16.6,16.9,16.4,899.8,900.3,899.7,0.0,139,0.6,-3.51,0.0
A505,20/03/2014,07,21.3,21.3,20.9,71,78,71,15.9,16.9,15.8,899.4,899.8,899.3,1.2,88,2.6,-3.54,0.0
A505,20/03/2014,08,20.3,21.3,20.3,75,75,71,15.7,15.9,15.7,899.6,899.7,899.4,1.3,124,2.7,-3.54,0.0
A505,20/03/2014,09,20.0,20.6,20.0,77,77,74,15.8,15.8,15.7,900.3,900.3,899.6,0.6,118,2.3,-3.54,0.0
A505,20/03/2014,10,20.9,20.9,19.5,75,80,74,16.3,16.3,15.7,900.8,900.8,900.3,1.4,62,2.6,83.25,0.0
A505,20/03/2014,11,23.0,23.0,20.9,67,75,66,16.5,16.9,16.1,901.5,901.5,900.8,1.9,55,4.2,622.8,0.0
A505,20/03/2014,12,24.9,24.9,23.0,60,67,59,16.5,17.0,16.3,901.7,901.8,901.5,2.5,35,4.5,1552.,0.0
A505,20/03/2014,13,26.9,26.9,24.8,56,61,56,17.3,17.6,15.7,901.5,901.8,901.5,2.2,329,4.7,2410.,0.0
A505,20/03/2014,14,27.9,27.9,26.1,50,58,50,16.6,17.7,16.3,901.1,901.6,901.1,2.2,19,5.7,3061.,0.0
A505,20/03/2014,15,28.8,28.9,27.1,48,53,47,16.6,17.7,16.0,900.3,901.1,900.3,3.3,343,6.0,3076.,0.0
A505,20/03/2014,16,29.0,29.5,27.6,47,50,44,16.6,17.4,15.5,899.5,900.3,899.5,3.2,323,6.8,3135.,0.0
A505,20/03/2014,17,30.1,30.5,29.0,40,48,39,15.1,16.9,14.5,898.7,899.5,898.6,2.6,340,7.8,3452.,0.0
A505,20/03/2014,18,28.2,30.9,27.9,50,51,39,16.6,17.0,14.9,897.8,898.6,897.8,2.5,275,5.6,1498.,0.0
A505,20/03/2014,19,29.7,30.3,28.2,46,50,41,16.7,16.9,15.2,897.2,897.8,897.2,2.4,284,4.6,1746.,0.0
A505,20/03/2014,20,28.2,30.1,28.2,47,47,41,15.9,16.9,14.9,897.0,897.2,896.9,1.7,334,5.9,1188.,0.0
A505,20/03/2014,21,26.9,28.5,26.9,56,56,45,17.4,17.4,15.4,897.6,897.6,897.0,2.4,336,5.2,247.3,0.0
A505,20/03/2014,22,26.8,26.9,26.2,54,58,54,16.8,17.6,16.8,898.0,898.0,897.6,1.8,28,4.5,2.903,0.0
A505,20/03/2014,23,23.6,26.9,23.4,69,70,54,17.5,17.7,16.8,898.7,898.7,898.0,1.3,191,5.1,-3.47,0.0
A505,21/03/2014,00,20.0,23.6,19.9,92,92,69,18.6,18.6,17.6,899.8,900.0,898.7,4.7,182,9.2,-2.68,4.8
A505,21/03/2014,01,21.1,21.2,20.1,83,92,82,18.0,18.8,18.0,900.1,900.4,899.9,2.7,141,8.5,-3.18,1.0
A505,21/03/2014,02,20.5,21.9,20.3,86,87,78,18.1,18.2,17.6,900.0,900.2,900.0,2.2,196,3.9,-1.65,0.0
A505,21/03/2014,03,21.2,21.6,20.5,84,86,80,18.4,18.4,17.9,900.1,900.1,899.8,0.1,177,3.3,-1.17,0.0
A505,21/03/2014,04,21.2,21.6,21.2,86,86,80,18.8,18.8,18.1,900.0,900.2,900.0,0.2,349,1.7,-2.40,0.0
A505,21/03/2014,05,21.2,21.6,21.1,86,87,85,18.8,19.2,18.6,899.8,900.0,899.8,0.0,132,1.2,-2.35,0.0
A505,21/03/2014,06,20.4,21.4,20.3,87,90,84,18.1,18.8,18.0,900.0,900.1,899.8,2.4,200,4.8,-1.94,0.0
A505,21/03/2014,07,20.6,20.7,20.3,85,87,84,18.0,18.1,17.8,900.1,900.1,899.7,2.2,201,6.0,-2.75,0.0
A505,21/03/2014,08,20.0,20.7,19.9,90,90,85,18.3,18.3,18.0,900.9,900.9,900.0,3.3,279,6.2,-0.99,0.0
A505,21/03/2014,09,20.1,20.1,19.9,90,90,90,18.4,18.4,18.3,901.5,901.5,900.9,1.4,181,6.2,-2.80,0.0
A505,21/03/2014,10,20.0,20.2,19.9,91,91,89,18.4,18.4,18.2,902.0,902.0,901.5,0.1,324,3.5,22.59,0.0
A505,21/03/2014,11,21.0,21.0,20.0,86,91,86,18.6,18.8,18.3,902.7,902.7,902.0,0.0,312,1.5,282.1,0.0
A505,21/03/2014,12,22.1,22.1,21.0,81,86,81,18.6,18.9,18.2,903.0,903.0,902.7,0.9,250,3.3,832.3,0.0
A505,21/03/2014,13,24.7,24.7,22.0,70,82,67,18.7,18.8,17.3,903.0,903.0,902.9,0.8,5,2.7,1736.,0.0
A505,21/03/2014,14,25.7,26.1,24.0,65,70,62,18.6,18.9,17.6,902.9,903.0,902.8,1.9,46,4.3,2961.,0.0
A505,21/03/2014,15,27.6,27.6,25.3,62,68,60,19.5,20.1,18.0,902.2,902.9,902.2,2.5,304,5.6,2951.,0.0
A505,21/03/2014,16,27.6,28.3,26.2,59,66,57,18.9,19.9,18.2,901.4,902.2,901.4,3.3,344,6.8,3039.,0.0
A505,21/03/2014,17,28.6,28.7,27.0,55,63,55,18.5,19.8,18.3,900.6,901.4,900.6,2.8,311,9.4,2459.,0.0
A505,21/03/2014,18,28.9,29.1,27.7,53,59,53,18.3,19.8,17.9,900.0,900.6,899.9,3.7,282,7.0,2176.,0.0
A505,21/03/2014,19,27.7,30.0,27.5,55,55,47,17.7,18.4,16.6,899.6,900.1,899.6,2.7,289,7.7,1553.,0.0
A505,21/03/2014,20,27.8,29.2,27.5,54,57,48,17.6,18.4,16.8,899.4,899.6,899.4,2.6,285,6.6,1167.,0.0
A505,21/03/2014,21,26.2,28.8,26.2,62,62,46,18.4,18.4,15.4,900.0,900.0,899.3,1.6,235,6.6,708.8,0.0
A505,21/03/2014,22,24.4,26.2,24.4,69,69,62,18.2,18.6,18.2,900.7,900.7,900.0,1.1,191,3.7,17.32,0.0
A505,21/03/2014,23,23.1,24.4,23.1,74,74,69,18.3,18.4,18.2,901.3,901.3,900.7,1.3,228,2.5,-3.54,0.0
A505,22/03/2014,00,22.7,23.1,22.5,76,77,74,18.3,18.4,18.2,902.4,902.4,901.3,0.7,202,1.8,-3.54,0.0
A505,22/03/2014,01,23.0,23.0,22.2,76,79,75,18.5,18.5,18.2,902.7,902.7,902.4,0.9,173,1.7,-3.24,0.0
A505,22/03/2014,02,22.6,23.1,22.6,76,76,75,18.2,18.6,18.2,902.8,902.9,902.7,1.1,203,1.9,-3.36,0.0
A505,22/03/2014,03,21.7,22.6,21.7,79,79,76,17.8,18.2,17.8,902.8,902.9,902.7,0.5,225,2.6,-3.54,0.0
A505,22/03/2014,04,21.2,21.9,21.2,81,81,78,17.8,18.1,17.8,902.8,903.1,902.8,4.1,201,7.0,-3.13,0.0
A505,22/03/2014,05,20.8,21.2,20.8,82,82,81,17.5,17.9,17.5,901.9,902.8,901.9,3.9,186,7.9,-3.52,0.0
A505,22/03/2014,06,20.9,20.9,20.8,80,82,80,17.3,17.6,17.3,901.3,901.9,901.3,2.8,176,7.1,-3.30,0.0
A505,22/03/2014,07,20.8,21.2,20.8,80,80,78,17.2,17.3,17.2,901.2,901.5,901.1,1.1,130,5.3,-3.53,0.0
A505,22/03/2014,08,19.9,21.0,19.9,84,84,79,17.2,17.4,17.2,901.9,901.9,901.2,0.6,233,2.6,-3.54,0.0
A505,22/03/2014,09,20.4,20.4,19.6,83,87,83,17.4,17.6,17.2,902.2,902.3,901.9,1.0,139,2.2,-2.44,0.0
A505,22/03/2014,10,20.0,20.7,20.0,86,86,82,17.6,17.9,17.4,902.7,902.7,902.2,1.4,281,2.0,63.13,0.0
A505,22/03/2014,11,21.2,21.2,19.8,84,88,84,18.4,18.6,17.6,903.5,903.5,902.7,0.8,273,2.2,442.1,0.0
A505,22/03/2014,12,23.8,24.3,21.2,69,84,67,17.9,18.5,17.3,903.7,903.7,903.4,1.8,278,2.6,1637.,0.0
A505,22/03/2014,13,25.2,25.3,23.5,68,73,66,18.8,19.0,17.5,903.9,904.0,903.7,1.5,269,4.1,1699.,0.0
A505,22/03/2014,14,26.3,26.7,25.0,65,69,63,19.1,19.7,18.5,903.6,904.0,903.6,2.7,262,5.5,2236.,0.0
A505,22/03/2014,15,27.7,28.4,25.9,56,66,55,18.1,19.7,18.0,903.0,903.6,903.0,4.0,261,9.3,2933.,0.0
A505,22/03/2014,16,26.2,28.6,26.0,65,66,50,19.2,19.4,16.7,902.1,903.0,902.1,3.0,252,6.7,2145.,0.0
A505,22/03/2014,17,28.4,29.1,26.3,54,66,53,18.2,20.3,17.8,901.1,902.1,901.1,3.2,235,5.8,2479.,0.0
A505,22/03/2014,18,29.2,29.6,28.2,50,55,45,17.5,18.7,16.0,900.6,901.1,900.6,2.9,211,5.9,3228.,0.0
A505,22/03/2014,19,27.4,29.4,26.9,57,57,47,18.0,18.4,16.6,900.3,900.6,900.3,3.7,226,6.9,2075.,0.0
A505,22/03/2014,20,25.7,27.6,25.5,59,61,56,17.1,18.2,16.7,900.4,900.5,900.1,2.7,238,7.5,393.0,0.0
A505,22/03/2014,21,25.5,26.5,25.0,59,67,57,16.9,18.6,16.6,900.7,900.7,900.1,2.9,216,5.7,682.4,0.0
A505,22/03/2014,22,23.7,25.5,23.7,65,65,59,16.8,17.0,16.4,901.5,901.5,900.7,2.7,223,6.0,23.67,0.0
A505,22/03/2014,23,22.6,23.7,22.6,71,72,65,17.0,17.8,16.7,902.3,902.3,901.5,2.0,195,5.4,-3.54,0.0
A505,23/03/2014,00,21.1,22.6,21.1,76,76,71,16.6,17.0,16.5,902.6,902.6,902.2,1.9,212,4.3,-3.54,0.0
A505,23/03/2014,01,21.3,21.3,21.0,78,78,75,17.3,17.3,16.6,902.7,902.7,902.5,1.7,197,3.9,-3.54,0.0
A505,23/03/2014,02,20.9,21.3,20.8,82,82,78,17.7,17.7,17.2,902.4,902.7,902.4,1.3,166,2.8,-3.54,0.0
A505,23/03/2014,03,20.6,21.0,20.4,85,85,82,18.0,18.0,17.7,901.9,902.5,901.9,1.0,192,2.5,-3.54,0.0
A505,23/03/2014,04,20.8,21.0,20.4,83,86,83,17.9,18.2,17.9,901.5,901.9,901.4,1.1,153,2.6,-3.54,0.0
A505,23/03/2014,05,20.4,20.9,20.4,84,84,83,17.6,18.0,17.5,901.2,901.6,901.2,1.3,189,2.7,-3.54,0.0
A505,23/03/2014,06,20.5,20.5,20.2,84,86,84,17.7,17.8,17.6,901.0,901.2,900.9,1.5,144,2.6,-3.54,0.0
A505,23/03/2014,07,19.3,20.6,19.3,88,88,83,17.1,17.7,17.1,900.6,901.0,900.5,1.8,202,2.6,-3.54,0.0
A505,23/03/2014,08,20.1,20.1,19.2,84,89,84,17.4,17.5,17.2,900.8,900.8,900.5,1.7,155,3.6,-3.54,0.0
A505,23/03/2014,09,19.6,20.3,19.6,85,85,83,16.9,17.5,16.9,900.9,900.9,900.6,0.6,111,3.7,-3.54,0.0
A505,23/03/2014,10,20.1,20.1,19.2,81,86,81,16.7,17.0,16.7,901.4,901.4,900.9,1.7,111,2.7,47.10,0.0
A505,23/03/2014,11,22.0,22.0,20.1,76,81,76,17.5,17.5,16.7,901.9,901.9,901.4,4.3,112,7.5,720.6,0.0
A505,23/03/2014,12,23.3,23.6,22.1,72,76,70,17.9,18.1,17.5,902.3,902.3,901.8,6.2,112,10.0,1754.,0.0
A505,23/03/2014,13,24.7,24.8,23.3,68,72,67,18.3,18.5,17.9,902.5,902.6,902.3,6.0,107,10.5,2186.,0.0
A505,23/03/2014,14,25.8,26.1,24.1,62,70,61,18.0,18.5,17.9,902.4,902.6,902.4,5.1,98,10.5,2662.,0.0
A505,23/03/2014,15,26.6,27.1,25.7,61,64,59,18.3,18.9,18.0,901.7,902.4,901.7,4.6,112,8.7,2804.,0.0
A505,23/03/2014,16,27.0,28.5,26.4,58,62,54,18.1,18.9,17.8,901.1,901.7,901.0,4.8,113,8.5,3026.,0.0
A505,23/03/2014,17,28.2,28.9,27.0,52,59,50,17.4,18.8,17.1,900.1,901.1,900.1,3.3,85,7.2,3211.,0.0
A505,23/03/2014,18,28.7,29.5,27.6,50,54,49,17.4,18.3,16.8,899.4,900.1,899.4,3.4,51,7.1,2172.,0.0
A505,23/03/2014,19,25.9,28.7,25.8,56,57,50,16.6,17.7,16.4,899.6,899.6,899.3,3.6,30,8.9,1278.,0.0
A505,23/03/2014,20,22.7,26.0,22.7,74,74,56,17.9,17.9,16.4,899.8,899.9,899.5,3.1,279,6.3,222.0,0.0
A505,23/03/2014,21,22.2,22.7,21.4,76,79,75,17.7,18.3,16.8,900.7,900.7,899.8,3.3,145,6.5,65.73,0.0
A505,23/03/2014,22,20.5,22.5,20.4,78,78,75,16.5,18.2,16.3,900.9,901.3,900.7,3.7,108,9.3,0.949,0.0
A505,23/03/2014,23,20.4,20.6,20.2,83,83,78,17.3,17.3,16.6,901.4,901.4,900.8,1.3,127,6.1,-3.36,0.0
A505,24/03/2014,00,20.9,21.0,20.2,81,84,81,17.5,17.5,17.2,902.5,902.5,901.4,2.0,122,5.1,-3.43,0.0
A505,24/03/2014,01,20.3,20.9,20.3,85,85,81,17.8,17.8,17.5,902.7,902.8,902.5,2.8,89,6.2,-3.53,0.0
A505,24/03/2014,02,20.1,20.3,20.1,85,86,85,17.5,17.8,17.5,902.6,902.7,902.6,3.2,80,6.7,-3.41,0.0
A505,24/03/2014,03,19.5,20.1,19.5,85,85,81,17.0,17.5,16.6,902.5,902.6,902.3,3.5,86,7.6,-3.11,0.0
A505,24/03/2014,04,19.5,19.6,19.5,84,85,83,16.7,17.0,16.6,902.4,902.5,902.4,3.4,89,6.6,-2.94,0.0
A505,24/03/2014,05,19.3,19.5,19.3,88,88,84,17.2,17.2,16.7,902.4,902.7,902.4,3.0,85,5.5,-3.24,0.2
A505,24/03/2014,06,19.5,19.5,19.3,86,88,86,17.0,17.2,17.0,901.8,902.4,901.8,3.8,86,6.6,-1.49,0.0
A505,24/03/2014,07,19.3,19.5,19.3,86,87,85,17.0,17.1,17.0,901.5,901.8,901.4,2.5,102,6.3,0.432,0.0
A505,24/03/2014,08,19.3,19.4,19.3,85,86,85,16.7,17.0,16.7,901.9,902.0,901.5,2.8,94,5.8,-0.73,0.0
A505,24/03/2014,09,19.2,19.3,19.2,85,85,85,16.5,16.8,16.5,901.7,902.0,901.7,4.5,95,7.5,-2.66,0.0
A505,24/03/2014,10,19.3,19.3,19.1,83,85,83,16.3,16.5,16.3,902.3,902.3,901.7,4.9,96,8.7,34.10,0.0
A505,24/03/2014,11,19.9,19.9,19.3,81,83,81,16.5,16.5,16.3,903.3,903.3,902.3,5.7,94,10.7,365.3,0.0
A505,24/03/2014,12,20.5,20.7,19.9,79,81,77,16.8,16.8,16.5,903.9,903.9,903.3,5.2,91,9.6,915.8,0.0
A505,24/03/2014,13,21.5,21.6,20.5,73,79,73,16.4,16.9,16.3,904.2,904.2,903.9,5.2,78,10.5,883.0,0.0
A505,24/03/2014,14,22.5,22.6,21.4,69,73,69,16.6,16.8,16.2,904.1,904.2,904.0,4.7,75,9.8,1646.,0.0
A505,24/03/2014,15,23.3,23.6,22.4,67,70,65,16.7,17.0,16.4,903.7,904.1,903.7,4.6,61,9.3,2133.,0.0
A505,24/03/2014,16,23.3,23.9,22.5,67,70,65,16.8,17.1,16.4,903.4,903.7,903.3,4.5,71,9.3,1278.,0.0
A505,24/03/2014,17,23.9,24.0,23.0,64,68,64,16.8,17.2,16.6,902.6,903.4,902.6,3.4,45,7.6,1566.,0.0
A505,24/03/2014,18,23.8,24.5,23.6,65,68,64,16.9,17.4,16.7,902.1,902.6,902.1,3.0,51,6.2,1542.,0.0
A505,24/03/2014,19,24.8,24.8,23.7,62,66,61,17.0,17.2,16.6,901.7,902.2,901.7,3.3,50,6.1,1284.,0.0
A505,24/03/2014,20,25.0,25.4,24.4,60,64,59,16.8,17.3,16.6,901.6,901.7,901.5,2.4,42,6.2,1278.,0.0
A505,24/03/2014,21,23.7,25.3,23.6,66,67,60,17.0,17.3,16.4,902.0,902.1,901.5,2.2,69,6.2,478.7,0.0
A505,24/03/2014,22,22.8,23.7,22.8,71,71,66,17.2,17.2,16.9,902.4,902.4,902.0,3.1,72,6.5,18.13,0.0
