@relation inmet_araxa-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2

@attribute umid_inst numeric
@attribute vento_direcao numeric
@attribute vento_vel numeric
@attribute radiacao numeric
@attribute classe {Frio,Normal,Quente}

@data
88,0.9,234,-3.54,Normal
86,1,152,-3.54,Normal
85,0.7,130,-3.54,Normal
86,0,109,-3.54,Normal
83,0.4,81,-3.54,Normal
81,1.7,130,45.63,Normal
77,2.3,94,386.1,Normal
75,2.9,108,1013,Normal
63,3.7,115,2208,Quente
54,4.5,90,2707,Quente
54,3.1,70,2787,Quente
48,2.8,73,2240,Quente
48,1.6,107,2152,Quente
44,1.6,33,1967,Quente
43,1.4,67,1762,Quente
52,1.5,155,631,Quente
57,2,140,48.65,Quente
63,1.8,119,-3.3,Normal
74,2.6,345,-3.54,Normal
81,2.6,20,-3.5,Normal
65,2.7,59,-3.15,Normal
70,1.2,165,-3.54,Normal
73,0.4,157,-3.54,Normal
79,0.2,80,-3.54,Normal
76,0.1,120,-3.54,Normal
78,1.1,97,-3.54,Normal
83,0.9,143,-3.54,Normal
84,0,348,-3.54,Normal
88,0.1,15,-3.54,Frio
83,1.4,110,31.57,Normal
76,2.6,98,603.9,Normal
68,3.1,86,1434,Normal
65,3.5,40,2116,Quente
59,3.1,46,2729,Quente
59,3.4,28,2538,Quente
55,4,10,2135,Quente
58,2.7,9,1468,Quente
73,5,356,152.2,Normal
94,5.1,175,38.9,Frio
86,2.1,49,131.4,Normal
83,2.1,94,39.61,Normal
89,3.9,117,-2.25,Normal
88,2.4,66,-3.53,Normal
82,0.7,78,-3.54,Normal
90,1.5,244,-3.46,Frio
89,0.2,156,-3.49,Normal
91,0.6,206,-3.52,Frio
87,0.9,186,-3.52,Frio
87,0.4,226,-3.06,Frio
89,0.7,197,-2.7,Frio
86,0.2,122,-3.27,Normal
84,1.6,210,-1.43,Normal
86,1.1,277,-2.01,Normal
92,0.1,326,30.34,Frio
88,0.8,11,374.4,Normal
85,0.9,258,783.1,Normal
77,0.6,166,1558,Normal
73,0.9,279,1854,Normal
72,1.4,271,1285,Normal
68,1.3,259,1552,Normal
62,1.1,343,1762,Normal
64,1.5,268,1441,Normal
63,1.1,335,788.3,Normal
76,1.5,6,270.3,Normal
92,1.8,258,40.34,Normal
93,1.9,179,-1.57,Normal
85,1,100,-1.29,Normal
90,2,117,-3.05,Normal
90,1.2,126,-1.96,Normal
89,0.5,142,-0.48,Normal
88,0,151,-1.24,Normal
89,0.8,129,-2.34,Normal
91,0.5,204,-3.4,Normal
82,1.7,165,-3.04,Normal
84,1,187,-1.83,Normal
88,0.3,352,-3.45,Normal
90,0,50,-3.05,Normal
91,0,352,6.606,Normal
86,0.2,155,96.09,Normal
89,1.1,182,206.4,Normal
92,0.8,201,201.5,Normal
89,1.6,128,639,Normal
90,2,127,537.5,Normal
89,2.6,108,1010,Normal
87,1.9,120,1038,Normal
85,2,162,653.4,Normal
85,2.1,164,362.3,Normal
84,0.8,156,205.3,Normal
86,0.9,106,48.17,Normal
89,1.6,76,-3.33,Normal
91,0.8,105,-3.54,Frio
92,1.4,87,-3.54,Frio
92,0.9,116,-3.54,Frio
94,0.6,181,-3.54,Frio
94,2.4,196,-3.54,Frio
94,1.5,194,-3.54,Frio
94,0.1,52,-3.54,Frio
94,1.5,167,-3.54,Frio
93,0.1,328,-3.53,Frio
94,0.6,38,-3.54,Frio
94,0.5,72,-3.52,Frio
93,0.8,108,35.11,Frio
86,3.1,104,629.2,Frio
78,3.7,107,1538,Normal
72,3.6,124,1464,Normal
68,3.3,103,2487,Normal
61,2.5,85,2721,Normal
58,1.1,112,2391,Normal
55,1.4,137,2888,Normal
61,2.6,118,1250,Normal
63,1.8,63,616.4,Normal
64,2.1,46,196.7,Normal
76,1,198,62.05,Normal
83,1.8,257,-3.33,Normal
78,1.5,198,-3.53,Normal
81,0,101,-3.54,Normal
78,1.4,150,-3.27,Normal
82,1,134,-3.32,Normal
83,1.1,133,-3.54,Frio
81,1.3,175,-3.4,Frio
79,2,159,-3.54,Frio
82,1.3,153,-3.54,Frio
82,0.2,156,-3.54,Frio
83,1.5,179,-3.54,Frio
85,1,94,-3.54,Frio
86,0.6,43,52.31,Frio
79,2.9,98,633.6,Frio
76,3.4,103,1494,Normal
71,4.1,83,2229,Normal
66,2.9,85,2771,Normal
56,1.7,119,3080,Normal
52,1.7,277,2865,Normal
49,1.5,75,2994,Normal
44,0.4,42,2095,Quente
51,1.2,227,1183,Normal
49,1.8,175,767.2,Normal
53,0.9,179,198.4,Normal
55,2.8,154,-3.54,Normal
60,2.4,137,-3.54,Normal
62,2.6,126,-3.54,Normal
62,2.8,123,-3.54,Normal
66,2.4,165,-3.54,Frio
71,0.1,276,-3.54,Frio
76,0.4,126,-3.54,Frio
68,2.7,115,-3.54,Frio
72,2.1,117,-3.54,Frio
78,1.3,35,-3.54,Frio
78,2.1,118,-3.54,Frio
80,2.6,92,-3.54,Frio
79,4.1,108,51.48,Frio
76,4.3,103,643,Frio
70,3.9,87,1494,Normal
64,3.5,67,2219,Normal
58,2.4,99,2749,Normal
47,2.3,40,2994,Normal
44,1.8,340,2691,Normal
42,2.2,267,2952,Normal
40,0.8,5,2526,Normal
42,0.9,224,1705,Quente
42,1,301,944.4,Normal
50,0.8,197,159.6,Normal
54,2.6,157,-3.54,Normal
63,3.3,118,-3.54,Normal
69,3.6,117,-3.54,Normal
71,3.2,112,-3.54,Frio
69,2.9,106,-3.54,Frio
68,2.8,101,-3.54,Frio
67,3.7,110,-3.54,Frio
65,3.7,106,-3.54,Frio
68,5.4,114,-3.54,Frio
72,5.1,108,-3.54,Frio
74,4.4,105,-3.54,Frio
76,4,105,-3.54,Frio
78,4.6,108,48.92,Frio
72,5.5,104,631.8,Frio
66,5.8,105,1483,Frio
60,5.9,104,2206,Normal
55,5.1,80,2739,Normal
46,5,85,2999,Normal
45,3.1,91,3120,Normal
42,3.1,81,2990,Normal
40,2.7,85,2278,Normal
44,3.4,103,1254,Normal
44,3.2,72,484.9,Normal
56,3.5,100,192.7,Normal
62,3.3,104,-3.54,Normal
61,4.3,112,-3.54,Frio
64,3.4,105,-3.54,Frio
67,3.2,99,-3.54,Frio
70,3.3,100,-3.54,Frio
72,4,101,-3.54,Frio
72,4.2,104,-3.54,Frio
74,3.7,102,-3.54,Frio
70,4.3,108,-3.54,Frio
73,4.6,101,-3.54,Frio
75,4.4,96,-3.54,Frio
75,5.1,110,-3.54,Frio
76,4.4,105,48.94,Frio
72,4.4,98,638.5,Frio
66,5.1,86,1499,Frio
60,4.2,79,2225,Normal
53,3.8,90,2729,Normal
51,2.4,41,3046,Normal
44,2.4,111,2923,Normal
41,2.8,84,2721,Normal
42,1.9,68,2437,Normal
43,2,27,1772,Normal
44,1.8,98,949.3,Normal
53,2.2,108,176.2,Normal
60,3,101,-3.54,Normal
65,3,95,-3.54,Frio
70,3.2,103,-3.54,Frio
70,3,102,-3.54,Frio
70,3.4,103,-3.54,Frio
69,3.5,108,-3.54,Frio
69,3.4,105,-3.54,Frio
70,3.6,101,-3.54,Frio
74,3.2,102,-3.54,Frio
74,3.4,95,-3.54,Frio
76,3,103,-3.54,Frio
76,3.8,89,-3.54,Frio
74,3.4,86,48.91,Frio
67,4.2,80,636.4,Frio
56,4.2,58,1499,Frio
50,5.8,52,2233,Normal
47,4.5,48,2772,Normal
44,4.2,52,3060,Normal
42,4.1,45,3099,Normal
38,4.2,43,2895,Normal
38,3.5,30,2172,Normal
42,4.4,21,1260,Normal
44,3.7,32,588.9,Normal
49,3.4,54,209.2,Normal
54,3.5,72,-3.46,Normal
59,3.3,82,-3.54,Frio
63,3.6,96,-3.54,Frio
67,3.4,97,-3.54,Frio
69,3.6,100,-3.54,Frio
69,3.5,102,-3.54,Frio
70,3,99,-3.54,Frio
71,1.7,63,-3.54,Frio
71,2.3,78,-3.54,Frio
70,2.8,94,-3.54,Frio
72,3,93,-3.54,Frio
73,2.9,95,-3.54,Frio
74,2.7,97,36.75,Frio
63,2.1,97,733.1,Frio
61,2.5,79,1149,Frio
55,2.1,62,2023,Normal
47,3.6,12,2759,Normal
48,2.9,343,3021,Normal
45,1,16,2139,Normal
45,2.4,250,2366,Normal
42,1.7,289,1954,Normal
42,1.6,240,1773,Normal
43,0.4,215,903.8,Normal
46,0.5,198,130.2,Normal
56,1.6,161,-3.54,Normal
55,2,161,-3.54,Normal
66,0.7,12,-3.54,Frio
60,1.9,114,-3.54,Normal
63,1.4,138,-3.54,Frio
66,1.1,88,-3.54,Frio
70,2.3,91,-3.54,Frio
73,1.5,91,-3.54,Frio
74,1.7,75,-3.54,Frio
77,1.8,124,-3.54,Frio
75,1.3,130,-3.54,Frio
72,1.3,164,-3.53,Frio
73,1.7,191,42.13,Frio
64,1.3,101,419.6,Normal
54,2.1,88,1331,Normal
45,1.6,57,2137,Normal
42,1.3,1,2678,Normal
42,2,38,2951,Normal
40,2,89,2986,Quente
35,1.7,120,2762,Quente
35,2.3,92,2321,Quente
34,2.6,107,1684,Quente
34,3.7,98,900.5,Quente
39,3.8,112,164.6,Normal
48,3.8,121,-3.54,Normal
52,3.8,117,-3.54,Normal
55,4,114,-3.54,Normal
57,2.7,118,-3.54,Normal
60,2.4,110,-3.54,Normal
60,1.4,122,-3.54,Normal
62,1.6,139,-3.54,Frio
59,2,127,-3.54,Frio
62,3.4,98,-3.54,Frio
64,3.6,91,-3.54,Frio
66,3.6,97,-3.54,Frio
69,3,99,-3.54,Frio
69,2.8,111,37.53,Frio
65,2.5,110,507.7,Frio
60,3,85,995.2,Normal
53,5.8,84,1697,Normal
51,4.4,81,1998,Normal
46,3.9,101,2536,Normal
46,4.1,90,2491,Normal
39,4.3,79,2383,Normal
42,3.9,81,1522,Normal
44,3.4,110,909.2,Normal
48,3.2,99,490.4,Normal
56,2.9,108,97.28,Normal
62,2.7,113,-3.54,Normal
64,2.8,101,-3.54,Normal
65,2.4,103,-3.54,Frio
65,2.5,88,-3.54,Normal
67,2.6,100,-3.54,Frio
68,2.7,99,-3.54,Frio
70,3.1,104,-3.54,Frio
73,3.8,106,-3.54,Frio
72,3.1,103,-3.54,Frio
69,3.4,122,-3.54,Frio
67,3.3,103,-3.54,Frio
68,4.7,108,-3.54,Frio
71,3.5,102,40.99,Frio
69,3.3,94,406.4,Frio
60,3.6,75,1341,Normal
50,4.6,54,2299,Normal
44,3.5,51,2620,Normal
45,3.3,33,3045,Normal
41,2.6,31,3123,Normal
39,2,12,2831,Normal
35,2.1,2,2366,Quente
37,1.6,25,1717,Quente
37,2.1,48,921.2,Normal
46,1.5,3,171.4,Normal
51,1.9,103,-3.54,Normal
56,2.2,103,-3.54,Normal
59,3.3,117,-3.54,Normal
62,3.9,111,-3.54,Normal
63,3.8,118,-3.54,Normal
61,4,116,-3.54,Normal
64,2.6,110,-3.54,Frio
74,0,67,-3.54,Frio
73,0,167,-3.54,Frio
73,0.2,155,-3.54,Frio
77,0.5,78,-3.54,Frio
78,0.2,99,-3.54,Frio
72,0.7,79,59.38,Frio
62,1.8,112,605.7,Normal
51,1.3,69,1425,Normal
53,3.2,11,2147,Normal
47,3,10,2493,Normal
42,3.5,15,2716,Normal
41,2.6,16,2925,Normal
38,1.8,352,2767,Quente
40,0.6,265,2247,Quente
40,1.9,290,1667,Quente
42,1.3,245,835,Normal
49,1.1,226,152.4,Normal
50,1,179,-3.54,Normal
51,1.4,181,-3.54,Normal
62,1.7,82,-3.54,Normal
64,2.6,109,-3.54,Normal
65,3.3,117,-3.54,Normal
66,3.2,116,-3.54,Normal
65,2.8,112,-3.54,Normal
66,1,95,-3.54,Normal
71,0.3,80,-3.54,Frio
73,0.3,93,-3.54,Frio
82,0.5,29,-3.54,Frio
76,1.1,106,-3.54,Frio
70,2,115,41.52,Frio
62,1.6,88,581.6,Normal
53,2.4,79,1405,Normal
50,2.8,66,2105,Normal
40,3.7,33,2583,Normal
38,2.9,22,2927,Quente
37,2.9,317,2665,Quente
39,2.5,5,2612,Quente
36,1.3,30,1842,Quente
39,3.1,349,1483,Quente
40,2.1,356,749.4,Quente
45,1,356,140.5,Normal
51,0,19,-3.54,Normal
55,1.8,115,-3.54,Normal
61,2.4,105,-3.54,Normal
62,2.7,107,-3.54,Normal
62,3.4,108,-3.54,Normal
63,3.4,110,-3.54,Normal
64,3.2,115,-3.54,Normal
75,0.7,274,-3.54,Frio
76,0.9,239,-3.53,Frio
75,1,111,-3.54,Frio
69,1.5,109,-3.54,Frio
69,2.1,110,-3.54,Frio
68,2.5,101,36.37,Normal
63,3.1,96,564.5,Normal
58,2.5,62,1372,Normal
55,3.5,70,2064,Normal
49,3.4,8,2576,Normal
46,2.7,332,2654,Quente
43,1.3,212,2551,Quente
41,1.2,308,2206,Quente
41,2.6,302,1708,Quente
45,1.3,271,1207,Quente
52,1.2,212,405.2,Normal
52,1,201,95.12,Normal
53,0.9,123,-3.53,Normal
60,3.3,109,-3.54,Normal
63,3.7,117,-3.54,Normal
62,3.9,114,-3.54,Normal
64,3.5,112,-3.54,Normal
66,2.5,100,-3.54,Normal
68,3.1,92,-3.54,Normal
70,3.2,94,-3.54,Normal
72,2.9,95,-3.54,Normal
70,2.2,102,-3.54,Normal
69,1.9,111,-3.3,Normal
68,1.4,102,-3.37,Normal
71,2.9,97,13.82,Normal
68,1.4,109,320.3,Normal
66,1.8,75,782.7,Normal
60,2,22,2134,Normal
58,1.8,334,2385,Normal
51,1,313,2409,Quente
49,1.6,3,2743,Quente
42,2.4,266,2691,Quente
43,2.8,275,2290,Quente
47,1.9,275,1778,Quente
50,1.9,208,884.7,Quente
58,1.4,169,116.1,Normal
70,1.4,266,-3.2,Normal
74,0.4,294,-3.54,Normal
76,0.8,179,-3.54,Normal
73,1.8,119,-3.54,Normal
75,0.4,182,-3.54,Normal
80,1,3,-3.54,Normal
83,0,65,-3.54,Frio
87,2,201,-3.54,Frio
84,0.8,133,-3.54,Frio
86,0,301,-3.54,Frio
80,0.5,233,-3.54,Frio
82,0,48,-3.54,Frio
79,0.3,230,31.59,Frio
71,0,11,504.3,Normal
59,0.4,338,1294,Normal
60,0.8,261,1970,Normal
53,2.5,293,2504,Quente
45,3.6,260,2832,Quente
41,3.6,242,2935,Quente
38,3.4,253,2540,Quente
39,3.7,237,2025,Quente
40,4.4,247,1626,Quente
45,2.9,245,822.4,Normal
50,2.4,239,142.3,Normal
58,1.4,202,-3.54,Normal
61,0.8,205,-3.54,Normal
64,1.2,207,-3.54,Normal
69,1.2,209,-3.54,Normal
68,0.9,177,-3.54,Normal
67,0.2,195,-3.54,Normal
69,0.9,187,-2.23,Normal
77,0.3,331,-0.53,Normal
77,0.1,202,-3.22,Normal
80,1.4,237,-3.48,Frio
79,0.9,133,-3.54,Frio
81,0.4,312,-3.54,Frio
84,0,121,21.55,Frio
71,0,107,513.7,Normal
62,0.2,329,1310,Normal
47,1.6,292,2001,Normal
44,2.5,246,2564,Normal
45,2.2,285,2826,Quente
37,2.1,261,2910,Quente
37,3.1,255,2705,Quente
32,2.6,255,2221,Quente
35,3.2,231,1440,Quente
38,1.4,249,823.9,Normal
52,1.7,202,117.9,Normal
60,1.4,192,-3.54,Normal
63,1.5,125,-3.54,Normal
61,2.5,165,-3.54,Normal
65,1.4,145,-3.54,Normal
69,1.3,124,-3.54,Normal
64,2.9,122,-3.54,Normal
68,3.8,106,-3.54,Frio
74,5.1,110,-3.54,Frio
79,5.5,111,-3.54,Frio
80,5.8,107,-3.54,Frio
81,5.8,108,-3.54,Frio
79,5.9,104,-3.54,Frio
77,5.7,103,28.86,Frio
72,6.6,101,534.8,Frio
65,6.7,106,1362,Frio
59,7,94,2052,Normal
54,5.1,98,2546,Normal
53,5.7,77,2804,Normal
52,5.6,92,2824,Normal
47,3.9,71,2643,Normal
49,2.7,35,1974,Normal
49,2.6,82,1510,Normal
51,3.3,78,821.7,Normal
61,3.6,100,130.4,Normal
67,3.4,94,-3.54,Normal
70,3.6,94,-3.54,Normal
71,4.1,101,-3.54,Frio
72,3.6,108,-3.54,Frio
73,4.8,107,-3.54,Frio
75,5.7,104,-3.54,Frio
76,4.7,99,-3.54,Frio
77,5.1,97,-3.54,Frio
79,4.1,95,-3.54,Frio
80,4.1,96,-3.54,Frio
81,4.4,98,-3.54,Frio
83,4.5,101,-3.54,Frio
83,4.4,99,30.28,Frio
78,4.8,100,522.2,Frio
71,4.8,91,1330,Frio
66,5,87,2021,Normal
60,3.6,69,2535,Normal
51,2.2,66,2895,Normal
48,1.3,8,2786,Normal
49,0.3,235,1248,Normal
41,0.5,317,1281,Normal
46,0.7,269,819,Normal
49,1.3,74,143.5,Normal
57,2.1,103,-3.54,Normal
61,3.8,113,-3.54,Normal
69,4.4,113,-3.54,Frio
69,4.1,107,-3.54,Frio
71,3.5,95,-3.54,Frio
70,3.2,101,-3.54,Frio
71,2.7,91,-3.54,Frio
71,2,105,-3.54,Frio
71,2,123,-3.54,Frio
74,1.5,110,-3.54,Frio
70,3.5,92,-3.54,Frio
75,4,101,-3.54,Frio
74,3.7,102,38.44,Frio
69,3.6,94,455,Frio
61,3.5,89,1279,Frio
54,3,74,2031,Normal
50,3.8,93,2533,Normal
47,2.7,97,2798,Normal
44,2.4,44,2844,Normal
43,2,116,2623,Normal
40,2.2,47,2204,Normal
41,1.3,119,1389,Normal
41,1.4,59,610.6,Normal
48,1.8,82,97.88,Normal
57,2.2,105,-3.54,Normal
57,3.8,116,-3.54,Normal
60,3.5,108,-3.54,Frio
59,4.5,114,-3.54,Frio
61,3.5,114,-3.54,Frio
70,0.1,233,-3.54,Frio
64,1.2,97,-3.54,Frio
60,2.1,109,-3.54,Frio
74,0.1,53,-3.54,Frio
77,1.1,224,-3.54,Frio
66,2.3,113,-3.54,Frio
66,2.9,120,-3.54,Frio
78,2,357,34.35,Frio
66,0.4,42,567.8,Frio
54,1.6,63,1343,Normal
48,2.4,84,2038,Normal
38,2.5,52,2537,Normal
37,2.4,53,2810,Normal
32,2.8,65,2292,Normal
30,2.1,86,2639,Normal
31,1.8,85,2183,Quente
28,2.3,55,1595,Quente
31,0.9,46,502.1,Normal
43,0.4,244,55.83,Normal
40,0.1,158,-3.54,Normal
52,3.3,99,-3.54,Normal
53,3.5,102,-3.54,Normal
52,3.2,101,-3.54,Normal
55,2.9,104,-3.54,Frio
55,2.6,103,-3.54,Frio
55,3.5,113,-3.54,Frio
56,3,115,-3.54,Frio
57,2.8,122,-3.54,Frio
51,2.5,120,-3.54,Frio
57,1.7,96,-3.54,Frio
61,1.9,113,-3.54,Frio
62,1.8,101,23.33,Frio
55,3.1,114,501.1,Frio
48,2.4,77,1324,Normal
47,2.9,69,2015,Normal
41,2,15,2504,Normal
36,2.1,14,2770,Normal
33,1.7,342,2811,Quente
32,2.6,335,2621,Quente
30,1.6,343,2156,Quente
32,0.7,23,1544,Quente
32,1.5,49,780.4,Quente
42,1.5,206,112.6,Normal
41,1,178,-3.54,Normal
52,0.3,38,-3.54,Normal
56,2.5,103,-3.54,Normal
62,3.6,118,-3.54,Normal
61,3.1,120,-3.54,Normal
60,2.6,110,-3.54,Normal
59,2.8,122,-3.54,Normal
61,1,88,-3.54,Frio
73,0,296,-3.54,Frio
78,0.4,2,-3.54,Frio
75,0.2,46,-3.54,Frio
75,0.2,38,-3.54,Frio
71,1.2,117,31.5,Frio
58,1.8,86,446.4,Normal
52,2.2,90,1168,Normal
48,2.3,71,1624,Normal
44,2.4,63,2382,Normal
41,1.8,2,2708,Normal
38,2.1,297,2731,Quente
38,2.6,277,2465,Quente
36,2,262,1712,Quente
41,1.2,259,903.2,Normal
41,0.4,292,798.9,Normal
47,0.3,326,81.42,Normal
47,0,311,-3.54,Normal
49,1,187,-3.54,Normal
49,2.1,159,-3.54,Normal
52,0.7,138,-3.54,Normal
59,3.2,116,-3.54,Normal
58,4.1,112,-3.54,Normal
59,4,114,-3.54,Normal
58,3.1,115,-3.54,Normal
60,1.6,98,-3.54,Normal
60,2.5,124,-3.54,Normal
65,1.7,93,-3.54,Frio
66,2.4,104,-3.54,Frio
65,2.4,100,13.24,Frio
55,2.9,112,557.5,Normal
47,3.7,94,1509,Normal
43,4.1,83,2079,Normal
43,3.9,94,2406,Normal
41,4.2,61,2536,Normal
37,3.1,54,2716,Quente
35,2.1,60,1941,Quente
36,1.4,51,1616,Quente
38,2.5,103,723.1,Quente
41,2.1,91,384,Normal
48,2.4,96,55.63,Normal
51,3.9,112,-3.54,Normal
60,3.5,102,-3.54,Normal
62,3.2,107,-3.54,Normal
63,3.4,99,-3.54,Normal
61,3.1,101,-3.54,Normal
62,2.9,98,-3.5,Normal
62,3,104,-3.53,Normal
67,3.4,98,-3.53,Normal
67,3.9,109,-3.53,Normal
67,3.7,100,-3.54,Normal
66,3.5,102,-3.52,Normal
67,3.3,93,-3.53,Normal
68,2.9,101,1.668,Normal
67,3.3,94,114.8,Normal
64,4.2,94,309.9,Normal
60,5.1,89,808.4,Normal
58,3.5,83,953.3,Normal
56,2.7,91,1574,Normal
53,2.8,67,1704,Normal
50,3.4,7,1755,Normal
54,2.8,1,691.6,Normal
57,2,339,356.6,Normal
89,3.6,157,66.39,Frio
88,2.1,126,17.08,Frio
85,3.8,119,-0.62,Frio
89,4.6,115,-2.63,Frio
89,4.1,110,-3.52,Frio
86,3.3,107,-3.33,Frio
86,3.7,117,-3.48,Frio
84,3.5,114,-3.43,Frio
83,2.4,121,-3.54,Frio
87,0.5,162,-3.54,Frio
82,2,123,-3.54,Frio
88,0.6,357,-3.54,Frio
91,0.9,9,-3.54,Frio
90,0.9,176,-3.54,Frio
82,2.6,118,20.1,Frio
72,1.6,78,417.5,Normal
68,2.7,71,1261,Normal
66,2.4,84,1936,Normal
59,1.6,51,2448,Normal
55,0.7,6,2798,Normal
50,1.7,142,3054,Quente
41,1.6,232,2784,Quente
43,1.8,262,2171,Quente
45,1.7,240,1521,Quente
48,1.2,266,623.5,Normal
52,1.3,185,95.62,Normal
56,1.6,173,-3.54,Normal
57,2.7,166,-3.54,Normal
57,3.2,129,-3.54,Normal
63,2.8,121,-3.54,Normal
64,2.6,115,-3.54,Normal
66,2.3,128,-3.54,Normal
64,2.4,111,-3.54,Normal
67,1.6,108,-3.54,Frio
71,1.7,118,-3.54,Frio
72,1.7,94,-3.54,Frio
66,4.2,113,-3.54,Frio
70,2.8,101,-3.54,Frio
71,3.4,104,25.66,Frio
70,3.6,97,450.4,Normal
68,4.2,86,1117,Normal
63,3.2,82,1949,Normal
54,2.9,79,2530,Normal
42,2.5,76,2611,Normal
43,1.2,166,2419,Normal
41,1.8,59,2261,Normal
41,1.7,265,1125,Normal
43,1.5,235,937.3,Normal
45,0.8,163,398.1,Normal
45,1.8,156,63.77,Normal
50,1.3,129,-3.54,Normal
53,2,118,-3.54,Normal
64,4.4,108,-3.54,Normal
65,3.9,105,-3.54,Normal
68,3.1,105,-3.54,Normal
66,3.3,107,-3.54,Normal
66,3,111,-3.54,Frio
69,0.2,73,-3.54,Frio
71,1.3,107,-3.54,Frio
67,1.8,104,-3.54,Frio
66,2.6,109,-3.54,Frio
66,2.7,102,-3.54,Frio
68,2.3,96,20.08,Frio
62,3.2,93,442.5,Normal
56,3.5,78,1241,Normal
50,2.9,57,1923,Normal
46,3.4,4,2495,Normal
43,3.6,357,2709,Normal
36,3.2,343,2544,Quente
38,3.1,36,2407,Quente
41,2.4,354,1507,Normal
42,3.3,7,1385,Normal
43,3.2,24,757.5,Normal
46,1.7,44,161.1,Normal
49,1.5,51,-3.54,Normal
54,1.1,80,-3.54,Normal
56,1.9,79,-3.54,Normal
58,2.2,81,-3.54,Normal
63,3,97,-3.54,Normal
62,3.5,99,-3.54,Normal
62,2.8,92,-3.54,Frio
62,1.8,88,-3.54,Frio
64,1.2,115,-3.54,Frio
64,1.9,101,-3.54,Frio
64,2,101,-3.54,Frio
62,1.9,105,-3.54,Frio
65,1.6,122,13.75,Frio
57,1.1,88,384,Normal
49,1.7,45,1186,Normal
48,1.7,354,1859,Normal
45,2.3,3,2336,Normal
45,4.3,315,2626,Quente
43,3.2,323,2664,Quente
42,3.5,301,2476,Quente
41,3.4,289,2054,Quente
41,2.4,321,1472,Quente
45,1.6,320,507,Quente
52,1.4,341,99.65,Normal
58,0.2,355,-3.54,Normal
61,0,359,-3.54,Normal
60,1,204,-3.54,Normal
65,0.2,95,-3.54,Normal
66,0.4,57,-3.54,Normal
69,1.2,199,-3.54,Normal
70,1.4,218,-3.54,Normal
67,0.1,216,-3.54,Normal
72,0,216,-3.52,Normal
71,2.1,207,-0.92,Normal
74,1.7,187,-3.54,Normal
77,2.4,200,-3.54,Normal
80,0.1,24,27.21,Frio
72,0.9,55,500.3,Normal
68,1.5,68,881.3,Normal
60,1.3,45,1815,Normal
57,1.2,315,2337,Normal
56,2.7,281,2585,Quente
59,2.1,239,1449,Normal
79,1.9,130,342.1,Normal
65,1.8,208,1257,Normal
66,2,226,641.4,Normal
70,1.7,233,317.5,Normal
74,1.2,201,74.25,Normal
76,0.3,175,-3.54,Normal
79,1,201,-3.54,Normal
82,1.4,167,-3.54,Normal
86,0.9,216,-3.48,Normal
85,2.1,212,-3.54,Normal
87,0.6,242,-3.54,Normal
86,1.4,188,-3.54,Normal
85,0.5,173,-3.54,Normal
85,0.7,197,-3.53,Normal
88,0,132,-3.54,Frio
87,1.6,218,-3.54,Frio
88,1.2,218,-3.53,Frio
89,0.4,240,10.73,Frio
86,0.8,202,336.8,Normal
78,1.8,171,961.6,Normal
74,0.5,216,1256,Normal
62,1,280,1804,Normal
56,2.2,221,2587,Quente
51,1.1,292,2633,Quente
48,1.9,197,2188,Quente
57,3,205,1385,Quente
54,2.7,228,1484,Quente
57,3,222,599,Normal
67,1.5,221,100.4,Normal
75,2.9,202,-3.54,Normal
78,3.2,200,-3.54,Normal
77,3.4,197,-3.52,Normal
79,1.8,174,-3.54,Normal
80,0.1,135,-3.54,Normal
82,1.4,163,-3.54,Normal
85,1.6,164,-3.54,Normal
85,0.2,112,-3.54,Normal
86,0.2,104,-3.54,Normal
87,0,149,-3.54,Frio
91,0,28,-3.52,Frio
89,0,149,-3.53,Frio
87,1.7,119,22.17,Frio
83,2.8,102,417,Normal
75,3.4,106,1157,Normal
66,3.5,94,1793,Normal
60,3.2,87,2336,Quente
53,2.2,43,2593,Quente
54,1.1,17,1803,Quente
47,2,34,1462,Quente
50,2.9,18,1810,Quente
50,2.7,5,1355,Quente
68,0.6,277,235.3,Normal
69,0.2,64,50.75,Normal
72,1.8,96,-3.54,Normal
79,2.7,106,-3.49,Normal
78,1.5,119,-3.54,Normal
80,0.3,179,-3.54,Normal
80,1.6,105,-3.53,Normal
83,0.1,173,-3.44,Normal
80,0.5,144,-3.54,Normal
92,0.9,158,-2.3,Normal
89,1.8,127,-3.16,Normal
88,0.3,126,-2.45,Normal
92,1.4,215,-2.18,Normal
92,1,333,-2.85,Normal
93,1.1,22,2.823,Normal
92,0.8,115,179.1,Normal
86,1,344,309.8,Normal
87,0.4,316,382.8,Normal
83,0.6,343,661.7,Normal
83,1.3,1,840.3,Normal
77,0.9,13,1305,Normal
72,2.5,320,1942,Normal
71,2.7,332,1784,Normal
70,4,294,1032,Normal
72,2.9,244,701.8,Normal
81,3.5,222,104.2,Normal
86,1.9,204,-3.54,Normal
88,2.8,217,-3.54,Normal
88,3.6,221,-3.54,Normal
90,3.6,227,-3.54,Frio
89,2,201,-3.53,Frio
91,1.3,247,-3.54,Frio
93,0.7,216,-3.54,Frio
92,2.1,227,-3.54,Frio
93,2.2,244,-3.54,Frio
93,1.8,266,-3.54,Frio
94,1.6,237,-3.54,Frio
94,1.1,277,-3.54,Frio
94,0.9,250,6.2,Frio
